epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,test_loss
0,0.6439009308815002,9,,,,,,
0,0.3260363042354584,19,,,,,,
0,0.33537784218788147,29,,,,,,
0,0.28268328309059143,39,,,,,,
0,0.28829383850097656,49,,,,,,
0,0.551530122756958,59,,,,,,
0,0.4076634347438812,69,,,,,,
0,0.1645449697971344,79,,,,,,
0,0.15473335981369019,89,,,,,,
0,0.14759285748004913,99,,,,,,
0,0.857751727104187,109,,,,,,
0,0.19270408153533936,119,,,,,,
0,0.1616544872522354,129,,,,,,
0,0.16423921287059784,139,,,,,,
0,0.24701952934265137,149,,,,,,
0,0.10176818817853928,159,,,,,,
0,0.17006514966487885,169,,,,,,
0,0.2736525237560272,179,,,,,,
0,0.1446915566921234,189,,,,,,
0,0.33458569645881653,199,,,,,,
0,0.17764028906822205,209,,,,,,
0,0.09265600889921188,219,,,,,,
0,0.20299316942691803,229,,,,,,
0,0.7306968569755554,239,,,,,,
0,1.0354373455047607,249,,,,,,
0,0.06481841951608658,259,,,,,,
0,0.7327869534492493,269,,,,,,
0,0.10834961384534836,279,,,,,,
0,0.14230656623840332,289,,,,,,
0,0.14180706441402435,299,,,,,,
0,0.10552108287811279,309,,,,,,
0,0.07949759066104889,319,,,,,,
0,0.06930475682020187,329,,,,,,
0,0.1374344378709793,339,,,,,,
0,0.20231756567955017,349,,,,,,
0,0.03630261495709419,359,,,,,,
0,0.17662370204925537,369,,,,,,
0,0.3967326283454895,379,,,,,,
0,2.784167766571045,389,,,,,,
0,0.36179018020629883,399,,,,,,
0,0.137509286403656,409,,,,,,
0,0.1057249903678894,419,,,,,,
0,0.2210557460784912,429,,,,,,
0,0.09340289235115051,439,,,,,,
0,0.14312273263931274,449,,,,,,
0,0.07133875787258148,459,,,,,,
0,0.14110611379146576,469,,,,,,
0,0.13711468875408173,479,,,,,,
0,0.1873859018087387,489,,,,,,
0,0.25584378838539124,499,,,,,,
0,0.6064220070838928,509,,,,,,
0,0.19587843120098114,519,,,,,,
0,0.10158517211675644,529,,,,,,
0,0.09072023630142212,539,,,,,,
0,1.073415994644165,549,,,,,,
0,0.06651453673839569,559,,,,,,
0,0.10352746397256851,569,,,,,,
0,0.38944011926651,579,,,,,,
0,0.16070272028446198,589,,,,,,
0,0.13377045094966888,599,,,,,,
0,0.19723933935165405,609,,,,,,
0,0.08061328530311584,619,,,,,,
0,0.06994906067848206,629,,,,,,
0,0.1016986221075058,639,,,,,,
0,0.2068788856267929,649,,,,,,
0,0.12792955338954926,659,,,,,,
0,0.06042436882853508,669,,,,,,
0,0.10381872206926346,679,,,,,,
0,0.1242639496922493,689,,,,,,
0,0.07550887763500214,699,,,,,,
0,0.15959858894348145,709,,,,,,
0,0.036017317324876785,719,,,,,,
0,0.1012003943324089,729,,,,,,
0,0.19703921675682068,739,,,,,,
0,0.06889324635267258,749,,,,,,
0,0.11674414575099945,759,,,,,,
0,0.07446110993623734,769,,,,,,
0,0.09494789689779282,779,,,,,,
