train_loss,step,epoch,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,test_loss
1.153038501739502,9,0,,,,,,
0.3695370852947235,19,0,,,,,,
0.5827379822731018,29,0,,,,,,
0.5714834332466125,39,0,,,,,,
0.38007259368896484,49,0,,,,,,
0.6110347509384155,59,0,,,,,,
0.5857805013656616,69,0,,,,,,
0.6851920485496521,79,0,,,,,,
0.5403102040290833,89,0,,,,,,
0.810375452041626,99,0,,,,,,
,102,0,0.29203540086746216,0.8371379375457764,0.4663119912147522,0.14149925112724304,0.511202335357666,
0.47257712483406067,109,1,,,,,,
2.0890398025512695,119,1,,,,,,
1.0021620988845825,129,1,,,,,,
0.09912201017141342,139,1,,,,,,
0.867656946182251,149,1,,,,,,
0.20609821379184723,159,1,,,,,,
0.26626554131507874,169,1,,,,,,
0.268526166677475,179,1,,,,,,
0.3714868724346161,189,1,,,,,,
0.3847041428089142,199,1,,,,,,
,205,1,0.3849557638168335,0.8635241985321045,0.5598949193954468,0.1251709759235382,0.5996684432029724,
0.20203013718128204,209,2,,,,,,
0.31007668375968933,219,2,,,,,,
0.26224827766418457,229,2,,,,,,
0.39634478092193604,239,2,,,,,,
0.35330986976623535,249,2,,,,,,
0.23650889098644257,259,2,,,,,,
0.45847707986831665,269,2,,,,,,
0.17394974827766418,279,2,,,,,,
0.839634895324707,289,2,,,,,,
0.15498651564121246,299,2,,,,,,
,308,2,0.4247787594795227,0.8704790472984314,0.5803821682929993,0.11468729376792908,0.6114572286605835,
0.08035415410995483,309,3,,,,,,
0.08307278901338577,319,3,,,,,,
0.17801810801029205,329,3,,,,,,
0.06414024531841278,339,3,,,,,,
0.2670591473579407,349,3,,,,,,
0.11438664048910141,359,3,,,,,,
0.07665348798036575,369,3,,,,,,
0.23822639882564545,379,3,,,,,,
0.03365625813603401,389,3,,,,,,
0.2024667114019394,399,3,,,,,,
0.25961247086524963,409,3,,,,,,
,411,3,0.44690266251564026,0.8776225447654724,0.6045452356338501,0.11188887059688568,0.6313156485557556,
0.07019083946943283,419,4,,,,,,
0.23200532793998718,429,4,,,,,,
0.3160421550273895,439,4,,,,,,
0.09217628091573715,449,4,,,,,,
0.03340122103691101,459,4,,,,,,
0.0202840194106102,469,4,,,,,,
0.11574079841375351,479,4,,,,,,
0.2944220304489136,489,4,,,,,,
0.042282361537218094,499,4,,,,,,
0.03893882781267166,509,4,,,,,,
,514,4,0.44690266251564026,0.8796555399894714,0.6063236594200134,0.11596866697072983,0.6364901661872864,
,515,5,,,,,,0.11596866697072983
