epoch,step,train_loss,val_qa_em,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,test_loss
0,9,0.30817604064941406,,,,,,
0,19,0.4353247880935669,,,,,,
0,29,0.14510805904865265,,,,,,
0,39,0.30863943696022034,,,,,,
0,49,0.3038070499897003,,,,,,
0,59,0.26948651671409607,,,,,,
0,69,0.25414198637008667,,,,,,
0,79,0.2023850828409195,,,,,,
0,89,0.09887854754924774,,,,,,
0,99,0.5292069911956787,,,,,,
0,102,,0.2697674334049225,0.6070072650909424,0.5476539134979248,0.12773677706718445,0.8660953044891357,
1,109,0.1657457798719406,,,,,,
1,119,0.2160075455904007,,,,,,
1,129,0.19914980232715607,,,,,,
1,139,0.13087710738182068,,,,,,
1,149,0.22423002123832703,,,,,,
1,159,0.13619257509708405,,,,,,
1,169,0.09692466259002686,,,,,,
1,179,0.2091057300567627,,,,,,
1,189,0.12098872661590576,,,,,,
1,199,0.17046570777893066,,,,,,
1,205,,0.32093024253845215,0.6473854780197144,0.5904958844184875,0.11452001333236694,0.8795334100723267,
2,209,0.18589501082897186,,,,,,
2,219,0.16793516278266907,,,,,,
2,229,0.11661485582590103,,,,,,
2,239,0.22177234292030334,,,,,,
2,249,0.12600453197956085,,,,,,
2,259,0.15554724633693695,,,,,,
2,269,0.0898599922657013,,,,,,
2,279,0.11813727766275406,,,,,,
2,289,0.12415395677089691,,,,,,
2,299,0.14396610856056213,,,,,,
2,308,,0.3255814015865326,0.6555413603782654,0.6030899286270142,0.10195040702819824,0.8823129534721375,
3,309,0.1167207881808281,,,,,,
3,319,0.05314025282859802,,,,,,
3,329,0.06751461327075958,,,,,,
3,339,0.08435946702957153,,,,,,
3,349,0.07607927918434143,,,,,,
3,359,0.023475950583815575,,,,,,
3,369,0.030489876866340637,,,,,,
3,379,0.0655456930398941,,,,,,
3,389,0.03890522941946983,,,,,,
3,399,0.05815631151199341,,,,,,
3,409,0.08896875381469727,,,,,,
3,411,,0.3162790834903717,0.6539291143417358,0.6097115278244019,0.097845658659935,0.8847373127937317,
4,419,0.07601669430732727,,,,,,
4,429,0.032106541097164154,,,,,,
4,439,0.044320862740278244,,,,,,
4,449,0.036776576191186905,,,,,,
4,459,0.02006084844470024,,,,,,
4,469,0.03037790209054947,,,,,,
4,479,0.016459224745631218,,,,,,
4,489,0.031545139849185944,,,,,,
4,499,0.12063658237457275,,,,,,
4,509,0.024687185883522034,,,,,,
4,514,,0.31162789463996887,0.6628355383872986,0.614743709564209,0.1011824756860733,0.8869044780731201,
5,515,,,,,,,0.1011824756860733
