train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_em
0.9024855494499207,9,0,,,,,,,,,,
1.6723551750183105,19,0,,,,,,,,,,
0.9590587019920349,29,0,,,,,,,,,,
0.9410132765769958,39,0,,,,,,,,,,
0.6767943501472473,49,0,,,,,,,,,,
2.519313097000122,59,0,,,,,,,,,,
0.6939225792884827,69,0,,,,,,,,,,
1.2475461959838867,79,0,,,,,,,,,,
1.8513317108154297,89,0,,,,,,,,,,
2.456477165222168,99,0,,,,,,,,,,
,108,0,0.8325662016868591,0.5214566588401794,0.18731988966464996,1.1210520267486572,0.4377651512622833,,,,,
1.6939287185668945,109,1,,,,,,,,,,
0.4738251268863678,119,1,,,,,,,,,,
0.5505144596099854,129,1,,,,,,,,,,
1.131892442703247,139,1,,,,,,,,,,
1.4112942218780518,149,1,,,,,,,,,,
0.9061408042907715,159,1,,,,,,,,,,
1.1114896535873413,169,1,,,,,,,,,,
0.8165160417556763,179,1,,,,,,,,,,
0.7620206475257874,189,1,,,,,,,,,,
0.6627660393714905,199,1,,,,,,,,,,
1.558184027671814,209,1,,,,,,,,,,
,217,1,0.8476153016090393,0.5527787804603577,0.24207492172718048,1.0380723476409912,0.47831520438194275,,,,,
1.1603296995162964,219,2,,,,,,,,,,
1.0116034746170044,229,2,,,,,,,,,,
0.9351121783256531,239,2,,,,,,,,,,
1.2245922088623047,249,2,,,,,,,,,,
0.8544260263442993,259,2,,,,,,,,,,
1.1499106884002686,269,2,,,,,,,,,,
1.326761245727539,279,2,,,,,,,,,,
1.3607383966445923,289,2,,,,,,,,,,
0.4404325485229492,299,2,,,,,,,,,,
0.7252973318099976,309,2,,,,,,,,,,
1.1511894464492798,319,2,,,,,,,,,,
,326,2,0.853261411190033,0.5639093518257141,0.26224783062934875,1.0177315473556519,0.48692721128463745,,,,,
1.0765740871429443,329,3,,,,,,,,,,
1.6109659671783447,339,3,,,,,,,,,,
1.04017972946167,349,3,,,,,,,,,,
1.0688486099243164,359,3,,,,,,,,,,
0.8336443305015564,369,3,,,,,,,,,,
0.5517953634262085,379,3,,,,,,,,,,
1.0874505043029785,389,3,,,,,,,,,,
1.0375714302062988,399,3,,,,,,,,,,
0.8089308142662048,409,3,,,,,,,,,,
0.46245521306991577,419,3,,,,,,,,,,
1.02784264087677,429,3,,,,,,,,,,
,435,3,0.8606976866722107,0.5744739770889282,0.2766570746898651,0.9941469430923462,0.5031754374504089,,,,,
1.1047470569610596,439,4,,,,,,,,,,
0.6327279806137085,449,4,,,,,,,,,,
1.6026813983917236,459,4,,,,,,,,,,
1.9763613939285278,469,4,,,,,,,,,,
0.5733308792114258,479,4,,,,,,,,,,
0.6082197427749634,489,4,,,,,,,,,,
1.0638806819915771,499,4,,,,,,,,,,
1.5981721878051758,509,4,,,,,,,,,,
1.2590447664260864,519,4,,,,,,,,,,
0.45320653915405273,529,4,,,,,,,,,,
0.34381139278411865,539,4,,,,,,,,,,
,544,4,0.8610593676567078,0.5765658020973206,0.2766570746898651,0.997530460357666,0.5035369396209717,,,,,
,545,5,,,,,,0.5765658020973206,0.8610593676567078,0.997530460357666,0.5035369396209717,0.2766570746898651
