train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,val_loss,test_avg_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em
0.427724152803421,9,0,,,,,,,,,,
0.42081600427627563,19,0,,,,,,,,,,
0.13564181327819824,29,0,,,,,,,,,,
0.14640134572982788,39,0,,,,,,,,,,
0.13442830741405487,49,0,,,,,,,,,,
0.25658729672431946,59,0,,,,,,,,,,
0.1192040964961052,69,0,,,,,,,,,,
0.10101685672998428,79,0,,,,,,,,,,
0.0591321624815464,89,0,,,,,,,,,,
,93,0,0.9329745173454285,0.7234089970588684,0.696412980556488,0.6596858501434326,0.08885560184717178,,,,,
0.23029735684394836,99,1,,,,,,,,,,
0.11938327550888062,109,1,,,,,,,,,,
0.10490170866250992,119,1,,,,,,,,,,
0.06242777034640312,129,1,,,,,,,,,,
0.10631253570318222,139,1,,,,,,,,,,
0.05425514653325081,149,1,,,,,,,,,,
0.06184588745236397,159,1,,,,,,,,,,
0.08075632154941559,169,1,,,,,,,,,,
0.2897793650627136,179,1,,,,,,,,,,
,187,1,0.9402503967285156,0.7527669072151184,0.727378785610199,0.6937173008918762,0.0739608034491539,,,,,
0.07042429596185684,189,2,,,,,,,,,,
0.08376442641019821,199,2,,,,,,,,,,
0.06599932163953781,209,2,,,,,,,,,,
0.10704459995031357,219,2,,,,,,,,,,
0.0960182249546051,229,2,,,,,,,,,,
0.048775799572467804,239,2,,,,,,,,,,
0.1318214386701584,249,2,,,,,,,,,,
0.04127106815576553,259,2,,,,,,,,,,
0.0512143038213253,269,2,,,,,,,,,,
0.04871575906872749,279,2,,,,,,,,,,
,281,2,0.9441061019897461,0.76629638671875,0.7468016743659973,0.717277467250824,0.06965979188680649,,,,,
0.10029203444719315,289,3,,,,,,,,,,
0.07688450813293457,299,3,,,,,,,,,,
0.0494663305580616,309,3,,,,,,,,,,
0.04576849564909935,319,3,,,,,,,,,,
0.047752078622579575,329,3,,,,,,,,,,
0.0421566441655159,339,3,,,,,,,,,,
0.07007455080747604,349,3,,,,,,,,,,
0.18669870495796204,359,3,,,,,,,,,,
0.04866090789437294,369,3,,,,,,,,,,
,375,3,0.9480175971984863,0.7787068486213684,0.7618235349655151,0.7329843044281006,0.06384546309709549,,,,,
0.049080535769462585,379,4,,,,,,,,,,
0.08377804607152939,389,4,,,,,,,,,,
0.04499649628996849,399,4,,,,,,,,,,
0.039321545511484146,409,4,,,,,,,,,,
0.04940661042928696,419,4,,,,,,,,,,
0.04399886354804039,429,4,,,,,,,,,,
0.05504889786243439,439,4,,,,,,,,,,
0.04979408159852028,449,4,,,,,,,,,,
0.18727590143680573,459,4,,,,,,,,,,
0.1000705286860466,469,4,,,,,,,,,,
,469,4,0.9521351456642151,0.7950032353401184,0.7808586955070496,0.7565445303916931,0.06038647145032883,,,,,
,470,5,,,,,,0.7808586955070496,0.06038647145032883,0.9521351456642151,0.7950032353401184,0.7565445303916931
