step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_loss
9,0.12296876311302185,0,,,,,,
19,0.07368653267621994,0,,,,,,
29,0.06639733910560608,0,,,,,,
39,0.05701492354273796,0,,,,,,
49,0.06176196038722992,0,,,,,,
59,0.04629947245121002,0,,,,,,
69,0.049795377999544144,0,,,,,,
79,0.08132503181695938,0,,,,,,
89,0.0738339051604271,0,,,,,,
99,0.0542379766702652,0,,,,,,
109,0.040220800787210464,0,,,,,,
119,0.07589147239923477,0,,,,,,
129,0.06360137462615967,0,,,,,,
139,0.05824747681617737,0,,,,,,
149,0.0690157487988472,0,,,,,,
159,0.06458894163370132,0,,,,,,
169,0.056184012442827225,0,,,,,,
179,0.07371554523706436,0,,,,,,
189,0.0536770224571228,0,,,,,,
199,0.039683032780885696,0,,,,,,
209,0.03174208477139473,0,,,,,,
219,0.08678752183914185,0,,,,,,
229,0.04424246773123741,0,,,,,,
236,,0,0.2777770757675171,0.09917411208152771,0.8350731134414673,0.37426623702049255,0.20428015291690826,
239,0.051644742488861084,1,,,,,,
249,0.04653959348797798,1,,,,,,
259,0.07234836369752884,1,,,,,,
269,0.0629715844988823,1,,,,,,
279,0.05320404842495918,1,,,,,,
289,0.04495925456285477,1,,,,,,
299,0.05003906786441803,1,,,,,,
309,0.06539280712604523,1,,,,,,
319,0.05698849633336067,1,,,,,,
329,0.04593335837125778,1,,,,,,
339,0.04912974312901497,1,,,,,,
349,0.049535661935806274,1,,,,,,
359,0.05874290689826012,1,,,,,,
369,0.045818064361810684,1,,,,,,
379,0.04369476065039635,1,,,,,,
389,0.05606050044298172,1,,,,,,
399,0.04252777248620987,1,,,,,,
409,0.04711047559976578,1,,,,,,
419,0.04888267070055008,1,,,,,,
429,0.06674236804246902,1,,,,,,
439,0.047779329121112823,1,,,,,,
449,0.06519249081611633,1,,,,,,
459,0.05860487371683121,1,,,,,,
469,0.04649680107831955,1,,,,,,
473,,1,0.29041534662246704,0.13175983726978302,0.8392370343208313,0.3812870681285858,0.21400777995586395,
479,0.06076207756996155,2,,,,,,
489,0.04003771021962166,2,,,,,,
499,0.054301485419273376,2,,,,,,
509,0.037278059870004654,2,,,,,,
519,0.03885291889309883,2,,,,,,
529,0.049785319715738297,2,,,,,,
539,0.04980767145752907,2,,,,,,
549,0.041670847684144974,2,,,,,,
559,0.04970148205757141,2,,,,,,
569,0.038335539400577545,2,,,,,,
579,0.0438775010406971,2,,,,,,
589,0.044918596744537354,2,,,,,,
599,0.032427188009023666,2,,,,,,
609,0.041407518088817596,2,,,,,,
619,0.034940216690301895,2,,,,,,
629,0.04737718775868416,2,,,,,,
639,0.047368213534355164,2,,,,,,
649,0.030901242047548294,2,,,,,,
659,0.06590642035007477,2,,,,,,
669,0.04360311105847359,2,,,,,,
679,0.06511814892292023,2,,,,,,
689,0.0598740354180336,2,,,,,,
699,0.03940030559897423,2,,,,,,
709,0.03808186948299408,2,,,,,,
710,,2,0.29188916087150574,0.13986767828464508,0.840252161026001,0.3809348940849304,0.21984435617923737,
719,0.05284959450364113,3,,,,,,
729,0.032372936606407166,3,,,,,,
739,0.04834086075425148,3,,,,,,
749,0.043364230543375015,3,,,,,,
759,0.05577905848622322,3,,,,,,
769,0.05665435642004013,3,,,,,,
779,0.03992998227477074,3,,,,,,
789,0.031218063086271286,3,,,,,,
799,0.041099634021520615,3,,,,,,
809,0.028630655258893967,3,,,,,,
819,0.045278310775756836,3,,,,,,
829,0.04690876230597496,3,,,,,,
839,0.02834908850491047,3,,,,,,
849,0.032276418060064316,3,,,,,,
859,0.027876781299710274,3,,,,,,
869,0.029876720160245895,3,,,,,,
879,0.037630073726177216,3,,,,,,
889,0.02883227914571762,3,,,,,,
899,0.032720208168029785,3,,,,,,
909,0.03252387419342995,3,,,,,,
919,0.029674284160137177,3,,,,,,
929,0.031779270619153976,3,,,,,,
939,0.03584516793489456,3,,,,,,
947,,3,0.31876274943351746,0.17755119502544403,0.8466639518737793,0.4030399024486542,0.24902723729610443,
949,0.03250996768474579,4,,,,,,
959,0.033498894423246384,4,,,,,,
969,0.02740810252726078,4,,,,,,
979,0.04281754791736603,4,,,,,,
989,0.020621806383132935,4,,,,,,
999,0.02409057319164276,4,,,,,,
1009,0.019599149003624916,4,,,,,,
1019,0.028551241382956505,4,,,,,,
1029,0.03551953285932541,4,,,,,,
1039,0.03650815039873123,4,,,,,,
1049,0.02688082680106163,4,,,,,,
1059,0.02203831449151039,4,,,,,,
1069,0.03194960951805115,4,,,,,,
1079,0.017891699448227882,4,,,,,,
1089,0.037114713340997696,4,,,,,,
1099,0.018649371340870857,4,,,,,,
1109,0.018985193222761154,4,,,,,,
1119,0.023585233837366104,4,,,,,,
1129,0.04153793305158615,4,,,,,,
1139,0.015237952582538128,4,,,,,,
1149,0.007192217744886875,4,,,,,,
1159,0.021073203533887863,4,,,,,,
1169,0.020314427092671394,4,,,,,,
1179,0.028292860835790634,4,,,,,,
1184,,4,0.3065391480922699,0.34027692675590515,0.8420588374137878,0.38187375664711,0.23929961025714874,
1185,,5,,,,,,0.34027692675590515
