epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,test_loss
0,9,0.6946656703948975,,,,,,
0,19,0.8661085367202759,,,,,,
0,29,0.34165841341018677,,,,,,
0,39,0.5221991539001465,,,,,,
0,49,0.6063593029975891,,,,,,
0,59,0.2924244999885559,,,,,,
0,69,0.32369688153266907,,,,,,
0,79,0.2623676359653473,,,,,,
0,89,0.278751015663147,,,,,,
0,99,0.29402387142181396,,,,,,
0,109,0.4079764187335968,,,,,,
0,119,0.18530312180519104,,,,,,
0,124,,0.076900914311409,0.3775930106639862,0.29955947399139404,0.8116887807846069,0.38317570090293884,
1,129,0.2787010371685028,,,,,,
1,139,0.1113501638174057,,,,,,
1,149,0.09105140715837479,,,,,,
1,159,0.14573805034160614,,,,,,
1,169,0.15871627628803253,,,,,,
1,179,0.29643917083740234,,,,,,
1,189,0.24610528349876404,,,,,,
1,199,0.22992676496505737,,,,,,
1,209,0.28444376587867737,,,,,,
1,219,0.27383407950401306,,,,,,
1,229,0.2678360342979431,,,,,,
1,239,0.09783125668764114,,,,,,
1,249,0.10565970093011856,,,,,,
1,249,,0.05771848186850548,0.47391414642333984,0.4008810520172119,0.8410635590553284,0.4562668204307556,
2,259,0.09719341993331909,,,,,,
2,269,0.13781346380710602,,,,,,
2,279,0.12418880313634872,,,,,,
2,289,0.05844210088253021,,,,,,
2,299,0.1419285535812378,,,,,,
2,309,0.12483378499746323,,,,,,
2,319,0.0931728258728981,,,,,,
2,329,0.16842275857925415,,,,,,
2,339,0.0607454814016819,,,,,,
2,349,0.1205371543765068,,,,,,
2,359,0.09916278719902039,,,,,,
2,369,0.12951742112636566,,,,,,
2,374,,0.057044439017772675,0.4933127760887146,0.43171805143356323,0.8461638689041138,0.4726913273334503,
3,379,0.08419431000947952,,,,,,
3,389,0.05130773037672043,,,,,,
3,399,0.04579775780439377,,,,,,
3,409,0.06229224428534508,,,,,,
3,419,0.05342541262507439,,,,,,
3,429,0.09053360670804977,,,,,,
3,439,0.0972137376666069,,,,,,
3,449,0.08112946897745132,,,,,,
3,459,0.10463541001081467,,,,,,
3,469,0.060173340141773224,,,,,,
3,479,0.07299406826496124,,,,,,
3,489,0.0205121710896492,,,,,,
3,499,0.019696800038218498,,,,,,
3,499,,0.06189953163266182,0.5234834551811218,0.4669603407382965,0.852908194065094,0.49727863073349,
4,509,0.03710153326392174,,,,,,
4,519,0.047797564417123795,,,,,,
4,529,0.04393179714679718,,,,,,
4,539,0.023798339068889618,,,,,,
4,549,0.0545167401432991,,,,,,
4,559,0.03995902091264725,,,,,,
4,569,0.04416560009121895,,,,,,
4,579,0.036935292184352875,,,,,,
4,589,0.016310883685946465,,,,,,
4,599,0.038025468587875366,,,,,,
4,609,0.053045663982629776,,,,,,
4,619,0.012537654489278793,,,,,,
4,624,,0.06747083365917206,0.5607610940933228,0.5066079497337341,0.8653898239135742,0.5288103222846985,
5,625,,,,,,,0.06747083365917206
