train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0.7300993204116821,9,0,,,,,,
0.7130800485610962,19,0,,,,,,
0.16923154890537262,29,0,,,,,,
0.35553497076034546,39,0,,,,,,
0.2332824468612671,49,0,,,,,,
0.542436957359314,59,0,,,,,,
0.1574791967868805,69,0,,,,,,
0.5270242691040039,79,0,,,,,,
0.427367240190506,89,0,,,,,,
0.31602153182029724,99,0,,,,,,
0.30092060565948486,109,0,,,,,,
0.11801601946353912,119,0,,,,,,
0.19433704018592834,129,0,,,,,,
0.3817470967769623,139,0,,,,,,
0.27174556255340576,149,0,,,,,,
0.29872944951057434,159,0,,,,,,
0.23222480714321136,169,0,,,,,,
0.2695755660533905,179,0,,,,,,
0.2451920360326767,189,0,,,,,,
0.1502365916967392,199,0,,,,,,
0.25974002480506897,209,0,,,,,,
,216,0,0.5718913078308105,0.15910416841506958,0.639644205570221,0.8687558770179749,0.2708933651447296,
0.11531441658735275,219,1,,,,,,
0.2796710133552551,229,1,,,,,,
0.2534545361995697,239,1,,,,,,
0.10649318993091583,249,1,,,,,,
0.3588220179080963,259,1,,,,,,
0.32712647318840027,269,1,,,,,,
0.29201051592826843,279,1,,,,,,
0.5728099942207336,289,1,,,,,,
0.21391338109970093,299,1,,,,,,
0.17544575035572052,309,1,,,,,,
0.2143355906009674,319,1,,,,,,
0.24913647770881653,329,1,,,,,,
0.23226921260356903,339,1,,,,,,
0.2900997996330261,349,1,,,,,,
0.13141125440597534,359,1,,,,,,
0.23720543086528778,369,1,,,,,,
0.16656406223773956,379,1,,,,,,
0.40445247292518616,389,1,,,,,,
0.18139660358428955,399,1,,,,,,
0.17187310755252838,409,1,,,,,,
0.309116005897522,419,1,,,,,,
0.12331240624189377,429,1,,,,,,
,433,1,0.6260673403739929,0.1346694380044937,0.6683501601219177,0.8886497020721436,0.3832853138446808,
0.12968575954437256,439,2,,,,,,
0.1902436465024948,449,2,,,,,,
0.05008372291922569,459,2,,,,,,
0.13023042678833008,469,2,,,,,,
0.24696888029575348,479,2,,,,,,
0.10757726430892944,489,2,,,,,,
0.3216443955898285,499,2,,,,,,
0.17995749413967133,509,2,,,,,,
0.13732095062732697,519,2,,,,,,
0.11192566901445389,529,2,,,,,,
0.11030115187168121,539,2,,,,,,
0.23022271692752838,549,2,,,,,,
0.09728053957223892,559,2,,,,,,
0.08214077353477478,569,2,,,,,,
0.11885297298431396,579,2,,,,,,
0.16327887773513794,589,2,,,,,,
0.0337110236287117,599,2,,,,,,
0.042190078645944595,609,2,,,,,,
0.07237086445093155,619,2,,,,,,
0.13249844312667847,629,2,,,,,,
0.16877184808254242,639,2,,,,,,
0.0802178829908371,649,2,,,,,,
,650,2,0.6170782446861267,0.13595519959926605,0.6628340482711792,0.8857350945472717,0.3717579245567322,
0.22371144592761993,659,3,,,,,,
0.12721920013427734,669,3,,,,,,
0.09697670489549637,679,3,,,,,,
0.25328773260116577,689,3,,,,,,
0.08004643768072128,699,3,,,,,,
0.11931907385587692,709,3,,,,,,
0.043573640286922455,719,3,,,,,,
0.04956299439072609,729,3,,,,,,
0.08946137875318527,739,3,,,,,,
0.10082224011421204,749,3,,,,,,
0.09359262883663177,759,3,,,,,,
0.07208642363548279,769,3,,,,,,
0.09820492565631866,779,3,,,,,,
0.06305735558271408,789,3,,,,,,
0.045803699642419815,799,3,,,,,,
0.018895260989665985,809,3,,,,,,
0.16876469552516937,819,3,,,,,,
0.2638099491596222,829,3,,,,,,
0.05985927954316139,839,3,,,,,,
0.06451182067394257,849,3,,,,,,
0.06571665406227112,859,3,,,,,,
,867,3,0.6238205432891846,0.14859218895435333,0.6694201231002808,0.8892240524291992,0.3890489935874939,
0.011025556363165379,869,4,,,,,,
0.04824886471033096,879,4,,,,,,
0.10923394560813904,889,4,,,,,,
0.44821929931640625,899,4,,,,,,
0.17952992022037506,909,4,,,,,,
0.06634733080863953,919,4,,,,,,
0.0884367972612381,929,4,,,,,,
0.029722873121500015,939,4,,,,,,
0.02664984203875065,949,4,,,,,,
0.015593026764690876,959,4,,,,,,
0.030927807092666626,969,4,,,,,,
0.0494198352098465,979,4,,,,,,
0.05646912381052971,989,4,,,,,,
0.1529170125722885,999,4,,,,,,
0.01918429508805275,1009,4,,,,,,
0.016431650146842003,1019,4,,,,,,
0.012334502302110195,1029,4,,,,,,
0.05411996692419052,1039,4,,,,,,
0.07414662837982178,1049,4,,,,,,
0.043045736849308014,1059,4,,,,,,
0.028099866583943367,1069,4,,,,,,
0.06830866634845734,1079,4,,,,,,
,1084,4,0.611465334892273,0.17159973084926605,0.6608312129974365,0.8865962624549866,0.38040345907211304,
,1085,5,,,,,,0.17159973084926605
