step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,test_loss
9,0.11539372056722641,0,,,,,,
19,0.07381144165992737,0,,,,,,
29,0.0775112435221672,0,,,,,,
39,0.045295245945453644,0,,,,,,
49,0.04857005923986435,0,,,,,,
59,0.048179175704717636,0,,,,,,
69,0.04257719963788986,0,,,,,,
79,0.035416074097156525,0,,,,,,
89,0.029992716386914253,0,,,,,,
99,0.03322841599583626,0,,,,,,
109,0.057545822113752365,0,,,,,,
119,0.03615976497530937,0,,,,,,
129,0.04942616820335388,0,,,,,,
139,0.03802860155701637,0,,,,,,
149,0.04502503573894501,0,,,,,,
159,0.032923899590969086,0,,,,,,
169,0.043423667550086975,0,,,,,,
179,0.06110290437936783,0,,,,,,
189,0.03591112419962883,0,,,,,,
199,0.027254143729805946,0,,,,,,
209,0.029084717854857445,0,,,,,,
219,0.05606923997402191,0,,,,,,
229,0.027425497770309448,0,,,,,,
239,0.045074712485075,0,,,,,,
249,0.01802716962993145,0,,,,,,
259,0.032953862100839615,0,,,,,,
269,0.029212841764092445,0,,,,,,
279,0.02793220430612564,0,,,,,,
289,0.017679652199149132,0,,,,,,
299,0.032170094549655914,0,,,,,,
309,0.018329165875911713,0,,,,,,
319,0.03901050239801407,0,,,,,,
329,0.024226205423474312,0,,,,,,
339,0.037039317190647125,0,,,,,,
349,0.035674527287483215,0,,,,,,
359,0.015227441675961018,0,,,,,,
369,0.021458379924297333,0,,,,,,
379,0.00955374538898468,0,,,,,,
389,0.04328317195177078,0,,,,,,
399,0.028404437005519867,0,,,,,,
409,0.00910311471670866,0,,,,,,
419,0.017022754997015,0,,,,,,
429,0.03474671021103859,0,,,,,,
439,0.018062161281704903,0,,,,,,
449,0.027201909571886063,0,,,,,,
459,0.010066268965601921,0,,,,,,
469,0.019587727263569832,0,,,,,,
479,0.011917954310774803,0,,,,,,
489,0.03178398311138153,0,,,,,,
499,0.019118832424283028,0,,,,,,
509,0.025547800585627556,0,,,,,,
519,0.03382427617907524,0,,,,,,
529,0.013899896293878555,0,,,,,,
539,0.011244704015552998,0,,,,,,
549,0.014082350768148899,0,,,,,,
559,0.03421615809202194,0,,,,,,
569,0.05441472679376602,0,,,,,,
579,0.03199487179517746,0,,,,,,
589,0.031367864459753036,0,,,,,,
599,0.01198094803839922,0,,,,,,
609,0.01378593873232603,0,,,,,,
619,0.01222215872257948,0,,,,,,
629,0.013363152742385864,0,,,,,,
639,0.015292193740606308,0,,,,,,
649,0.015857331454753876,0,,,,,,
649,,0,0.6634216904640198,0.696654200553894,0.048379626125097275,0.6314496397972107,0.9247833490371704,
659,0.0364859439432621,1,,,,,,
669,0.03780597820878029,1,,,,,,
679,0.0323043167591095,1,,,,,,
689,0.0200485959649086,1,,,,,,
699,0.01525172870606184,1,,,,,,
709,0.05566193163394928,1,,,,,,
719,0.02136707305908203,1,,,,,,
729,0.00944480299949646,1,,,,,,
739,0.010281471535563469,1,,,,,,
749,0.020248079672455788,1,,,,,,
759,0.011715334840118885,1,,,,,,
769,0.016630209982395172,1,,,,,,
779,0.013157758861780167,1,,,,,,
789,0.003552732989192009,1,,,,,,
799,0.01442763116210699,1,,,,,,
809,0.03169453144073486,1,,,,,,
819,0.02242051437497139,1,,,,,,
829,0.0047763073816895485,1,,,,,,
839,0.03240032121539116,1,,,,,,
849,0.030055247247219086,1,,,,,,
859,0.026529131457209587,1,,,,,,
869,0.009685189463198185,1,,,,,,
879,0.017049124464392662,1,,,,,,
889,0.025016948580741882,1,,,,,,
899,0.018647097051143646,1,,,,,,
909,0.009316463023424149,1,,,,,,
919,0.03581586107611656,1,,,,,,
929,0.00796921644359827,1,,,,,,
939,0.034017086029052734,1,,,,,,
949,0.012893340550363064,1,,,,,,
959,0.029698478057980537,1,,,,,,
969,0.023377737030386925,1,,,,,,
979,0.008683779276907444,1,,,,,,
989,0.014023681171238422,1,,,,,,
999,0.008091880939900875,1,,,,,,
1009,0.02803194895386696,1,,,,,,
1019,0.009109568782150745,1,,,,,,
1029,0.026138795539736748,1,,,,,,
1039,0.010122120380401611,1,,,,,,
1049,0.024275004863739014,1,,,,,,
1059,0.017083147540688515,1,,,,,,
1069,0.016733523458242416,1,,,,,,
1079,0.010976240038871765,1,,,,,,
1089,0.017946483567357063,1,,,,,,
1099,0.012482977472245693,1,,,,,,
1109,0.02512313984334469,1,,,,,,
1119,0.04769628494977951,1,,,,,,
1129,0.030715078115463257,1,,,,,,
1139,0.04057332128286362,1,,,,,,
1149,0.044923871755599976,1,,,,,,
1159,0.006800471339374781,1,,,,,,
1169,0.004159464035183191,1,,,,,,
1179,0.022160381078720093,1,,,,,,
1189,0.01743871532380581,1,,,,,,
1199,0.012373676523566246,1,,,,,,
1209,0.007435367908328772,1,,,,,,
1219,0.00484594888985157,1,,,,,,
1229,0.017501844093203545,1,,,,,,
1239,0.008831008337438107,1,,,,,,
1249,0.011723184958100319,1,,,,,,
1259,0.00685034180060029,1,,,,,,
1269,0.032037265598773956,1,,,,,,
1279,0.016480306163430214,1,,,,,,
1289,0.012085688300430775,1,,,,,,
1299,0.01457666140049696,1,,,,,,
1299,,1,0.6818326711654663,0.7103187441825867,0.056851256638765335,0.6511056423187256,0.9284188151359558,
1309,0.027762390673160553,2,,,,,,
1319,0.02088664472103119,2,,,,,,
1329,0.02479315921664238,2,,,,,,
1339,0.014178232289850712,2,,,,,,
1349,0.008928447030484676,2,,,,,,
1359,0.0422346331179142,2,,,,,,
1369,0.01807365007698536,2,,,,,,
1379,0.0024621866177767515,2,,,,,,
1389,0.003914334811270237,2,,,,,,
1399,0.010797791182994843,2,,,,,,
1409,0.007334977854043245,2,,,,,,
1419,0.00774408970028162,2,,,,,,
1429,0.007762265391647816,2,,,,,,
1439,0.0012853725347667933,2,,,,,,
1449,0.0068829115480184555,2,,,,,,
