train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em,test_loss
0.6609572172164917,0,9,,,,,,,,,,
0.41877806186676025,0,19,,,,,,,,,,
0.5691192150115967,0,29,,,,,,,,,,
0.4929300546646118,0,39,,,,,,,,,,
0.5114307999610901,0,49,,,,,,,,,,
0.26383453607559204,0,59,,,,,,,,,,
0.4100781977176666,0,69,,,,,,,,,,
0.27152591943740845,0,79,,,,,,,,,,
0.3601347506046295,0,89,,,,,,,,,,
0.23188908398151398,0,99,,,,,,,,,,
0.3304199278354645,0,109,,,,,,,,,,
0.2058551013469696,0,119,,,,,,,,,,
0.27510401606559753,0,129,,,,,,,,,,
0.2269923985004425,0,139,,,,,,,,,,
0.3051595985889435,0,149,,,,,,,,,,
0.2783754765987396,0,159,,,,,,,,,,
0.16322709619998932,0,169,,,,,,,,,,
0.2014528512954712,0,179,,,,,,,,,,
,0,179,0.8318894505500793,0.40336737036705017,0.2798948884010315,0.2341126799583435,0.3518630266189575,,,,,
0.12284806370735168,1,189,,,,,,,,,,
0.19913144409656525,1,199,,,,,,,,,,
0.23745618760585785,1,209,,,,,,,,,,
0.12788642942905426,1,219,,,,,,,,,,
0.17057107388973236,1,229,,,,,,,,,,
0.35748037695884705,1,239,,,,,,,,,,
0.23511822521686554,1,249,,,,,,,,,,
0.20257633924484253,1,259,,,,,,,,,,
0.22934724390506744,1,269,,,,,,,,,,
0.23611588776111603,1,279,,,,,,,,,,
0.46725994348526,1,289,,,,,,,,,,
0.15831446647644043,1,299,,,,,,,,,,
0.1792052984237671,1,309,,,,,,,,,,
0.1588321179151535,1,319,,,,,,,,,,
0.19422414898872375,1,329,,,,,,,,,,
0.2878340482711792,1,339,,,,,,,,,,
0.16219228506088257,1,349,,,,,,,,,,
0.37966740131378174,1,359,,,,,,,,,,
,1,359,0.8446595668792725,0.4364131987094879,0.32457292079925537,0.2042854279279709,0.4004227817058563,,,,,
0.19852034747600555,2,369,,,,,,,,,,
0.2463434785604477,2,379,,,,,,,,,,
0.22922837734222412,2,389,,,,,,,,,,
0.229421466588974,2,399,,,,,,,,,,
0.3104802668094635,2,409,,,,,,,,,,
0.3902163505554199,2,419,,,,,,,,,,
0.16957266628742218,2,429,,,,,,,,,,
0.3254076838493347,2,439,,,,,,,,,,
0.21697382628917694,2,449,,,,,,,,,,
0.1095772534608841,2,459,,,,,,,,,,
0.22161900997161865,2,469,,,,,,,,,,
0.19551989436149597,2,479,,,,,,,,,,
0.10834138840436935,2,489,,,,,,,,,,
0.16538654267787933,2,499,,,,,,,,,,
0.19790242612361908,2,509,,,,,,,,,,
0.1292693316936493,2,519,,,,,,,,,,
0.11559862643480301,2,529,,,,,,,,,,
0.5299273133277893,2,539,,,,,,,,,,
,2,539,0.8476353287696838,0.4485551416873932,0.3469119668006897,0.19166791439056396,0.4153718650341034,,,,,
0.16981209814548492,3,549,,,,,,,,,,
0.13464155793190002,3,559,,,,,,,,,,
0.28701362013816833,3,569,,,,,,,,,,
0.14928805828094482,3,579,,,,,,,,,,
0.15326032042503357,3,589,,,,,,,,,,
0.18041278421878815,3,599,,,,,,,,,,
0.22502994537353516,3,609,,,,,,,,,,
0.16562232375144958,3,619,,,,,,,,,,
0.10269037634134293,3,629,,,,,,,,,,
0.199213907122612,3,639,,,,,,,,,,
0.10754373669624329,3,649,,,,,,,,,,
0.24160677194595337,3,659,,,,,,,,,,
0.12160810083150864,3,669,,,,,,,,,,
0.1480666548013687,3,679,,,,,,,,,,
0.21695123612880707,3,689,,,,,,,,,,
0.2356799989938736,3,699,,,,,,,,,,
0.11185167729854584,3,709,,,,,,,,,,
0.09543546289205551,3,719,,,,,,,,,,
,3,719,0.8497025966644287,0.45149579644203186,0.34559789299964905,0.18796464800834656,0.4194830060005188,,,,,
0.41958731412887573,4,729,,,,,,,,,,
0.10724152624607086,4,739,,,,,,,,,,
0.16139812767505646,4,749,,,,,,,,,,
0.1422969400882721,4,759,,,,,,,,,,
0.11930586397647858,4,769,,,,,,,,,,
0.12737123668193817,4,779,,,,,,,,,,
0.1909274309873581,4,789,,,,,,,,,,
0.17853255569934845,4,799,,,,,,,,,,
0.11980081349611282,4,809,,,,,,,,,,
0.15444335341453552,4,819,,,,,,,,,,
0.16347864270210266,4,829,,,,,,,,,,
0.1364145278930664,4,839,,,,,,,,,,
0.29321053624153137,4,849,,,,,,,,,,
0.08819259703159332,4,859,,,,,,,,,,
0.15182004868984222,4,869,,,,,,,,,,
0.22660347819328308,4,879,,,,,,,,,,
0.08547535538673401,4,889,,,,,,,,,,
0.2794400751590729,4,899,,,,,,,,,,
,4,899,0.8576602339744568,0.47694337368011475,0.378449410200119,0.17869792878627777,0.44452133774757385,,,,,
,5,900,,,,,,0.44452133774757385,0.8576602339744568,0.47694337368011475,0.378449410200119,0.17869792878627777
