train_loss,step,epoch,val_qa_sas,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em
0.30699679255485535,9,0,,,,,,,,,,
0.24466300010681152,19,0,,,,,,,,,,
0.1902637928724289,29,0,,,,,,,,,,
0.348398894071579,39,0,,,,,,,,,,
0.17154507339000702,49,0,,,,,,,,,,
0.17506089806556702,59,0,,,,,,,,,,
0.21993736922740936,69,0,,,,,,,,,,
0.23512035608291626,79,0,,,,,,,,,,
0.07701155543327332,89,0,,,,,,,,,,
0.11706625670194626,99,0,,,,,,,,,,
0.07692080736160278,109,0,,,,,,,,,,
,118,0,0.6914076805114746,0.6381322741508484,0.6758230328559875,0.1670510321855545,0.9221209287643433,,,,,
0.09014330059289932,119,1,,,,,,,,,,
0.07990744709968567,129,1,,,,,,,,,,
0.08826177567243576,139,1,,,,,,,,,,
0.08719255775213242,149,1,,,,,,,,,,
0.02619890682399273,159,1,,,,,,,,,,
0.08367788046598434,169,1,,,,,,,,,,
0.05584403872489929,179,1,,,,,,,,,,
0.059735752642154694,189,1,,,,,,,,,,
0.1317017376422882,199,1,,,,,,,,,,
0.041000597178936005,209,1,,,,,,,,,,
0.0572766549885273,219,1,,,,,,,,,,
0.1019352376461029,229,1,,,,,,,,,,
,237,1,0.7209399938583374,0.6731517314910889,0.7078592777252197,0.15692582726478577,0.9294719696044922,,,,,
0.047971732914447784,239,2,,,,,,,,,,
0.05346145108342171,249,2,,,,,,,,,,
0.061872441321611404,259,2,,,,,,,,,,
0.09064752608537674,269,2,,,,,,,,,,
0.05777113884687424,279,2,,,,,,,,,,
0.06822824478149414,289,2,,,,,,,,,,
0.102989062666893,299,2,,,,,,,,,,
0.09277481585741043,309,2,,,,,,,,,,
0.07278593629598618,319,2,,,,,,,,,,
0.023065274581313133,329,2,,,,,,,,,,
0.038497548550367355,339,2,,,,,,,,,,
0.052077826112508774,349,2,,,,,,,,,,
,356,2,0.7403371930122375,0.6867704391479492,0.7182419896125793,0.14918670058250427,0.9352632761001587,,,,,
0.04164784401655197,359,3,,,,,,,,,,
0.05678478628396988,369,3,,,,,,,,,,
0.05245848745107651,379,3,,,,,,,,,,
0.05827219411730766,389,3,,,,,,,,,,
0.08343137800693512,399,3,,,,,,,,,,
0.07703836262226105,409,3,,,,,,,,,,
0.04755930230021477,419,3,,,,,,,,,,
0.05176529288291931,429,3,,,,,,,,,,
0.07725479453802109,439,3,,,,,,,,,,
0.23241554200649261,449,3,,,,,,,,,,
0.07037428766489029,459,3,,,,,,,,,,
0.070268914103508,469,3,,,,,,,,,,
,475,3,0.7604324221611023,0.698443591594696,0.7291029095649719,0.14382733404636383,0.9399413466453552,,,,,
0.06120360270142555,479,4,,,,,,,,,,
0.04332147166132927,489,4,,,,,,,,,,
0.1453147530555725,499,4,,,,,,,,,,
0.051251370459795,509,4,,,,,,,,,,
0.07264604419469833,519,4,,,,,,,,,,
0.04520449414849281,529,4,,,,,,,,,,
0.06754104048013687,539,4,,,,,,,,,,
0.04702749475836754,549,4,,,,,,,,,,
0.14710064232349396,559,4,,,,,,,,,,
0.03444940224289894,569,4,,,,,,,,,,
0.03804989159107208,579,4,,,,,,,,,,
0.03355610370635986,589,4,,,,,,,,,,
,594,4,0.753136932849884,0.7062256932258606,0.7359156608581543,0.1429688185453415,0.938197135925293,,,,,
,595,5,,,,,,0.938197135925293,0.1429688185453415,0.753136932849884,0.7359156608581543,0.7062256932258606
