epoch,train_loss,step,val_qa_sas,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,test_loss
0,0.11498960107564926,9,,,,,,
0,0.059707146137952805,19,,,,,,
0,0.06785422563552856,29,,,,,,
0,0.05131879448890686,39,,,,,,
0,0.04148203879594803,49,,,,,,
0,0.05174359679222107,59,,,,,,
0,0.03983685374259949,69,,,,,,
0,0.03159214183688164,79,,,,,,
0,0.03668797388672829,89,,,,,,
0,0.038319509476423264,99,,,,,,
0,0.05018717050552368,109,,,,,,
0,0.04124129191040993,119,,,,,,
0,0.03305435925722122,129,,,,,,
0,0.048869095742702484,139,,,,,,
0,0.028056349605321884,149,,,,,,
0,0.03939002379775047,159,,,,,,
0,0.03371750935912132,169,,,,,,
0,0.05165477842092514,179,,,,,,
0,0.0426342599093914,189,,,,,,
0,0.04213826730847359,199,,,,,,
0,0.019033972173929214,209,,,,,,
0,0.0691809207201004,219,,,,,,
0,0.041268352419137955,229,,,,,,
0,0.053186070173978806,239,,,,,,
0,0.02453421987593174,249,,,,,,
0,0.0265253446996212,259,,,,,,
0,0.023007715120911598,269,,,,,,
0,0.03538232296705246,279,,,,,,
0,0.02894504740834236,289,,,,,,
0,0.033155158162117004,299,,,,,,
0,0.020536303520202637,309,,,,,,
0,0.023221060633659363,319,,,,,,
0,0.0409550741314888,329,,,,,,
0,0.04177547246217728,339,,,,,,
0,0.03030744567513466,349,,,,,,
0,0.03183651715517044,359,,,,,,
0,0.02788316085934639,369,,,,,,
0,0.0353652648627758,379,,,,,,
0,0.03347568213939667,389,,,,,,
0,0.03966828063130379,399,,,,,,
0,0.0255839042365551,409,,,,,,
0,0.026426073163747787,419,,,,,,
0,0.041146453469991684,429,,,,,,
0,0.030333541333675385,439,,,,,,
0,0.03916347399353981,449,,,,,,
0,0.02778635546565056,459,,,,,,
0,0.030269477516412735,469,,,,,,
0,0.03265600651502609,479,,,,,,
0,0.03220764920115471,489,,,,,,
0,0.030633486807346344,499,,,,,,
0,0.027457889169454575,509,,,,,,
0,0.03866402804851532,519,,,,,,
0,0.0411750003695488,529,,,,,,
0,0.024978097528219223,539,,,,,,
0,0.04262195900082588,549,,,,,,
0,0.05502547696232796,559,,,,,,
0,0.05697713419795036,569,,,,,,
0,0.042139213532209396,579,,,,,,
0,0.04083225503563881,589,,,,,,
0,0.05972614139318466,599,,,,,,
0,0.05105987563729286,609,,,,,,
0,0.02692761830985546,619,,,,,,
0,0.01964884251356125,629,,,,,,
0,0.02627917192876339,639,,,,,,
0,0.04789543151855469,649,,,,,,
0,,649,0.4279840290546417,0.2825552821159363,0.35222864151000977,0.08493878692388535,0.8519922494888306,
1,0.033710625022649765,659,,,,,,
1,0.03754961118102074,669,,,,,,
1,0.02910774014890194,679,,,,,,
1,0.027880065143108368,689,,,,,,
1,0.027479857206344604,699,,,,,,
1,0.05593077093362808,709,,,,,,
1,0.04872363060712814,719,,,,,,
1,0.041038934141397476,729,,,,,,
1,0.03392455726861954,739,,,,,,
1,0.024287568405270576,749,,,,,,
1,0.03241991251707077,759,,,,,,
1,0.040104903280735016,769,,,,,,
1,0.04352254047989845,779,,,,,,
1,0.023883312940597534,789,,,,,,
1,0.03465083986520767,799,,,,,,
1,0.029877206310629845,809,,,,,,
1,0.02668466418981552,819,,,,,,
1,0.0330771878361702,829,,,,,,
1,0.05673442780971527,839,,,,,,
1,0.03009869158267975,849,,,,,,
1,0.040459152311086655,859,,,,,,
1,0.01743902638554573,869,,,,,,
1,0.04454268142580986,879,,,,,,
1,0.04462168738245964,889,,,,,,
1,0.03463425859808922,899,,,,,,
1,0.048651717603206635,909,,,,,,
1,0.030752848833799362,919,,,,,,
1,0.026362650096416473,929,,,,,,
1,0.034783896058797836,939,,,,,,
1,0.026532581076025963,949,,,,,,
1,0.03448474779725075,959,,,,,,
1,0.031536392867565155,969,,,,,,
1,0.05665914714336395,979,,,,,,
1,0.044319722801446915,989,,,,,,
1,0.030266163870692253,999,,,,,,
1,0.03757982328534126,1009,,,,,,
1,0.01981416717171669,1019,,,,,,
1,0.037365809082984924,1029,,,,,,
1,0.043640028685331345,1039,,,,,,
1,0.024122923612594604,1049,,,,,,
1,0.03315288573503494,1059,,,,,,
1,0.03411729633808136,1069,,,,,,
1,0.01895451359450817,1079,,,,,,
1,0.03676511347293854,1089,,,,,,
1,0.02010195143520832,1099,,,,,,
1,0.032810576260089874,1109,,,,,,
1,0.02892615646123886,1119,,,,,,
1,0.029934421181678772,1129,,,,,,
1,0.03026707097887993,1139,,,,,,
1,0.0341406911611557,1149,,,,,,
1,0.02613147161900997,1159,,,,,,
1,0.02016373723745346,1169,,,,,,
1,0.03715455159544945,1179,,,,,,
1,0.035229843109846115,1189,,,,,,
1,0.03893855959177017,1199,,,,,,
1,0.01475244015455246,1209,,,,,,
1,0.025856863707304,1219,,,,,,
1,0.03892340138554573,1229,,,,,,
1,0.02916431799530983,1239,,,,,,
1,0.024178000167012215,1249,,,,,,
1,0.04014310613274574,1259,,,,,,
1,0.02974398247897625,1269,,,,,,
1,0.04272870719432831,1279,,,,,,
1,0.017189567908644676,1289,,,,,,
1,0.0178535059094429,1299,,,,,,
1,,1299,0.44904786348342896,0.30958232283592224,0.37593990564346313,0.10955040901899338,0.8562750220298767,
2,0.03441096842288971,1309,,,,,,
2,0.03338910639286041,1319,,,,,,
2,0.03181665018200874,1329,,,,,,
2,0.024553507566452026,1339,,,,,,
2,0.024623844772577286,1349,,,,,,
2,0.05455895885825157,1359,,,,,,
2,0.04199524223804474,1369,,,,,,
2,0.036384303122758865,1379,,,,,,
2,0.03211487829685211,1389,,,,,,
2,0.020557187497615814,1399,,,,,,
2,0.027271371334791183,1409,,,,,,
2,0.033905062824487686,1419,,,,,,
2,0.035339727997779846,1429,,,,,,
2,0.01795576512813568,1439,,,,,,
2,0.031468022614717484,1449,,,,,,
2,0.029962511733174324,1459,,,,,,
2,0.024115145206451416,1469,,,,,,
2,0.027476616203784943,1479,,,,,,
2,0.05125683546066284,1489,,,,,,
2,0.02685624174773693,1499,,,,,,
2,0.036466971039772034,1509,,,,,,
2,0.016521397978067398,1519,,,,,,
2,0.03875676915049553,1529,,,,,,
2,0.035564035177230835,1539,,,,,,
2,0.031970713287591934,1549,,,,,,
2,0.04432326555252075,1559,,,,,,
2,0.02186523750424385,1569,,,,,,
2,0.021004388108849525,1579,,,,,,
2,0.02988024428486824,1589,,,,,,
2,0.02150048315525055,1599,,,,,,
2,0.028622522950172424,1609,,,,,,
2,0.027941115200519562,1619,,,,,,
2,0.0531790629029274,1629,,,,,,
2,0.025272296741604805,1639,,,,,,
2,0.022593937814235687,1649,,,,,,
2,0.033324893563985825,1659,,,,,,
2,0.01908617839217186,1669,,,,,,
2,0.032306041568517685,1679,,,,,,
2,0.038340840488672256,1689,,,,,,
2,0.02211618237197399,1699,,,,,,
2,0.027361568063497543,1709,,,,,,
2,0.028313590213656425,1719,,,,,,
2,0.018081694841384888,1729,,,,,,
2,0.032601919025182724,1739,,,,,,
2,0.014002826064825058,1749,,,,,,
2,0.028280815109610558,1759,,,,,,
2,0.027241161093115807,1769,,,,,,
2,0.026836687698960304,1779,,,,,,
2,0.022489655762910843,1789,,,,,,
2,0.030138127505779266,1799,,,,,,
2,0.021648289635777473,1809,,,,,,
2,0.013921626843512058,1819,,,,,,
2,0.028189294040203094,1829,,,,,,
2,0.03647102788090706,1839,,,,,,
2,0.03804304450750351,1849,,,,,,
2,0.010451115667819977,1859,,,,,,
2,0.015503140166401863,1869,,,,,,
2,0.0913914367556572,1879,,,,,,
2,0.029421331360936165,1889,,,,,,
2,0.02041488140821457,1899,,,,,,
2,0.02935861423611641,1909,,,,,,
2,0.02293369174003601,1919,,,,,,
2,0.03799370676279068,1929,,,,,,
2,0.010689367540180683,1939,,,,,,
2,0.013208924792706966,1949,,,,,,
2,,1949,0.46458250284194946,0.32923832535743713,0.39246320724487305,0.10755123198032379,0.8605426549911499,
3,0.030411403626203537,1959,,,,,,
3,0.031901393085718155,1969,,,,,,
3,0.024670643731951714,1979,,,,,,
3,0.022707218304276466,1989,,,,,,
3,0.01936035230755806,1999,,,,,,
