train_loss,epoch,step,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
nan,0,9,,,,,,,,,,
1.026058316230774,0,19,,,,,,,,,,
0.6852778792381287,0,29,,,,,,,,,,
0.9380044937133789,0,39,,,,,,,,,,
0.7857415080070496,0,49,,,,,,,,,,
1.1328891515731812,0,59,,,,,,,,,,
nan,0,69,,,,,,,,,,
1.03864324092865,0,79,,,,,,,,,,
1.0212585926055908,0,89,,,,,,,,,,
0.5549086332321167,0,99,,,,,,,,,,
0.9548680186271667,0,109,,,,,,,,,,
0.508148729801178,0,119,,,,,,,,,,
0.7244560718536377,0,129,,,,,,,,,,
1.1632351875305176,0,139,,,,,,,,,,
0.6099427938461304,0,149,,,,,,,,,,
0.7753998637199402,0,159,,,,,,,,,,
0.9392980337142944,0,169,,,,,,,,,,
,0,175,0.8031013011932373,0.29141104221343994,0.36843350529670715,0.5194340944290161,0.35639870166778564,,,,,
0.3193823993206024,1,179,,,,,,,,,,
0.865800678730011,1,189,,,,,,,,,,
0.7094446420669556,1,199,,,,,,,,,,
0.4249928891658783,1,209,,,,,,,,,,
0.3433631360530853,1,219,,,,,,,,,,
0.4528721272945404,1,229,,,,,,,,,,
0.7706685066223145,1,239,,,,,,,,,,
nan,1,249,,,,,,,,,,
0.6380529999732971,1,259,,,,,,,,,,
0.9605839252471924,1,269,,,,,,,,,,
0.8286951184272766,1,279,,,,,,,,,,
0.2790159285068512,1,289,,,,,,,,,,
0.657352089881897,1,299,,,,,,,,,,
0.4643743932247162,1,309,,,,,,,,,,
0.8798606395721436,1,319,,,,,,,,,,
0.6242819428443909,1,329,,,,,,,,,,
0.7742300629615784,1,339,,,,,,,,,,
0.7903698086738586,1,349,,,,,,,,,,
,1,351,0.8362562656402588,0.38343557715415955,0.4629025459289551,0.4698103070259094,0.4486457109451294,,,,,
0.5038061141967773,2,359,,,,,,,,,,
0.6022762656211853,2,369,,,,,,,,,,
0.5232491493225098,2,379,,,,,,,,,,
0.6986432671546936,2,389,,,,,,,,,,
0.5838179588317871,2,399,,,,,,,,,,
0.6881266832351685,2,409,,,,,,,,,,
0.9681308269500732,2,419,,,,,,,,,,
0.3812594413757324,2,429,,,,,,,,,,
0.411183625459671,2,439,,,,,,,,,,
0.1991913914680481,2,449,,,,,,,,,,
0.3185836970806122,2,459,,,,,,,,,,
0.569418728351593,2,469,,,,,,,,,,
0.37458911538124084,2,479,,,,,,,,,,
0.40105435252189636,2,489,,,,,,,,,,
0.47370630502700806,2,499,,,,,,,,,,
0.39787936210632324,2,509,,,,,,,,,,
0.5570058226585388,2,519,,,,,,,,,,
,2,527,0.8460637331008911,0.4049079716205597,0.4855272173881531,0.44940799474716187,0.4708380699157715,,,,,
0.6459701657295227,3,529,,,,,,,,,,
0.5241551399230957,3,539,,,,,,,,,,
0.4806897044181824,3,549,,,,,,,,,,
0.32219958305358887,3,559,,,,,,,,,,
0.21677866578102112,3,569,,,,,,,,,,
0.7819811701774597,3,579,,,,,,,,,,
0.3353458046913147,3,589,,,,,,,,,,
nan,3,599,,,,,,,,,,
0.7167006731033325,3,609,,,,,,,,,,
0.781567394733429,3,619,,,,,,,,,,
0.5045303106307983,3,629,,,,,,,,,,
0.6810733079910278,3,639,,,,,,,,,,
0.18931013345718384,3,649,,,,,,,,,,
0.6280052661895752,3,659,,,,,,,,,,
0.25234726071357727,3,669,,,,,,,,,,
0.6755963563919067,3,679,,,,,,,,,,
0.6347113847732544,3,689,,,,,,,,,,
0.4312213659286499,3,699,,,,,,,,,,
,3,703,0.851990282535553,0.42638036608695984,0.5029058456420898,0.43236592411994934,0.4902651309967041,,,,,
0.6762359738349915,4,709,,,,,,,,,,
0.13819368183612823,4,719,,,,,,,,,,
0.617536187171936,4,729,,,,,,,,,,
0.7634405493736267,4,739,,,,,,,,,,
0.18468263745307922,4,749,,,,,,,,,,
0.4605596661567688,4,759,,,,,,,,,,
0.490865558385849,4,769,,,,,,,,,,
0.2501816749572754,4,779,,,,,,,,,,
0.6506972908973694,4,789,,,,,,,,,,
0.35325106978416443,4,799,,,,,,,,,,
0.3133555054664612,4,809,,,,,,,,,,
0.3047485947608948,4,819,,,,,,,,,,
0.4842628240585327,4,829,,,,,,,,,,
0.7468169331550598,4,839,,,,,,,,,,
0.597639262676239,4,849,,,,,,,,,,
0.3427428603172302,4,859,,,,,,,,,,
0.5453155636787415,4,869,,,,,,,,,,
0.3873089551925659,4,879,,,,,,,,,,
,4,879,0.8555927872657776,0.4447852671146393,0.5190638303756714,0.4180729389190674,0.5076695680618286,,,,,
,5,880,,,,,,0.4180729389190674,0.5076695680618286,0.8555927872657776,0.4447852671146393,0.5190638303756714
