train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,test_loss
0.8278415203094482,9,0,,,,,,
0.8712987899780273,19,0,,,,,,
0.430522084236145,29,0,,,,,,
0.5828723907470703,39,0,,,,,,
0.5051954388618469,49,0,,,,,,
0.1959720253944397,59,0,,,,,,
0.363655686378479,69,0,,,,,,
0.29877158999443054,79,0,,,,,,
0.22242876887321472,89,0,,,,,,
0.24353045225143433,99,0,,,,,,
0.21525593101978302,109,0,,,,,,
,118,0,0.2833416759967804,0.25950026512145996,0.7983977794647217,0.20955882966518402,0.09066867083311081,
0.28837525844573975,119,1,,,,,,
0.26662343740463257,129,1,,,,,,
0.20990535616874695,139,1,,,,,,
0.23393064737319946,149,1,,,,,,
0.2995191216468811,159,1,,,,,,
0.3610396683216095,169,1,,,,,,
0.2377977818250656,179,1,,,,,,
0.18867041170597076,189,1,,,,,,
0.18282568454742432,199,1,,,,,,
0.11162574589252472,209,1,,,,,,
0.26240333914756775,219,1,,,,,,
0.2085217535495758,229,1,,,,,,
,237,1,0.30818629264831543,0.2769525945186615,0.8054642677307129,0.2389705926179886,0.07351820915937424,
0.10573803633451462,239,2,,,,,,
0.1920059621334076,249,2,,,,,,
0.2283259928226471,259,2,,,,,,
0.08946089446544647,269,2,,,,,,
0.09413125365972519,279,2,,,,,,
0.11096629500389099,289,2,,,,,,
0.19780439138412476,299,2,,,,,,
0.17268848419189453,309,2,,,,,,
0.14421962201595306,319,2,,,,,,
0.1066412404179573,329,2,,,,,,
0.16374091804027557,339,2,,,,,,
0.19034162163734436,349,2,,,,,,
,356,2,0.3180692493915558,0.2905021607875824,0.8085029125213623,0.25,0.07388652861118317,
0.0565924309194088,359,3,,,,,,
0.09950993210077286,369,3,,,,,,
0.1514025777578354,379,3,,,,,,
0.07626315206289291,389,3,,,,,,
0.12462570518255234,399,3,,,,,,
0.07256648689508438,409,3,,,,,,
0.10321063548326492,419,3,,,,,,
0.07280899584293365,429,3,,,,,,
0.08230426162481308,439,3,,,,,,
0.04172808676958084,449,3,,,,,,
0.11704885214567184,459,3,,,,,,
0.15896600484848022,469,3,,,,,,
,475,3,0.3256756067276001,0.3001313805580139,0.809712290763855,0.25735294818878174,0.08043951541185379,
0.09930307418107986,479,4,,,,,,
0.040625013411045074,489,4,,,,,,
0.058303527534008026,499,4,,,,,,
0.03447752445936203,509,4,,,,,,
0.08876470476388931,519,4,,,,,,
0.05758320167660713,529,4,,,,,,
0.04913612827658653,539,4,,,,,,
0.08527640253305435,549,4,,,,,,
0.03466096147894859,559,4,,,,,,
0.055591024458408356,569,4,,,,,,
0.07776180654764175,579,4,,,,,,
0.023845013231039047,589,4,,,,,,
,594,4,0.3607855439186096,0.33572548627853394,0.8203762769699097,0.29411765933036804,0.09212543815374374,
,595,5,,,,,,0.09212543815374374
