step,train_loss,epoch,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_em,val_qa_sas,test_loss
9,0.6331211924552917,0,,,,,,
19,0.8429214954376221,0,,,,,,
29,0.46362781524658203,0,,,,,,
39,0.46027684211730957,0,,,,,,
49,0.24700745940208435,0,,,,,,
59,0.4742247760295868,0,,,,,,
69,0.3168995678424835,0,,,,,,
79,0.24340949952602386,0,,,,,,
89,0.3163110613822937,0,,,,,,
99,0.14601030945777893,0,,,,,,
109,0.2787880003452301,0,,,,,,
119,0.3546565771102905,0,,,,,,
129,0.3421781361103058,0,,,,,,
139,0.22043214738368988,0,,,,,,
149,0.22548307478427887,0,,,,,,
159,0.2652847170829773,0,,,,,,
169,0.32260653376579285,0,,,,,,
179,0.19030515849590302,0,,,,,,
189,0.11968279629945755,0,,,,,,
199,0.14895527064800262,0,,,,,,
209,0.30154770612716675,0,,,,,,
219,0.07834864407777786,0,,,,,,
229,0.12655498087406158,0,,,,,,
239,0.13867858052253723,0,,,,,,
249,0.23661524057388306,0,,,,,,
259,0.12436551600694656,0,,,,,,
269,0.20923516154289246,0,,,,,,
279,0.28735896944999695,0,,,,,,
289,0.3778242766857147,0,,,,,,
299,0.2312663346529007,0,,,,,,
309,0.16281047463417053,0,,,,,,
319,0.1611480414867401,0,,,,,,
329,0.23143573105335236,0,,,,,,
339,0.1884147971868515,0,,,,,,
349,0.20590561628341675,0,,,,,,
359,0.17656928300857544,0,,,,,,
369,0.39335736632347107,0,,,,,,
379,0.1968899518251419,0,,,,,,
389,0.24664261937141418,0,,,,,,
399,0.1420346200466156,0,,,,,,
409,0.10294777154922485,0,,,,,,
419,0.237077534198761,0,,,,,,
429,0.15670271217823029,0,,,,,,
439,0.1889486163854599,0,,,,,,
449,0.07780489325523376,0,,,,,,
459,0.26702338457107544,0,,,,,,
469,0.19388172030448914,0,,,,,,
479,0.19893519580364227,0,,,,,,
489,0.16380690038204193,0,,,,,,
499,0.15437527000904083,0,,,,,,
509,0.1962115317583084,0,,,,,,
519,0.1910531222820282,0,,,,,,
529,0.29055356979370117,0,,,,,,
539,0.18020550906658173,0,,,,,,
549,0.18759645521640778,0,,,,,,
559,0.11210181564092636,0,,,,,,
569,0.24674895405769348,0,,,,,,
579,0.09653162956237793,0,,,,,,
589,0.17062102258205414,0,,,,,,
599,0.12631164491176605,0,,,,,,
609,0.18947140872478485,0,,,,,,
619,0.2611037790775299,0,,,,,,
629,0.0935254693031311,0,,,,,,
639,0.18718458712100983,0,,,,,,
649,0.12836536765098572,0,,,,,,
652,,0,0.8161277174949646,0.15357786417007446,0.372511625289917,0.3333333432674408,0.3674628734588623,
659,0.16003796458244324,1,,,,,,
669,0.13051772117614746,1,,,,,,
679,0.13808995485305786,1,,,,,,
689,0.13451509177684784,1,,,,,,
699,0.14830084145069122,1,,,,,,
709,0.20895224809646606,1,,,,,,
719,0.16953186690807343,1,,,,,,
729,0.09434176236391068,1,,,,,,
739,0.22427521646022797,1,,,,,,
749,0.09792187064886093,1,,,,,,
759,0.07937505841255188,1,,,,,,
