train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_loss,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
1.376136064529419,0,9,,,,,,,,,,
1.8386105298995972,0,19,,,,,,,,,,
1.526658058166504,0,29,,,,,,,,,,
1.8288425207138062,0,39,,,,,,,,,,
1.1311885118484497,0,49,,,,,,,,,,
2.143023729324341,0,59,,,,,,,,,,
1.108625888824463,0,69,,,,,,,,,,
1.2415599822998047,0,79,,,,,,,,,,
2.1709535121917725,0,89,,,,,,,,,,
2.619304895401001,0,99,,,,,,,,,,
,0,108,0.39764404296875,0.7746606469154358,0.2895074784755707,0.11815562099218369,1.3185533285140991,,,,,
1.7705010175704956,1,109,,,,,,,,,,
0.5022245049476624,1,119,,,,,,,,,,
0.5855110883712769,1,129,,,,,,,,,,
1.0832432508468628,1,139,,,,,,,,,,
1.6284456253051758,1,149,,,,,,,,,,
1.3372753858566284,1,159,,,,,,,,,,
1.5160741806030273,1,169,,,,,,,,,,
0.7954347729682922,1,179,,,,,,,,,,
0.9340569376945496,1,189,,,,,,,,,,
0.9247291088104248,1,199,,,,,,,,,,
1.5606003999710083,1,209,,,,,,,,,,
,1,217,0.5022527575492859,0.8240140676498413,0.4111696481704712,0.19596542418003082,1.2039406299591064,,,,,
0.9600996971130371,2,219,,,,,,,,,,
1.0275167226791382,2,229,,,,,,,,,,
1.2194262742996216,2,239,,,,,,,,,,
0.9314095377922058,2,249,,,,,,,,,,
0.9835836887359619,2,259,,,,,,,,,,
1.6440341472625732,2,269,,,,,,,,,,
0.8402479290962219,2,279,,,,,,,,,,
1.3740968704223633,2,289,,,,,,,,,,
0.5769127011299133,2,299,,,,,,,,,,
1.0192168951034546,2,309,,,,,,,,,,
0.7605212330818176,2,319,,,,,,,,,,
,2,326,0.5626997351646423,0.8443946242332458,0.4751129150390625,0.2536022961139679,1.1389667987823486,,,,,
0.9934840798377991,3,329,,,,,,,,,,
1.7876088619232178,3,339,,,,,,,,,,
1.1781355142593384,3,349,,,,,,,,,,
1.32945716381073,3,359,,,,,,,,,,
0.77214515209198,3,369,,,,,,,,,,
0.5572271943092346,3,379,,,,,,,,,,
1.1943402290344238,3,389,,,,,,,,,,
0.8379684686660767,3,399,,,,,,,,,,
1.1297307014465332,3,409,,,,,,,,,,
0.6611520051956177,3,419,,,,,,,,,,
1.0421229600906372,3,429,,,,,,,,,,
,3,435,0.5680042505264282,0.8486574292182922,0.4854339361190796,0.26801154017448425,1.1090970039367676,,,,,
1.0531939268112183,4,439,,,,,,,,,,
0.5835264325141907,4,449,,,,,,,,,,
1.8063535690307617,4,459,,,,,,,,,,
2.0126712322235107,4,469,,,,,,,,,,
0.597228467464447,4,479,,,,,,,,,,
0.6919358968734741,4,489,,,,,,,,,,
1.263847827911377,4,499,,,,,,,,,,
1.5202194452285767,4,509,,,,,,,,,,
1.2805612087249756,4,519,,,,,,,,,,
0.9820713996887207,4,529,,,,,,,,,,
0.37763768434524536,4,539,,,,,,,,,,
,4,544,0.5867698192596436,0.854501485824585,0.5098415017127991,0.2853025794029236,1.0921804904937744,,,,,
,5,545,,,,,,0.5098415017127991,1.0921804904937744,0.5867698192596436,0.854501485824585,0.2853025794029236
