step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
9,0.652158260345459,0,,,,,,
19,0.4029904305934906,0,,,,,,
29,0.6923768520355225,0,,,,,,
39,0.17502595484256744,0,,,,,,
49,0.2999114990234375,0,,,,,,
59,0.297510027885437,0,,,,,,
69,0.13582441210746765,0,,,,,,
79,0.10113976895809174,0,,,,,,
89,0.12138129025697708,0,,,,,,
99,0.19379344582557678,0,,,,,,
109,0.1591985672712326,0,,,,,,
119,0.23796163499355316,0,,,,,,
129,0.23709280788898468,0,,,,,,
139,0.21701428294181824,0,,,,,,
149,0.15373244881629944,0,,,,,,
159,0.18950255215168,0,,,,,,
169,0.09655850380659103,0,,,,,,
179,0.23921328783035278,0,,,,,,
189,0.15965783596038818,0,,,,,,
199,0.1933804452419281,0,,,,,,
209,0.283033162355423,0,,,,,,
219,0.18733687698841095,0,,,,,,
229,0.11838173866271973,0,,,,,,
239,0.16980122029781342,0,,,,,,
249,0.12467401474714279,0,,,,,,
259,0.19346509873867035,0,,,,,,
269,0.10515792667865753,0,,,,,,
279,0.14539027214050293,0,,,,,,
289,0.15693974494934082,0,,,,,,
299,0.1138145849108696,0,,,,,,
309,0.07705861330032349,0,,,,,,
319,0.11218320578336716,0,,,,,,
329,0.1763877421617508,0,,,,,,
338,,0,0.2192012518644333,0.10840563476085663,0.15243101119995117,0.2724282145500183,0.7764562368392944,
339,0.13330860435962677,1,,,,,,
349,0.12883222103118896,1,,,,,,
359,0.12074316293001175,1,,,,,,
369,0.1076112762093544,1,,,,,,
379,0.1579442024230957,1,,,,,,
389,0.25870758295059204,1,,,,,,
399,0.10967351496219635,1,,,,,,
409,0.13467328250408173,1,,,,,,
419,0.10365917533636093,1,,,,,,
429,0.09993954747915268,1,,,,,,
439,0.11217443645000458,1,,,,,,
449,0.10899700224399567,1,,,,,,
459,0.09597522765398026,1,,,,,,
469,0.13487394154071808,1,,,,,,
479,0.13362760841846466,1,,,,,,
489,0.15549896657466888,1,,,,,,
499,0.10229866206645966,1,,,,,,
509,0.1353285014629364,1,,,,,,
519,0.08885518461465836,1,,,,,,
529,0.16951598227024078,1,,,,,,
539,0.19239583611488342,1,,,,,,
549,0.1245933398604393,1,,,,,,
