train_loss,epoch,step,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
1.6907134056091309,0,9,,,,,,
0.9632566571235657,0,19,,,,,,
0.49622106552124023,0,29,,,,,,
0.2475050836801529,0,39,,,,,,
0.791147768497467,0,49,,,,,,
0.8060092329978943,0,59,,,,,,
1.0056829452514648,0,69,,,,,,
0.5130605101585388,0,79,,,,,,
0.5044612288475037,0,89,,,,,,
,0,94,0.4193700850009918,0.8171684741973877,0.29004329442977905,0.4439886808395386,0.37193065881729126,
0.3290309011936188,1,99,,,,,,
1.02525794506073,1,109,,,,,,
0.5406184792518616,1,119,,,,,,
0.4493003189563751,1,129,,,,,,
0.709528923034668,1,139,,,,,,
0.23968808352947235,1,149,,,,,,
0.16700325906276703,1,159,,,,,,
0.31940364837646484,1,169,,,,,,
0.26129668951034546,1,179,,,,,,
0.5231586694717407,1,189,,,,,,
,1,189,0.4919939637184143,0.8405666947364807,0.37662336230278015,0.5137813091278076,0.32835641503334045,
0.23086178302764893,2,199,,,,,,
0.18935441970825195,2,209,,,,,,
0.20657749474048615,2,219,,,,,,
0.39063340425491333,2,229,,,,,,
0.2721937596797943,2,239,,,,,,
0.563165545463562,2,249,,,,,,
0.45358097553253174,2,259,,,,,,
0.2821411192417145,2,269,,,,,,
0.2736366093158722,2,279,,,,,,
,2,284,0.5437482595443726,0.8573624491691589,0.411255419254303,0.5618650913238525,0.31722575426101685,
0.0721578299999237,3,289,,,,,,
0.4708139896392822,3,299,,,,,,
0.23364479839801788,3,309,,,,,,
0.16758796572685242,3,319,,,,,,
0.1970878690481186,3,329,,,,,,
0.06649910658597946,3,339,,,,,,
0.04402514547109604,3,349,,,,,,
0.21447280049324036,3,359,,,,,,
0.07621010392904282,3,369,,,,,,
0.16959498822689056,3,379,,,,,,
,3,379,0.553805947303772,0.8604916334152222,0.4285714328289032,0.5728470683097839,0.3217069208621979,
0.08302110433578491,4,389,,,,,,
0.0723554939031601,4,399,,,,,,
0.11705628782510757,4,409,,,,,,
0.10067761689424515,4,419,,,,,,
0.12062696367502213,4,429,,,,,,
0.26479020714759827,4,439,,,,,,
0.1522062122821808,4,449,,,,,,
0.06183357909321785,4,459,,,,,,
0.10566713660955429,4,469,,,,,,
,4,474,0.5639069676399231,0.861494779586792,0.44155845046043396,0.5832967162132263,0.3385455310344696,
,5,475,,,,,,0.3385455310344696
