step,train_loss,epoch,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0.09217803180217743,0,,,,,,
19,0.05939071998000145,0,,,,,,
29,0.04690560698509216,0,,,,,,
39,0.029968859627842903,0,,,,,,
49,0.05542578548192978,0,,,,,,
59,0.033165689557790756,0,,,,,,
69,0.022134670987725258,0,,,,,,
79,0.027841204777359962,0,,,,,,
89,0.032516494393348694,0,,,,,,
99,0.042622555047273636,0,,,,,,
109,0.03108312375843525,0,,,,,,
119,0.021722886711359024,0,,,,,,
129,0.03078937903046608,0,,,,,,
139,0.05349215865135193,0,,,,,,
149,0.04984971135854721,0,,,,,,
159,0.028774818405508995,0,,,,,,
169,0.030161254107952118,0,,,,,,
179,0.0367615781724453,0,,,,,,
189,0.03943156078457832,0,,,,,,
199,0.026003174483776093,0,,,,,,
209,0.02677762508392334,0,,,,,,
219,0.0580570325255394,0,,,,,,
229,0.0391811765730381,0,,,,,,
239,0.03579547256231308,0,,,,,,
249,0.024004362523555756,0,,,,,,
259,0.031347766518592834,0,,,,,,
269,0.03057154454290867,0,,,,,,
279,0.04011348634958267,0,,,,,,
289,0.030067410320043564,0,,,,,,
299,0.048425812274217606,0,,,,,,
309,0.04310104623436928,0,,,,,,
319,0.03668695688247681,0,,,,,,
329,0.03092847391963005,0,,,,,,
339,0.05827057734131813,0,,,,,,
349,0.03927282616496086,0,,,,,,
359,0.02926340326666832,0,,,,,,
369,0.03585457429289818,0,,,,,,
379,0.03274662420153618,0,,,,,,
389,0.04548760876059532,0,,,,,,
399,0.031194543465971947,0,,,,,,
409,0.043449025601148605,0,,,,,,
419,0.03632528334856033,0,,,,,,
429,0.060651134699583054,0,,,,,,
439,0.0462547168135643,0,,,,,,
449,0.03794848918914795,0,,,,,,
459,0.07296314835548401,0,,,,,,
469,0.024991126731038094,0,,,,,,
472,,0,0.10771221667528152,0.35488954186439514,0.19504643976688385,0.8305294513702393,0.26737889647483826,
479,0.03471016138792038,1,,,,,,
489,0.03506115451455116,1,,,,,,
499,0.0409555584192276,1,,,,,,
509,0.04175049811601639,1,,,,,,
519,0.03106299787759781,1,,,,,,
529,0.034981757402420044,1,,,,,,
539,0.02892192453145981,1,,,,,,
549,0.045646924525499344,1,,,,,,
559,0.030245987698435783,1,,,,,,
569,0.07208205759525299,1,,,,,,
579,0.028527772054076195,1,,,,,,
589,0.03077404759824276,1,,,,,,
599,0.03982396051287651,1,,,,,,
609,0.02781284973025322,1,,,,,,
619,0.038752708584070206,1,,,,,,
629,0.021382002159953117,1,,,,,,
639,0.03973301500082016,1,,,,,,
649,0.03809589892625809,1,,,,,,
659,0.018313050270080566,1,,,,,,
669,0.033061809837818146,1,,,,,,
679,0.0383005365729332,1,,,,,,
689,0.024361610412597656,1,,,,,,
699,0.03026735596358776,1,,,,,,
709,0.04342673346400261,1,,,,,,
719,0.03653242066502571,1,,,,,,
729,0.022646626457571983,1,,,,,,
739,0.02512141689658165,1,,,,,,
749,0.03882826492190361,1,,,,,,
759,0.05809462442994118,1,,,,,,
769,0.05036723613739014,1,,,,,,
779,0.03150415048003197,1,,,,,,
789,0.04526333510875702,1,,,,,,
799,0.038623031228780746,1,,,,,,
809,0.048376500606536865,1,,,,,,
819,0.03126838803291321,1,,,,,,
829,0.019584447145462036,1,,,,,,
839,0.023754946887493134,1,,,,,,
849,0.03357233852148056,1,,,,,,
859,0.019574562087655067,1,,,,,,
869,0.03192874789237976,1,,,,,,
879,0.04812680557370186,1,,,,,,
889,0.030629320070147514,1,,,,,,
899,0.020390527322888374,1,,,,,,
909,0.03943919390439987,1,,,,,,
919,0.03168688341975212,1,,,,,,
929,0.02214350923895836,1,,,,,,
939,0.025084182620048523,1,,,,,,
945,,1,0.0948227271437645,0.3616974353790283,0.198142409324646,0.8297787308692932,0.2701910436153412,
949,0.03815440833568573,2,,,,,,
959,0.04227883741259575,2,,,,,,
969,0.04504166170954704,2,,,,,,
979,0.05143086612224579,2,,,,,,
989,0.028518058359622955,2,,,,,,
999,0.031395215541124344,2,,,,,,
1009,0.0347537100315094,2,,,,,,
1019,0.021647529676556587,2,,,,,,
1029,0.023522047325968742,2,,,,,,
1039,0.026191402226686478,2,,,,,,
1049,0.03588707000017166,2,,,,,,
1059,0.03704344853758812,2,,,,,,
1069,0.06016867980360985,2,,,,,,
1079,0.03517363592982292,2,,,,,,
1089,0.014322283677756786,2,,,,,,
1099,0.027761254459619522,2,,,,,,
1109,0.013509668409824371,2,,,,,,
1119,0.061575647443532944,2,,,,,,
1129,0.02488769218325615,2,,,,,,
1139,0.04917706549167633,2,,,,,,
1149,0.03387119993567467,2,,,,,,
1159,0.027730993926525116,2,,,,,,
1169,0.03046572022140026,2,,,,,,
1179,0.023749645799398422,2,,,,,,
1189,0.047096896916627884,2,,,,,,
1199,0.026380855590105057,2,,,,,,
1209,0.05078371986746788,2,,,,,,
1219,0.04947330057621002,2,,,,,,
1229,0.030446849763393402,2,,,,,,
1239,0.02831357903778553,2,,,,,,
1249,0.03968668356537819,2,,,,,,
1259,0.03291374444961548,2,,,,,,
