train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0.6035700440406799,0,9,,,,,,
0.27421680092811584,0,19,,,,,,
0.23028241097927094,0,29,,,,,,
0.1764601320028305,0,39,,,,,,
0.23273025453090668,0,49,,,,,,
0.18791428208351135,0,59,,,,,,
0.21260255575180054,0,69,,,,,,
0.14229612052440643,0,79,,,,,,
0.09638126939535141,0,89,,,,,,
0.1412006914615631,0,99,,,,,,
0.21607936918735504,0,109,,,,,,
0.23732711374759674,0,119,,,,,,
0.21901831030845642,0,129,,,,,,
0.21263419091701508,0,139,,,,,,
0.1216513067483902,0,149,,,,,,
0.11719047278165817,0,159,,,,,,
0.24548399448394775,0,169,,,,,,
0.07768753170967102,0,179,,,,,,
0.15973934531211853,0,189,,,,,,
0.2705833315849304,0,199,,,,,,
0.12046317011117935,0,209,,,,,,
0.12834633886814117,0,219,,,,,,
0.1854783147573471,0,229,,,,,,
0.17245836555957794,0,239,,,,,,
0.17563538253307343,0,249,,,,,,
0.2202174812555313,0,259,,,,,,
0.15083296597003937,0,269,,,,,,
0.17275205254554749,0,279,,,,,,
0.21342480182647705,0,289,,,,,,
0.10097288340330124,0,299,,,,,,
0.16337446868419647,0,309,,,,,,
0.10624539852142334,0,319,,,,,,
0.23745472729206085,0,329,,,,,,
0.07166365534067154,0,339,,,,,,
,0,344,0.22331403195858002,0.7611696720123291,0.11970455944538116,0.17525114119052887,0.11283497512340546,
0.12876230478286743,1,349,,,,,,
0.13884438574314117,1,359,,,,,,
0.14830338954925537,1,369,,,,,,
0.21000511944293976,1,379,,,,,,
0.1179138571023941,1,389,,,,,,
0.1494966447353363,1,399,,,,,,
0.1231764703989029,1,409,,,,,,
0.14620204269886017,1,419,,,,,,
0.11862789839506149,1,429,,,,,,
0.22061677277088165,1,439,,,,,,
0.12694673240184784,1,449,,,,,,
0.15098825097084045,1,459,,,,,,
0.1993694007396698,1,469,,,,,,
0.09736587852239609,1,479,,,,,,
0.14285585284233093,1,489,,,,,,
0.19068749248981476,1,499,,,,,,
0.13816741108894348,1,509,,,,,,
0.1655958741903305,1,519,,,,,,
0.18480068445205688,1,529,,,,,,
0.12564300000667572,1,539,,,,,,
0.09039643406867981,1,549,,,,,,
0.11360902339220047,1,559,,,,,,
0.11305218189954758,1,569,,,,,,
0.11071446537971497,1,579,,,,,,
0.14780232310295105,1,589,,,,,,
0.23853059113025665,1,599,,,,,,
0.1747458577156067,1,609,,,,,,
0.12645971775054932,1,619,,,,,,
0.18311096727848053,1,629,,,,,,
0.11417721211910248,1,639,,,,,,
0.14267265796661377,1,649,,,,,,
0.10285364836454391,1,659,,,,,,
0.18374718725681305,1,669,,,,,,
0.09588629007339478,1,679,,,,,,
0.1911543756723404,1,689,,,,,,
,1,689,0.25110891461372375,0.7690581679344177,0.10486240684986115,0.19137626886367798,0.12411847710609436,
0.09732496738433838,2,699,,,,,,
0.08558757603168488,2,709,,,,,,
0.09498992562294006,2,719,,,,,,
0.06545483320951462,2,729,,,,,,
0.08296551555395126,2,739,,,,,,
0.12912099063396454,2,749,,,,,,
0.09671644866466522,2,759,,,,,,
0.09261497110128403,2,769,,,,,,
0.10996901243925095,2,779,,,,,,
0.0793398842215538,2,789,,,,,,
0.09825117886066437,2,799,,,,,,
0.09697310626506805,2,809,,,,,,
0.0701206624507904,2,819,,,,,,
0.08695537596940994,2,829,,,,,,
0.09139177948236465,2,839,,,,,,
0.07929961383342743,2,849,,,,,,
0.0961269661784172,2,859,,,,,,
0.08548104763031006,2,869,,,,,,
0.08730531483888626,2,879,,,,,,
0.10458476841449738,2,889,,,,,,
0.09336580336093903,2,899,,,,,,
0.07138561457395554,2,909,,,,,,
0.10239510983228683,2,919,,,,,,
0.059206772595644,2,929,,,,,,
0.07564026117324829,2,939,,,,,,
0.14552636444568634,2,949,,,,,,
0.1733170747756958,2,959,,,,,,
0.13156060874462128,2,969,,,,,,
0.15008847415447235,2,979,,,,,,
0.08260034769773483,2,989,,,,,,
0.09173151850700378,2,999,,,,,,
0.08950389176607132,2,1009,,,,,,
0.11336075514554977,2,1019,,,,,,
0.07881373167037964,2,1029,,,,,,
,2,1034,0.27951931953430176,0.7834457159042358,0.10621654242277145,0.21925248205661774,0.15232722461223602,
0.06483807414770126,3,1039,,,,,,
0.08903615176677704,3,1049,,,,,,
0.05771491676568985,3,1059,,,,,,
0.13841834664344788,3,1069,,,,,,
0.06984923034906387,3,1079,,,,,,
0.06229519471526146,3,1089,,,,,,
0.052424509078264236,3,1099,,,,,,
0.08929640054702759,3,1109,,,,,,
0.0570707842707634,3,1119,,,,,,
0.07942122966051102,3,1129,,,,,,
0.08575817197561264,3,1139,,,,,,
0.08980448544025421,3,1149,,,,,,
0.057629551738500595,3,1159,,,,,,
0.05147970840334892,3,1169,,,,,,
0.08793823421001434,3,1179,,,,,,
0.08664759993553162,3,1189,,,,,,
0.0595112182199955,3,1199,,,,,,
0.08433657884597778,3,1209,,,,,,
0.07315011322498322,3,1219,,,,,,
0.053242169320583344,3,1229,,,,,,
0.05167907476425171,3,1239,,,,,,
0.06257326900959015,3,1249,,,,,,
0.06637939065694809,3,1259,,,,,,
0.05407347530126572,3,1269,,,,,,
