epoch,train_loss,step,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_loss
0,0.10151229053735733,9,,,,,,
0,0.06630056351423264,19,,,,,,
0,0.05312909185886383,29,,,,,,
0,0.040590547025203705,39,,,,,,
0,0.061267416924238205,49,,,,,,
0,0.046021122485399246,59,,,,,,
0,0.02482818253338337,69,,,,,,
0,0.03988274931907654,79,,,,,,
0,0.03219035267829895,89,,,,,,
0,0.03112727589905262,99,,,,,,
0,0.030033236369490623,109,,,,,,
0,0.03446192294359207,119,,,,,,
0,0.029124949127435684,129,,,,,,
0,0.043708398938179016,139,,,,,,
0,0.043061599135398865,149,,,,,,
0,0.03265039995312691,159,,,,,,
0,0.035767994821071625,169,,,,,,
0,0.055888719856739044,179,,,,,,
0,0.03556148707866669,189,,,,,,
0,0.04079943150281906,199,,,,,,
0,0.035927195101976395,209,,,,,,
0,0.0443134643137455,219,,,,,,
0,0.02492087334394455,229,,,,,,
0,0.04908514395356178,239,,,,,,
0,0.03549382463097572,249,,,,,,
0,0.031210297718644142,259,,,,,,
0,0.027919907122850418,269,,,,,,
0,0.035477571189403534,279,,,,,,
0,0.0363486222922802,289,,,,,,
0,0.0389622300863266,299,,,,,,
0,0.04220175743103027,309,,,,,,
0,0.026187757030129433,319,,,,,,
0,0.04172022268176079,329,,,,,,
0,0.051411453634500504,339,,,,,,
0,0.03953871130943298,349,,,,,,
0,0.03481133654713631,359,,,,,,
0,0.0306706503033638,369,,,,,,
0,0.030401423573493958,379,,,,,,
0,0.04302230849862099,389,,,,,,
0,0.03498442471027374,399,,,,,,
0,0.05446958169341087,409,,,,,,
0,0.03327386453747749,419,,,,,,
0,0.054768260568380356,429,,,,,,
0,0.036416806280612946,439,,,,,,
0,0.03195219486951828,449,,,,,,
0,0.05694424733519554,459,,,,,,
0,0.020448142662644386,469,,,,,,
0,,472,0.20123839378356934,0.11601417511701584,0.8334471583366394,0.27299585938453674,0.36939993500709534,
1,0.02646377682685852,479,,,,,,
1,0.03148934990167618,489,,,,,,
1,0.037776555866003036,499,,,,,,
1,0.03213094547390938,509,,,,,,
1,0.03754838556051254,519,,,,,,
1,0.036689821630716324,529,,,,,,
1,0.024412814527750015,539,,,,,,
1,0.03171699494123459,549,,,,,,
1,0.026147078722715378,559,,,,,,
1,nan,569,,,,,,
1,0.02821543626487255,579,,,,,,
1,0.02984881028532982,589,,,,,,
1,0.037248268723487854,599,,,,,,
1,0.06448087841272354,609,,,,,,
1,0.03261838108301163,619,,,,,,
1,0.02523474022746086,629,,,,,,
1,0.05648517236113548,639,,,,,,
1,0.03213128075003624,649,,,,,,
1,0.01811862736940384,659,,,,,,
1,0.04675697907805443,669,,,,,,
