train_loss,epoch,step,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,test_loss,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_bert_score
0.5290979743003845,0,9,,,,,,,,,,
0.26658663153648376,0,19,,,,,,,,,,
0.14962825179100037,0,29,,,,,,,,,,
0.21416893601417542,0,39,,,,,,,,,,
0.21568500995635986,0,49,,,,,,,,,,
0.1723540872335434,0,59,,,,,,,,,,
0.1944192349910736,0,69,,,,,,,,,,
0.17739398777484894,0,79,,,,,,,,,,
0.14800921082496643,0,89,,,,,,,,,,
0.16457830369472504,0,99,,,,,,,,,,
0.19022367894649506,0,109,,,,,,,,,,
0.144405797123909,0,119,,,,,,,,,,
,0,119,0.4329742193222046,0.8702205419540405,0.3680981695652008,0.1305251121520996,0.4950001537799835,,,,,
0.12607431411743164,1,129,,,,,,,,,,
0.14162291586399078,1,139,,,,,,,,,,
0.12951718270778656,1,149,,,,,,,,,,
0.14393877983093262,1,159,,,,,,,,,,
0.13869760930538177,1,169,,,,,,,,,,
0.158249631524086,1,179,,,,,,,,,,
0.1128079742193222,1,189,,,,,,,,,,
0.40468111634254456,1,199,,,,,,,,,,
0.14582833647727966,1,209,,,,,,,,,,
0.12410587817430496,1,219,,,,,,,,,,
0.25518739223480225,1,229,,,,,,,,,,
0.10440084338188171,1,239,,,,,,,,,,
,1,239,0.49008241295814514,0.8832818865776062,0.42944785952568054,0.11577269434928894,0.5412392020225525,,,,,
0.0742209404706955,2,249,,,,,,,,,,
0.10007080435752869,2,259,,,,,,,,,,
0.1304604411125183,2,269,,,,,,,,,,
0.07517103850841522,2,279,,,,,,,,,,
0.07507111877202988,2,289,,,,,,,,,,
0.11936629563570023,2,299,,,,,,,,,,
0.10643934458494186,2,309,,,,,,,,,,
0.09425506740808487,2,319,,,,,,,,,,
0.09457851201295853,2,329,,,,,,,,,,
0.09398601204156876,2,339,,,,,,,,,,
0.12622259557247162,2,349,,,,,,,,,,
0.10609207302331924,2,359,,,,,,,,,,
,2,359,0.5152174830436707,0.8895605802536011,0.45603272318840027,0.11001209914684296,0.5622588992118835,,,,,
0.10678774118423462,3,369,,,,,,,,,,
0.11427029967308044,3,379,,,,,,,,,,
0.09199199825525284,3,389,,,,,,,,,,
0.12296484410762787,3,399,,,,,,,,,,
0.14151781797409058,3,409,,,,,,,,,,
0.13264207541942596,3,419,,,,,,,,,,
0.11815620213747025,3,429,,,,,,,,,,
0.11308643221855164,3,439,,,,,,,,,,
0.18651412427425385,3,449,,,,,,,,,,
0.07110552489757538,3,459,,,,,,,,,,
0.09674151241779327,3,469,,,,,,,,,,
0.10087913274765015,3,479,,,,,,,,,,
,3,479,0.531253457069397,0.8936306834220886,0.47852760553359985,0.10645794123411179,0.5783515572547913,,,,,
0.2976466119289398,4,489,,,,,,,,,,
0.07984842360019684,4,499,,,,,,,,,,
0.10855085402727127,4,509,,,,,,,,,,
0.10556481033563614,4,519,,,,,,,,,,
0.264363169670105,4,529,,,,,,,,,,
0.10131368041038513,4,539,,,,,,,,,,
0.05808444693684578,4,549,,,,,,,,,,
0.07417036592960358,4,559,,,,,,,,,,
0.06895282119512558,4,569,,,,,,,,,,
0.06990573555231094,4,579,,,,,,,,,,
0.08142399042844772,4,589,,,,,,,,,,
0.05305328592658043,4,599,,,,,,,,,,
,4,599,0.5355339050292969,0.8950133323669434,0.48261758685112,0.10767757147550583,0.5805155634880066,,,,,
,5,600,,,,,,0.10767757147550583,0.48261758685112,0.5805155634880066,0.5355339050292969,0.8950133323669434
