epoch,train_loss,step,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,test_loss
0,0.6875312328338623,9,,,,,,
0,0.5231013298034668,19,,,,,,
0,0.2834787368774414,29,,,,,,
0,0.28039759397506714,39,,,,,,
0,0.36209672689437866,49,,,,,,
0,0.39766839146614075,59,,,,,,
0,0.24523557722568512,69,,,,,,
0,0.20474639534950256,79,,,,,,
0,0.23100639879703522,89,,,,,,
0,0.25960206985473633,99,,,,,,
0,0.26486673951148987,109,,,,,,
0,0.1882762908935547,119,,,,,,
0,0.3060871958732605,129,,,,,,
0,0.2552553415298462,139,,,,,,
0,0.2104846090078354,149,,,,,,
0,0.1818118393421173,159,,,,,,
0,0.19711834192276,169,,,,,,
0,0.23554140329360962,179,,,,,,
0,0.32146725058555603,189,,,,,,
0,0.3496958315372467,199,,,,,,
0,0.12073880434036255,209,,,,,,
0,0.1134345754981041,219,,,,,,
0,0.18539582192897797,229,,,,,,
0,0.15899011492729187,239,,,,,,
0,0.1882387101650238,249,,,,,,
0,0.16225433349609375,259,,,,,,
0,0.22098669409751892,269,,,,,,
0,0.15921911597251892,279,,,,,,
0,0.12178266793489456,289,,,,,,
0,0.21316595375537872,299,,,,,,
0,0.1067466288805008,309,,,,,,
0,0.2262166142463684,319,,,,,,
0,0.17665502429008484,329,,,,,,
0,0.13083818554878235,339,,,,,,
0,0.1173790767788887,349,,,,,,
0,0.1557629555463791,359,,,,,,
0,0.15994560718536377,369,,,,,,
0,0.13818034529685974,379,,,,,,
0,0.14612141251564026,389,,,,,,
0,0.06501933187246323,399,,,,,,
0,0.11082351207733154,409,,,,,,
0,0.1544712483882904,419,,,,,,
0,0.2450825273990631,429,,,,,,
0,0.07496094703674316,439,,,,,,
0,0.10402101278305054,449,,,,,,
0,0.1558047980070114,459,,,,,,
0,0.10574223846197128,469,,,,,,
0,0.08996764570474625,479,,,,,,
0,0.13110582530498505,489,,,,,,
0,0.16697248816490173,499,,,,,,
0,0.06948564946651459,509,,,,,,
0,0.06940492987632751,519,,,,,,
0,0.07273294031620026,529,,,,,,
0,nan,539,,,,,,
0,0.11273906379938126,549,,,,,,
0,0.12091372162103653,559,,,,,,
0,0.09186239540576935,569,,,,,,
0,0.08130022883415222,579,,,,,,
0,0.12482873350381851,589,,,,,,
0,0.19371777772903442,599,,,,,,
0,0.04356955736875534,609,,,,,,
0,0.11317798495292664,619,,,,,,
0,,627,0.5152934789657593,0.5298042893409729,0.4722222089767456,0.8602838516235352,0.13351602852344513,
1,0.04024793207645416,629,,,,,,
1,0.08552003651857376,639,,,,,,
1,0.09253883361816406,649,,,,,,
1,0.06407926976680756,659,,,,,,
1,0.17060931026935577,669,,,,,,
1,0.09000031650066376,679,,,,,,
1,0.056393563747406006,689,,,,,,
1,0.07872242480516434,699,,,,,,
1,0.05794791132211685,709,,,,,,
1,0.138168603181839,719,,,,,,
1,0.051820363849401474,729,,,,,,
1,0.06732597202062607,739,,,,,,
1,0.040787093341350555,749,,,,,,
1,0.21729131042957306,759,,,,,,
1,0.08837044984102249,769,,,,,,
1,0.06453827768564224,779,,,,,,
1,0.06674824655056,789,,,,,,
1,0.12314773350954056,799,,,,,,
1,0.04748919978737831,809,,,,,,
1,0.12972009181976318,819,,,,,,
1,0.08455255627632141,829,,,,,,
1,0.08599790930747986,839,,,,,,
1,0.08162801712751389,849,,,,,,
1,0.1099613755941391,859,,,,,,
1,0.031064165756106377,869,,,,,,
1,0.07157435268163681,879,,,,,,
1,0.12189066410064697,889,,,,,,
1,0.051098961383104324,899,,,,,,
1,0.06630109995603561,909,,,,,,
1,0.035078488290309906,919,,,,,,
1,0.06585168093442917,929,,,,,,
1,0.03685055300593376,939,,,,,,
1,0.027057750150561333,949,,,,,,
1,0.024241073057055473,959,,,,,,
1,0.04090222716331482,969,,,,,,
1,0.03330438584089279,979,,,,,,
1,0.028126826509833336,989,,,,,,
1,0.081418976187706,999,,,,,,
1,0.0629195049405098,1009,,,,,,
1,0.028698675334453583,1019,,,,,,
1,0.12878988683223724,1029,,,,,,
1,0.056168973445892334,1039,,,,,,
1,0.035845838487148285,1049,,,,,,
1,0.023524634540081024,1059,,,,,,
1,0.04993436485528946,1069,,,,,,
1,0.05278497189283371,1079,,,,,,
1,0.060716357082128525,1089,,,,,,
1,0.05029217526316643,1099,,,,,,
1,0.009134112857282162,1109,,,,,,
1,0.037178024649620056,1119,,,,,,
1,0.028849303722381592,1129,,,,,,
1,0.050726328045129776,1139,,,,,,
1,0.05033014714717865,1149,,,,,,
1,0.0256320983171463,1159,,,,,,
1,0.08003957569599152,1169,,,,,,
1,0.020245488733053207,1179,,,,,,
1,0.08818524330854416,1189,,,,,,
1,0.026017021387815475,1199,,,,,,
1,0.08093616366386414,1209,,,,,,
1,0.016810854896903038,1219,,,,,,
1,0.20129282772541046,1229,,,,,,
1,0.023068562150001526,1239,,,,,,
1,0.05154014378786087,1249,,,,,,
1,,1255,0.5191397070884705,0.5344913005828857,0.4722222089767456,0.8630008697509766,0.1534249633550644,
2,0.036247894167900085,1259,,,,,,
2,0.01799743063747883,1269,,,,,,
2,0.047995369881391525,1279,,,,,,
2,0.015004412271082401,1289,,,,,,
2,0.011737714521586895,1299,,,,,,
2,0.02677607722580433,1309,,,,,,
2,0.024339323863387108,1319,,,,,,
2,0.02400408871471882,1329,,,,,,
2,0.010237322188913822,1339,,,,,,
2,0.012302454560995102,1349,,,,,,
2,0.0088114058598876,1359,,,,,,
2,0.009163688868284225,1369,,,,,,
