train_loss,epoch,step,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
1.820539951324463,0,9,,,,,,
0.808428168296814,0,19,,,,,,
0.2785489559173584,0,29,,,,,,
0.7073500156402588,0,39,,,,,,
0.4785565733909607,0,49,,,,,,
0.2998160123825073,0,59,,,,,,
0.54039466381073,0,69,,,,,,
0.3949689269065857,0,79,,,,,,
0.6426187753677368,0,89,,,,,,
0.5449520349502563,0,99,,,,,,
,0,102,0.4278325140476227,0.8211463093757629,0.2816092073917389,0.47850149869918823,0.18497726321220398,
0.9008570909500122,1,109,,,,,,
0.3597632050514221,1,119,,,,,,
0.5562902688980103,1,129,,,,,,
0.7415422797203064,1,139,,,,,,
0.5935613512992859,1,149,,,,,,
0.6848410964012146,1,159,,,,,,
0.8757101893424988,1,169,,,,,,
0.26136329770088196,1,179,,,,,,
0.3962230980396271,1,189,,,,,,
0.3148014545440674,1,199,,,,,,
,1,205,0.5277640223503113,0.8544985055923462,0.36206895112991333,0.5753785371780396,0.15661081671714783,
0.40535083413124084,2,209,,,,,,
0.2379986196756363,2,219,,,,,,
0.10142859816551208,2,229,,,,,,
0.46016377210617065,2,239,,,,,,
0.2074759602546692,2,249,,,,,,
0.12625572085380554,2,259,,,,,,
0.39996087551116943,2,269,,,,,,
0.09285170584917068,2,279,,,,,,
0.24614280462265015,2,289,,,,,,
0.3695913851261139,2,299,,,,,,
,2,308,0.5617691278457642,0.8657522797584534,0.3965517282485962,0.6018238067626953,0.1492103636264801,
0.2315458059310913,3,309,,,,,,
0.2965047359466553,3,319,,,,,,
0.5369012951850891,3,329,,,,,,
0.09319045394659042,3,339,,,,,,
0.1008644551038742,3,349,,,,,,
0.12343597412109375,3,359,,,,,,
0.07080214470624924,3,369,,,,,,
0.051279038190841675,3,379,,,,,,
0.17228904366493225,3,389,,,,,,
0.18438610434532166,3,399,,,,,,
0.09961257129907608,3,409,,,,,,
,3,411,0.5516170263290405,0.86449134349823,0.40229883790016174,0.5908786058425903,0.15000955760478973,
0.13436928391456604,4,419,,,,,,
0.07781843096017838,4,429,,,,,,
0.2409040331840515,4,439,,,,,,
0.04334951192140579,4,449,,,,,,
0.19919507205486298,4,459,,,,,,
0.06473997235298157,4,469,,,,,,
0.0690508633852005,4,479,,,,,,
0.06961441785097122,4,489,,,,,,
0.10297426581382751,4,499,,,,,,
0.02440015971660614,4,509,,,,,,
,4,514,0.545037567615509,0.863315761089325,0.40229883790016174,0.5869499444961548,0.15794126689434052,
,5,515,,,,,,0.1492103636264801
