step,epoch,train_loss,val_qa_answer_f1,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,test_loss
9,0,0.4239557981491089,,,,,,
19,0,0.14040878415107727,,,,,,
29,0,0.2420802116394043,,,,,,
39,0,0.4106847941875458,,,,,,
49,0,0.2219230681657791,,,,,,
59,0,0.13925747573375702,,,,,,
69,0,0.2447996735572815,,,,,,
79,0,0.13996656239032745,,,,,,
89,0,0.14707137644290924,,,,,,
99,0,0.20512522757053375,,,,,,
109,0,0.09828345477581024,,,,,,
119,0,0.21387925744056702,,,,,,
129,0,0.10297339409589767,,,,,,
139,0,0.10402446240186691,,,,,,
149,0,0.1920759677886963,,,,,,
159,0,0.13624846935272217,,,,,,
169,0,0.14008934795856476,,,,,,
179,0,0.12500633299350739,,,,,,
189,0,0.1084342822432518,,,,,,
199,0,0.14887835085391998,,,,,,
209,0,0.1924593448638916,,,,,,
219,0,0.18775451183319092,,,,,,
229,0,0.08953636884689331,,,,,,
239,0,0.17434647679328918,,,,,,
249,0,0.15296047925949097,,,,,,
259,0,0.09972706437110901,,,,,,
269,0,0.13172100484371185,,,,,,
279,0,0.15110032260417938,,,,,,
289,0,0.14144940674304962,,,,,,
299,0,0.12404122948646545,,,,,,
309,0,0.17365938425064087,,,,,,
319,0,0.14337566494941711,,,,,,
329,0,0.1714627742767334,,,,,,
339,0,0.10279017686843872,,,,,,
349,0,0.16143715381622314,,,,,,
351,0,,0.18735185265541077,0.12576687335968018,0.11894653737545013,0.7600417733192444,0.2301536500453949,
359,1,0.14480333030223846,,,,,,
369,1,0.15523536503314972,,,,,,
379,1,0.08998332172632217,,,,,,
389,1,0.15486103296279907,,,,,,
399,1,0.11141953617334366,,,,,,
409,1,0.1400805413722992,,,,,,
419,1,0.08596022427082062,,,,,,
429,1,0.14101281762123108,,,,,,
439,1,0.10525728762149811,,,,,,
449,1,0.13597659766674042,,,,,,
459,1,0.1662074476480484,,,,,,
469,1,0.10026893019676208,,,,,,
479,1,0.09272702783346176,,,,,,
489,1,0.07679536193609238,,,,,,
499,1,0.19759981334209442,,,,,,
509,1,0.0961989238858223,,,,,,
519,1,0.12351279705762863,,,,,,
529,1,0.11288033425807953,,,,,,
539,1,0.1005283072590828,,,,,,
549,1,0.10475068539381027,,,,,,
559,1,0.1151055246591568,,,,,,
569,1,0.09947991371154785,,,,,,
579,1,0.10226781666278839,,,,,,
589,1,0.11735997349023819,,,,,,
599,1,0.20707179605960846,,,,,,
609,1,0.174911767244339,,,,,,
619,1,0.09456264972686768,,,,,,
629,1,0.0944628044962883,,,,,,
639,1,0.09064529836177826,,,,,,
649,1,0.14533405005931854,,,,,,
659,1,0.11750613152980804,,,,,,
669,1,0.15253391861915588,,,,,,
679,1,0.1420740932226181,,,,,,
689,1,0.12888751924037933,,,,,,
699,1,0.06998124718666077,,,,,,
703,1,,0.20387820899486542,0.1411042958498001,0.09378284215927124,0.7680019736289978,0.24570462107658386,
709,2,0.11560891568660736,,,,,,
719,2,0.05615806579589844,,,,,,
729,2,0.1624782383441925,,,,,,
739,2,0.10060328990221024,,,,,,
749,2,0.08027274161577225,,,,,,
759,2,0.09863878786563873,,,,,,
769,2,0.1802321821451187,,,,,,
779,2,0.1677861213684082,,,,,,
789,2,0.06939124315977097,,,,,,
799,2,0.11670693755149841,,,,,,
809,2,0.18660293519496918,,,,,,
819,2,0.10725708305835724,,,,,,
829,2,0.14873547852039337,,,,,,
839,2,0.09783711284399033,,,,,,
849,2,0.09876830130815506,,,,,,
859,2,0.11631298810243607,,,,,,
869,2,0.153206467628479,,,,,,
879,2,0.06307530403137207,,,,,,
889,2,0.15080766379833221,,,,,,
899,2,0.17494171857833862,,,,,,
909,2,0.13729919493198395,,,,,,
919,2,0.14824338257312775,,,,,,
929,2,0.0921262800693512,,,,,,
939,2,0.10875328630208969,,,,,,
949,2,0.1280202716588974,,,,,,
959,2,0.09059861302375793,,,,,,
969,2,0.0878339409828186,,,,,,
979,2,0.06906594336032867,,,,,,
989,2,0.093564473092556,,,,,,
999,2,0.16777126491069794,,,,,,
1009,2,0.10575933009386063,,,,,,
1019,2,0.12687143683433533,,,,,,
1029,2,0.14383897185325623,,,,,,
1039,2,0.11798357963562012,,,,,,
1049,2,0.17988620698451996,,,,,,
1055,2,,0.24136598408222198,0.17944785952568054,0.08650705218315125,0.7827024459838867,0.2942071557044983,
1059,3,0.0729346051812172,,,,,,
1069,3,0.08441104739904404,,,,,,
1079,3,0.07524871826171875,,,,,,
1089,3,0.10303348302841187,,,,,,
1099,3,0.0906139463186264,,,,,,
1109,3,0.04699837416410446,,,,,,
1119,3,0.12508589029312134,,,,,,
1129,3,0.08711159974336624,,,,,,
1139,3,0.06377781927585602,,,,,,
1149,3,0.08570454269647598,,,,,,
1159,3,0.07579652220010757,,,,,,
1169,3,0.07655742764472961,,,,,,
1179,3,0.07574392110109329,,,,,,
1189,3,0.07548892498016357,,,,,,
1199,3,0.07890962064266205,,,,,,
1209,3,0.09492811560630798,,,,,,
1219,3,0.07325313240289688,,,,,,
1229,3,0.09432622045278549,,,,,,
1239,3,0.06579730659723282,,,,,,
1249,3,0.08031608164310455,,,,,,
1259,3,0.1465105265378952,,,,,,
1269,3,0.09084422886371613,,,,,,
1279,3,0.12237423658370972,,,,,,
1289,3,0.091506227850914,,,,,,
1299,3,0.046676505357027054,,,,,,
1309,3,0.09073358029127121,,,,,,
1319,3,0.0760498195886612,,,,,,
1329,3,0.11864013224840164,,,,,,
1339,3,0.0613769106566906,,,,,,
1349,3,0.07199453562498093,,,,,,
1359,3,0.10229090601205826,,,,,,
1369,3,0.06351988762617111,,,,,,
1379,3,0.08658342063426971,,,,,,
1389,3,0.08301519602537155,,,,,,
1399,3,0.09242288023233414,,,,,,
1407,3,,0.26961082220077515,0.20858895778656006,0.08593841642141342,0.7945365309715271,0.32375186681747437,
1409,4,0.07589201629161835,,,,,,
1419,4,0.06532876938581467,,,,,,
1429,4,0.07655413448810577,,,,,,
1439,4,0.12323718518018723,,,,,,
1449,4,0.05394577234983444,,,,,,
1459,4,0.09532496333122253,,,,,,
1469,4,0.12233062833547592,,,,,,
1479,4,0.08336241543292999,,,,,,
1489,4,0.05346737056970596,,,,,,
1499,4,0.1710708886384964,,,,,,
1509,4,0.10406055301427841,,,,,,
1519,4,0.07438725978136063,,,,,,
1529,4,0.14493390917778015,,,,,,
1539,4,0.10484693199396133,,,,,,
1549,4,0.11836990714073181,,,,,,
1559,4,0.07774694263935089,,,,,,
1569,4,0.07380322366952896,,,,,,
1579,4,0.10472192615270615,,,,,,
1589,4,0.0841728001832962,,,,,,
1599,4,0.06403810530900955,,,,,,
1609,4,0.10481170564889908,,,,,,
1619,4,0.06954921782016754,,,,,,
1629,4,0.10204557329416275,,,,,,
1639,4,0.07448985427618027,,,,,,
1649,4,0.06935823708772659,,,,,,
1659,4,0.09633219987154007,,,,,,
1669,4,0.08533988893032074,,,,,,
1679,4,0.10338788479566574,,,,,,
1689,4,0.06808984279632568,,,,,,
1699,4,0.05768108740448952,,,,,,
1709,4,0.11490204930305481,,,,,,
1719,4,0.07679238170385361,,,,,,
1729,4,0.0904003158211708,,,,,,
1739,4,0.05723213031888008,,,,,,
1749,4,0.04572270065546036,,,,,,
1759,4,0.10754678398370743,,,,,,
1759,4,,0.2751566767692566,0.21165643632411957,0.0816384106874466,0.7987037301063538,0.33642566204071045,
1760,5,,,,,,,0.0816384106874466
