step,epoch,train_loss,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
9,0,0.9024930000305176,,,,,,
19,0,0.33905619382858276,,,,,,
29,0,0.4199521243572235,,,,,,
39,0,0.4052986204624176,,,,,,
49,0,0.2817249000072479,,,,,,
59,0,0.2504848539829254,,,,,,
69,0,0.5726658701896667,,,,,,
79,0,0.2552482485771179,,,,,,
89,0,0.22610780596733093,,,,,,
99,0,0.2984330654144287,,,,,,
109,0,0.25248488783836365,,,,,,
119,0,0.37641140818595886,,,,,,
129,0,0.17704445123672485,,,,,,
139,0,0.45960116386413574,,,,,,
149,0,0.31252387166023254,,,,,,
159,0,0.2581978142261505,,,,,,
169,0,0.20321758091449738,,,,,,
179,0,0.2851792871952057,,,,,,
189,0,0.26539376378059387,,,,,,
199,0,0.22394180297851562,,,,,,
209,0,0.3183763027191162,,,,,,
219,0,0.24956509470939636,,,,,,
229,0,0.1935480684041977,,,,,,
239,0,0.292578786611557,,,,,,
249,0,0.2867242693901062,,,,,,
259,0,0.20625349879264832,,,,,,
269,0,0.25969499349594116,,,,,,
279,0,0.1978021264076233,,,,,,
289,0,0.2899196147918701,,,,,,
299,0,0.222506582736969,,,,,,
309,0,0.2554246783256531,,,,,,
319,0,0.192178875207901,,,,,,
329,0,0.15383492410182953,,,,,,
339,0,0.1989450603723526,,,,,,
349,0,0.14634297788143158,,,,,,
359,0,0.2257542908191681,,,,,,
369,0,0.10356218367815018,,,,,,
379,0,0.10887867957353592,,,,,,
389,0,0.20402176678180695,,,,,,
399,0,0.07797829806804657,,,,,,
409,0,0.2438696324825287,,,,,,
419,0,0.20157386362552643,,,,,,
429,0,0.17651142179965973,,,,,,
439,0,0.22292807698249817,,,,,,
449,0,0.1725618690252304,,,,,,
459,0,0.28597375750541687,,,,,,
469,0,0.20447078347206116,,,,,,
479,0,0.07142692059278488,,,,,,
489,0,0.17808783054351807,,,,,,
499,0,0.2793125510215759,,,,,,
509,0,0.12870365381240845,,,,,,
519,0,0.1542341262102127,,,,,,
529,0,0.17220085859298706,,,,,,
539,0,0.1758144497871399,,,,,,
549,0,0.10798045992851257,,,,,,
559,0,0.20807817578315735,,,,,,
569,0,0.1829988807439804,,,,,,
579,0,0.11855443567037582,,,,,,
589,0,0.12990540266036987,,,,,,
599,0,0.25864577293395996,,,,,,
609,0,0.16929778456687927,,,,,,
619,0,0.08786048740148544,,,,,,
629,0,0.1742241084575653,,,,,,
639,0,0.12483692169189453,,,,,,
649,0,0.11992912739515305,,,,,,
659,0,0.14707760512828827,,,,,,
669,0,0.17677362263202667,,,,,,
679,0,0.155429407954216,,,,,,
689,0,0.2579323649406433,,,,,,
699,0,0.20411904156208038,,,,,,
709,0,0.1155344620347023,,,,,,
719,0,0.13776087760925293,,,,,,
729,0,0.17727220058441162,,,,,,
739,0,0.12725551426410675,,,,,,
749,0,0.14179322123527527,,,,,,
759,0,0.12625303864479065,,,,,,
769,0,0.19629353284835815,,,,,,
779,0,0.09851910173892975,,,,,,
789,0,0.13514244556427002,,,,,,
799,0,0.18299612402915955,,,,,,
809,0,0.08413592725992203,,,,,,
819,0,0.21519985795021057,,,,,,
829,0,0.17744547128677368,,,,,,
839,0,0.09697487205266953,,,,,,
849,0,0.04032626748085022,,,,,,
859,0,0.18651120364665985,,,,,,
869,0,0.0989297479391098,,,,,,
879,0,0.0334005281329155,,,,,,
889,0,0.12763948738574982,,,,,,
899,0,0.13211728632450104,,,,,,
909,0,0.19431072473526,,,,,,
919,0,0.10697635263204575,,,,,,
929,0,0.16085505485534668,,,,,,
939,0,0.08750307559967041,,,,,,
949,0,0.13253401219844818,,,,,,
959,0,0.07553375512361526,,,,,,
969,0,0.10606036335229874,,,,,,
979,0,0.0888371542096138,,,,,,
989,0,0.09241348505020142,,,,,,
999,0,0.19908034801483154,,,,,,
999,0,,0.12832733988761902,0.3676607310771942,0.3856825828552246,0.8331966400146484,0.3204633295536041,
1009,1,0.1425226777791977,,,,,,
1019,1,0.17227324843406677,,,,,,
1029,1,0.19512934982776642,,,,,,
1039,1,0.2420179545879364,,,,,,
1049,1,0.08791059255599976,,,,,,
1059,1,0.11546508967876434,,,,,,
1069,1,0.12713216245174408,,,,,,
1079,1,0.1288272738456726,,,,,,
1089,1,0.1709967702627182,,,,,,
1099,1,0.08266867697238922,,,,,,
1109,1,0.08766408264636993,,,,,,
1119,1,0.05557544156908989,,,,,,
1129,1,0.10364524275064468,,,,,,
1139,1,0.11733506619930267,,,,,,
1149,1,0.07963624596595764,,,,,,
1159,1,0.08576188236474991,,,,,,
1169,1,0.1635541319847107,,,,,,
1179,1,0.09199052304029465,,,,,,
1189,1,0.25000685453414917,,,,,,
1199,1,0.11945705115795135,,,,,,
1209,1,0.1436002403497696,,,,,,
1219,1,0.0840076431632042,,,,,,
1229,1,0.09459090977907181,,,,,,
1239,1,0.13002726435661316,,,,,,
1249,1,0.10574333369731903,,,,,,
1259,1,0.1693907380104065,,,,,,
1269,1,0.10071928054094315,,,,,,
1279,1,0.09726513177156448,,,,,,
1289,1,0.16024142503738403,,,,,,
1299,1,0.11342257261276245,,,,,,
1309,1,0.16895778477191925,,,,,,
1319,1,0.047461800277233124,,,,,,
1329,1,0.10987169295549393,,,,,,
1339,1,0.17470447719097137,,,,,,
1349,1,0.22367240488529205,,,,,,
1359,1,0.08701033890247345,,,,,,
1369,1,0.0742197036743164,,,,,,
1379,1,0.1002378985285759,,,,,,
1389,1,0.19169248640537262,,,,,,
1399,1,0.16630664467811584,,,,,,
1409,1,0.06926169991493225,,,,,,
1419,1,0.09346801042556763,,,,,,
1429,1,0.0812293291091919,,,,,,
1439,1,0.165019229054451,,,,,,
1449,1,0.11205458641052246,,,,,,
1459,1,0.16088473796844482,,,,,,
1469,1,0.06806439906358719,,,,,,
1479,1,0.09738967567682266,,,,,,
1489,1,0.1321282833814621,,,,,,
1499,1,0.08129383623600006,,,,,,
1509,1,0.10067758709192276,,,,,,
1519,1,0.0802435427904129,,,,,,
1529,1,0.11405128985643387,,,,,,
1539,1,0.14669793844223022,,,,,,
1549,1,0.1252361387014389,,,,,,
1559,1,0.03933476284146309,,,,,,
1569,1,0.13386818766593933,,,,,,
1579,1,0.08101068437099457,,,,,,
1589,1,0.1327323019504547,,,,,,
1599,1,0.12622950971126556,,,,,,
1609,1,0.12590143084526062,,,,,,
1619,1,0.06702651083469391,,,,,,
1629,1,0.0611441396176815,,,,,,
1639,1,0.09815565496683121,,,,,,
1649,1,0.1111646443605423,,,,,,
1659,1,0.053929220885038376,,,,,,
1669,1,0.16236859560012817,,,,,,
1679,1,0.020443936809897423,,,,,,
1689,1,0.2738020718097687,,,,,,
1699,1,0.09248694777488708,,,,,,
1709,1,0.07439245283603668,,,,,,
1719,1,0.11730437725782394,,,,,,
1729,1,0.030777469277381897,,,,,,
1739,1,0.09158651530742645,,,,,,
1749,1,0.09172883629798889,,,,,,
1759,1,0.04135442525148392,,,,,,
1769,1,0.07801002264022827,,,,,,
1779,1,0.05674206465482712,,,,,,
