step,epoch,train_loss,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_em,val_qa_sas,test_loss
9,0,0.24327053129673004,,,,,,
19,0,0.5047064423561096,,,,,,
29,0,0.2689974308013916,,,,,,
39,0,0.19850316643714905,,,,,,
49,0,0.2645997405052185,,,,,,
59,0,0.1326809972524643,,,,,,
69,0,0.24088582396507263,,,,,,
79,0,0.18560415506362915,,,,,,
89,0,0.26885363459587097,,,,,,
99,0,0.21173648536205292,,,,,,
109,0,0.18197688460350037,,,,,,
119,0,0.14297284185886383,,,,,,
129,0,0.1994374394416809,,,,,,
139,0,0.2817002236843109,,,,,,
149,0,0.2123485803604126,,,,,,
159,0,0.08786188811063766,,,,,,
169,0,0.15798009932041168,,,,,,
179,0,0.10206793993711472,,,,,,
189,0,0.13526025414466858,,,,,,
199,0,0.06967274844646454,,,,,,
209,0,0.22151288390159607,,,,,,
219,0,0.15622302889823914,,,,,,
229,0,0.15206734836101532,,,,,,
239,0,0.11395977437496185,,,,,,
249,0,0.1284143179655075,,,,,,
259,0,0.13032697141170502,,,,,,
269,0,0.20308028161525726,,,,,,
279,0,0.09686686098575592,,,,,,
289,0,0.17323482036590576,,,,,,
299,0,0.15620259940624237,,,,,,
309,0,0.11779256910085678,,,,,,
319,0,0.21631599962711334,,,,,,
329,0,0.1291605681180954,,,,,,
339,0,0.06504756957292557,,,,,,
349,0,0.10447292774915695,,,,,,
359,0,0.17544610798358917,,,,,,
369,0,0.20237243175506592,,,,,,
379,0,0.14711731672286987,,,,,,
389,0,0.10433658957481384,,,,,,
399,0,0.1496165245771408,,,,,,
409,0,0.10055752098560333,,,,,,
419,0,0.17548970878124237,,,,,,
429,0,0.11054982244968414,,,,,,
439,0,0.08425363153219223,,,,,,
449,0,0.15180005133152008,,,,,,
459,0,0.10448506474494934,,,,,,
469,0,0.1213853657245636,,,,,,
479,0,0.13733546435832977,,,,,,
489,0,0.19012315571308136,,,,,,
499,0,0.09273161739110947,,,,,,
509,0,0.1402026116847992,,,,,,
519,0,0.1522970050573349,,,,,,
529,0,0.08332651108503342,,,,,,
539,0,0.1344551146030426,,,,,,
549,0,0.11735497415065765,,,,,,
559,0,0.16278207302093506,,,,,,
569,0,0.19878698885440826,,,,,,
579,0,0.0502062551677227,,,,,,
589,0,0.08964715152978897,,,,,,
599,0,0.09641645103693008,,,,,,
609,0,0.1232224702835083,,,,,,
619,0,0.07769237458705902,,,,,,
629,0,0.09251854568719864,,,,,,
639,0,0.0794467031955719,,,,,,
649,0,0.04411419853568077,,,,,,
659,0,0.07853379100561142,,,,,,
669,0,0.11019308120012283,,,,,,
679,0,0.12537208199501038,,,,,,
689,0,0.1530601978302002,,,,,,
699,0,0.16802895069122314,,,,,,
709,0,0.11055027693510056,,,,,,
719,0,0.09272146970033646,,,,,,
729,0,0.04853213578462601,,,,,,
739,0,0.07638753950595856,,,,,,
749,0,0.0649195984005928,,,,,,
759,0,0.11026778817176819,,,,,,
769,0,0.0838647410273552,,,,,,
779,0,0.0614001639187336,,,,,,
789,0,0.11595073342323303,,,,,,
799,0,0.10370603203773499,,,,,,
809,0,0.09685829281806946,,,,,,
819,0,0.10831762105226517,,,,,,
829,0,0.07170458883047104,,,,,,
839,0,0.08676210045814514,,,,,,
849,0,0.08953123539686203,,,,,,
859,0,0.22771058976650238,,,,,,
869,0,0.09849978983402252,,,,,,
879,0,0.07102929800748825,,,,,,
889,0,0.1262444406747818,,,,,,
899,0,0.07122974842786789,,,,,,
909,0,0.07124784588813782,,,,,,
919,0,0.1053556576371193,,,,,,
929,0,0.11379077285528183,,,,,,
939,0,0.05066576972603798,,,,,,
949,0,0.10291225463151932,,,,,,
959,0,0.04103955253958702,,,,,,
969,0,0.08457928150892258,,,,,,
979,0,0.19994869828224182,,,,,,
989,0,0.09863097965717316,,,,,,
999,0,0.06429442018270493,,,,,,
1009,0,0.0789458230137825,,,,,,
1019,0,0.16056226193904877,,,,,,
1029,0,0.06547302007675171,,,,,,
1039,0,0.16707675158977509,,,,,,
1049,0,0.15030550956726074,,,,,,
1059,0,0.06374672055244446,,,,,,
1069,0,0.10568346828222275,,,,,,
1079,0,0.06658714264631271,,,,,,
1089,0,0.07180079817771912,,,,,,
1099,0,0.07810826599597931,,,,,,
1109,0,0.10672273486852646,,,,,,
1119,0,0.0854656919836998,,,,,,
1129,0,0.1295272260904312,,,,,,
1139,0,0.14431065320968628,,,,,,
1149,0,0.052050646394491196,,,,,,
1159,0,0.065639927983284,,,,,,
1169,0,0.07638583332300186,,,,,,
1179,0,0.08721959590911865,,,,,,
1189,0,0.08932368457317352,,,,,,
1199,0,0.11333756148815155,,,,,,
1209,0,0.04881095886230469,,,,,,
1219,0,0.060445964336395264,,,,,,
1229,0,0.03162083029747009,,,,,,
1239,0,0.09983133524656296,,,,,,
1249,0,0.0647575706243515,,,,,,
1259,0,0.017369192093610764,,,,,,
1269,0,0.05383123457431793,,,,,,
1279,0,0.12942592799663544,,,,,,
1289,0,0.16831259429454803,,,,,,
1299,0,0.033452358096838,,,,,,
1309,0,0.03405967727303505,,,,,,
1319,0,0.1313892900943756,,,,,,
1329,0,0.0487554706633091,,,,,,
1339,0,0.10018666833639145,,,,,,
1349,0,0.1296205371618271,,,,,,
1359,0,0.14820130169391632,,,,,,
1369,0,0.10208209604024887,,,,,,
1379,0,0.04326419532299042,,,,,,
1389,0,0.13498865067958832,,,,,,
1399,0,0.06489214301109314,,,,,,
1409,0,0.08255738019943237,,,,,,
1419,0,0.08155196160078049,,,,,,
1429,0,0.053367577493190765,,,,,,
1439,0,0.06794708967208862,,,,,,
1449,0,0.022223293781280518,,,,,,
1459,0,0.052460379898548126,,,,,,
1469,0,0.05602283403277397,,,,,,
1479,0,0.03632943332195282,,,,,,
1489,0,0.04346251115202904,,,,,,
1499,0,0.13356326520442963,,,,,,
1509,0,0.09283018857240677,,,,,,
1519,0,0.05817577987909317,,,,,,
1529,0,0.047058627009391785,,,,,,
1539,0,0.07966945320367813,,,,,,
1549,0,0.05872337147593498,,,,,,
1559,0,0.06216515973210335,,,,,,
1569,0,0.07474660128355026,,,,,,
1579,0,0.07591137290000916,,,,,,
1589,0,0.07973171770572662,,,,,,
1599,0,0.12715832889080048,,,,,,
1609,0,0.04090151935815811,,,,,,
1619,0,0.07403365522623062,,,,,,
1629,0,0.04109736904501915,,,,,,
1631,0,,0.8499279022216797,0.08475717902183533,0.46168458461761475,0.4028571546077728,0.4900365471839905,
1639,1,0.051930829882621765,,,,,,
1649,1,0.11538098752498627,,,,,,
1659,1,0.07999018579721451,,,,,,
1669,1,0.057861000299453735,,,,,,
1679,1,0.026875197887420654,,,,,,
1689,1,0.02401909790933132,,,,,,
1699,1,0.03714751824736595,,,,,,
1709,1,0.0788593664765358,,,,,,
