step,train_loss,epoch,val_qa_bert_score,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em
1299,0.11197208613157272,0,,,,,
1309,0.14042147994041443,0,,,,,
1319,0.10168202221393585,0,,,,,
1329,0.07651378214359283,0,,,,,
1339,0.06982655078172684,0,,,,,
1349,nan,0,,,,,
1359,0.1209230050444603,0,,,,,
1369,0.10186970978975296,0,,,,,
1379,0.09968188405036926,0,,,,,
1389,0.2280220240354538,0,,,,,
1399,0.11395232379436493,0,,,,,
1409,0.05176127329468727,0,,,,,
1419,nan,0,,,,,
1429,0.13622872531414032,0,,,,,
1439,0.16704486310482025,0,,,,,
1449,0.08277934044599533,0,,,,,
1459,0.10425940155982971,0,,,,,
1469,0.1632838249206543,0,,,,,
1479,0.1804831176996231,0,,,,,
1489,0.07681627571582794,0,,,,,
1499,0.11282645165920258,0,,,,,
1509,0.12513157725334167,0,,,,,
1519,0.12282431870698929,0,,,,,
1529,0.11009368300437927,0,,,,,
1539,0.12593123316764832,0,,,,,
1549,nan,0,,,,,
1559,0.13697659969329834,0,,,,,
1569,0.21043838560581207,0,,,,,
1579,0.13347545266151428,0,,,,,
1589,0.12867964804172516,0,,,,,
1599,0.09888860583305359,0,,,,,
1609,0.0876520425081253,0,,,,,
1619,0.06890378147363663,0,,,,,
1629,0.1061561107635498,0,,,,,
1639,0.09327785670757294,0,,,,,
1649,0.12061533331871033,0,,,,,
1659,0.14031490683555603,0,,,,,
1669,0.09915558248758316,0,,,,,
1679,0.06939329952001572,0,,,,,
1689,0.09165748953819275,0,,,,,
1699,0.12450297921895981,0,,,,,
1709,0.133864164352417,0,,,,,
1712,,0,0.7870367169380188,0.1482044905424118,0.29982346296310425,0.26212078332901,0.20521172881126404
1719,0.10878203064203262,1,,,,,
1729,0.1426122784614563,1,,,,,
1739,0.0950087383389473,1,,,,,
1749,0.0832943469285965,1,,,,,
1759,0.10187004506587982,1,,,,,
1769,nan,1,,,,,
1779,nan,1,,,,,
1789,0.13236702978610992,1,,,,,
1799,0.11032576113939285,1,,,,,
1809,0.0696055218577385,1,,,,,
1819,0.1624278575181961,1,,,,,
1829,0.07509434968233109,1,,,,,
1839,0.07094400376081467,1,,,,,
1849,0.12682440876960754,1,,,,,
1859,0.10463321208953857,1,,,,,
1869,0.11025308072566986,1,,,,,
1879,0.10889466851949692,1,,,,,
1889,0.1965736597776413,1,,,,,
1899,0.09100455045700073,1,,,,,
1909,0.18500886857509613,1,,,,,
1919,0.10011778026819229,1,,,,,
1929,0.09790902584791183,1,,,,,
1939,0.09950470179319382,1,,,,,
1949,0.08324674516916275,1,,,,,
1959,0.10864273458719254,1,,,,,
1969,0.13106195628643036,1,,,,,
1979,0.09716933965682983,1,,,,,
1989,0.12859846651554108,1,,,,,
1999,0.2629890441894531,1,,,,,
2009,0.07372681796550751,1,,,,,
2019,0.10282307118177414,1,,,,,
2029,0.07618656754493713,1,,,,,
2039,0.08446606993675232,1,,,,,
2049,0.14677955210208893,1,,,,,
2059,0.08887778222560883,1,,,,,
2069,0.10615794360637665,1,,,,,
2079,0.12569096684455872,1,,,,,
2089,0.1349138766527176,1,,,,,
2099,0.13987170159816742,1,,,,,
2109,0.20437587797641754,1,,,,,
2119,0.14654430747032166,1,,,,,
2129,0.1740771234035492,1,,,,,
2139,0.09741275012493134,1,,,,,
2149,0.15244881808757782,1,,,,,
2159,0.08995362371206284,1,,,,,
2169,0.15714500844478607,1,,,,,
2179,0.12634927034378052,1,,,,,
2189,0.17233893275260925,1,,,,,
2199,0.2147410660982132,1,,,,,
2209,0.11422182619571686,1,,,,,
2219,0.14396020770072937,1,,,,,
2229,0.1590038239955902,1,,,,,
2239,nan,1,,,,,
2249,0.15091493725776672,1,,,,,
2259,0.12225894629955292,1,,,,,
2269,0.11193030327558517,1,,,,,
2279,0.1734570413827896,1,,,,,
2289,0.10908482223749161,1,,,,,
2299,0.130125492811203,1,,,,,
2309,0.15889354050159454,1,,,,,
2319,0.13589702546596527,1,,,,,
2329,0.13621197640895844,1,,,,,
2339,0.14426788687705994,1,,,,,
2349,0.12007924169301987,1,,,,,
2359,nan,1,,,,,
2369,0.13455651700496674,1,,,,,
2379,0.0649302750825882,1,,,,,
2389,0.14193066954612732,1,,,,,
2399,0.1227491945028305,1,,,,,
2409,0.06841553747653961,1,,,,,
2419,0.09158242493867874,1,,,,,
2429,0.13115204870700836,1,,,,,
2439,0.07943602651357651,1,,,,,
2449,0.12086787819862366,1,,,,,
2459,0.1599033623933792,1,,,,,
2469,0.1130661591887474,1,,,,,
2479,0.18443025648593903,1,,,,,
2489,0.097664013504982,1,,,,,
2499,0.22440890967845917,1,,,,,
2509,0.0839446410536766,1,,,,,
2519,0.06784208863973618,1,,,,,
2529,0.07666781544685364,1,,,,,
2539,0.11883232742547989,1,,,,,
2549,0.19310909509658813,1,,,,,
2559,0.09184109419584274,1,,,,,
2569,0.1487603336572647,1,,,,,
2579,0.11402808129787445,1,,,,,
2589,0.1591104418039322,1,,,,,
2599,0.11504629254341125,1,,,,,
2609,0.15416841208934784,1,,,,,
2619,0.08344383537769318,1,,,,,
2629,0.07261809706687927,1,,,,,
2639,0.0817398875951767,1,,,,,
2649,0.12417533248662949,1,,,,,
2659,0.12184589356184006,1,,,,,
2669,0.09974046796560287,1,,,,,
2679,0.12431430071592331,1,,,,,
2689,0.11800463497638702,1,,,,,
2699,0.1713143289089203,1,,,,,
2709,0.13474208116531372,1,,,,,
2719,0.11861598491668701,1,,,,,
2729,0.17510949075222015,1,,,,,
2739,0.10767049342393875,1,,,,,
2749,0.15422241389751434,1,,,,,
2759,0.10413076728582382,1,,,,,
2769,0.1339769810438156,1,,,,,
2779,0.09885645657777786,1,,,,,
2789,0.21473826467990875,1,,,,,
2799,0.1021985113620758,1,,,,,
2809,0.18579579889774323,1,,,,,
2819,0.13339293003082275,1,,,,,
2829,0.12760721147060394,1,,,,,
2839,0.08306865394115448,1,,,,,
2849,0.12625932693481445,1,,,,,
2859,0.1268163025379181,1,,,,,
2869,0.09823958575725555,1,,,,,
2879,0.1506660282611847,1,,,,,
2889,0.05828826129436493,1,,,,,
2899,0.14118550717830658,1,,,,,
2909,0.13962149620056152,1,,,,,
2919,0.09091949462890625,1,,,,,
2929,0.08058293163776398,1,,,,,
2939,0.06257424503564835,1,,,,,
2949,0.14625662565231323,1,,,,,
2959,0.14249181747436523,1,,,,,
2969,0.15621571242809296,1,,,,,
2979,0.12359115481376648,1,,,,,
2989,0.11253191530704498,1,,,,,
2999,0.11928165704011917,1,,,,,
3009,0.07501380145549774,1,,,,,
3019,0.10583131015300751,1,,,,,
3029,0.2019982784986496,1,,,,,
3039,0.10905051231384277,1,,,,,
3049,nan,1,,,,,
3059,nan,1,,,,,
3069,nan,1,,,,,
3079,nan,1,,,,,
3089,nan,1,,,,,
3099,nan,1,,,,,
3109,nan,1,,,,,
3119,nan,1,,,,,
3129,nan,1,,,,,
3139,nan,1,,,,,
3149,nan,1,,,,,
3159,nan,1,,,,,
3169,nan,1,,,,,
3179,nan,1,,,,,
3189,nan,1,,,,,
3199,nan,1,,,,,
3209,nan,1,,,,,
3219,nan,1,,,,,
3229,nan,1,,,,,
3239,nan,1,,,,,
3249,nan,1,,,,,
3259,nan,1,,,,,
3269,nan,1,,,,,
3279,nan,1,,,,,
3289,nan,1,,,,,
3299,nan,1,,,,,
3309,nan,1,,,,,
3319,nan,1,,,,,
3329,nan,1,,,,,
3339,nan,1,,,,,
3349,nan,1,,,,,
3359,nan,1,,,,,
3369,nan,1,,,,,
3379,nan,1,,,,,
3389,nan,1,,,,,
3399,nan,1,,,,,
3409,nan,1,,,,,
3419,nan,1,,,,,
