step,train_loss,epoch,val_qa_bert_score,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em
9,0.8467506766319275,0,,,,,
19,0.25260236859321594,0,,,,,
29,0.3784831166267395,0,,,,,
39,0.2687344253063202,0,,,,,
49,0.3223791718482971,0,,,,,
59,0.2702510356903076,0,,,,,
69,0.24869072437286377,0,,,,,
79,0.2246766835451126,0,,,,,
89,0.25461310148239136,0,,,,,
99,0.32611480355262756,0,,,,,
109,0.17798864841461182,0,,,,,
119,0.26249778270721436,0,,,,,
129,0.212271586060524,0,,,,,
139,0.2791833281517029,0,,,,,
149,0.15846751630306244,0,,,,,
159,0.16886740922927856,0,,,,,
169,0.15098124742507935,0,,,,,
179,0.14130927622318268,0,,,,,
189,0.202799990773201,0,,,,,
199,0.1376926749944687,0,,,,,
209,0.2945939004421234,0,,,,,
219,0.1599317193031311,0,,,,,
229,0.10715007036924362,0,,,,,
239,0.20159494876861572,0,,,,,
249,0.205627903342247,0,,,,,
259,0.17475883662700653,0,,,,,
269,0.1447153240442276,0,,,,,
279,0.10669587552547455,0,,,,,
289,0.19631056487560272,0,,,,,
299,0.20532172918319702,0,,,,,
309,0.15454673767089844,0,,,,,
319,0.1691109538078308,0,,,,,
329,0.08130869269371033,0,,,,,
339,0.1958717405796051,0,,,,,
349,0.09453961253166199,0,,,,,
359,0.10881153494119644,0,,,,,
369,0.12226686626672745,0,,,,,
379,0.17139390110969543,0,,,,,
389,0.13727030158042908,0,,,,,
399,0.1512233316898346,0,,,,,
409,0.19065351784229279,0,,,,,
419,0.18460920453071594,0,,,,,
429,0.07242600619792938,0,,,,,
439,0.21605819463729858,0,,,,,
449,0.12185247987508774,0,,,,,
459,0.1962643712759018,0,,,,,
469,0.16606895625591278,0,,,,,
479,0.0713912770152092,0,,,,,
489,0.14635804295539856,0,,,,,
499,0.14786730706691742,0,,,,,
509,0.15883173048496246,0,,,,,
519,0.12247191369533539,0,,,,,
529,0.07442864030599594,0,,,,,
539,0.10635341703891754,0,,,,,
549,0.12720301747322083,0,,,,,
559,0.1309780478477478,0,,,,,
569,0.16276954114437103,0,,,,,
579,0.06802999973297119,0,,,,,
589,0.10832469165325165,0,,,,,
599,0.09243638068437576,0,,,,,
609,0.10223209857940674,0,,,,,
619,0.0639575868844986,0,,,,,
629,0.1822461187839508,0,,,,,
639,0.1360822468996048,0,,,,,
649,0.10449637472629547,0,,,,,
659,0.17744803428649902,0,,,,,
669,0.11826974898576736,0,,,,,
679,0.19888532161712646,0,,,,,
689,0.13018296658992767,0,,,,,
699,0.1066269651055336,0,,,,,
709,0.0821174904704094,0,,,,,
719,0.09293331950902939,0,,,,,
729,0.08076263219118118,0,,,,,
739,0.15881364047527313,0,,,,,
749,0.1794019341468811,0,,,,,
759,0.09959229826927185,0,,,,,
769,0.09109795093536377,0,,,,,
779,0.17262300848960876,0,,,,,
789,0.0937708392739296,0,,,,,
799,0.10541544109582901,0,,,,,
809,0.17155948281288147,0,,,,,
819,0.11036385595798492,0,,,,,
829,0.08125712722539902,0,,,,,
839,0.18536749482154846,0,,,,,
849,0.19322587549686432,0,,,,,
859,0.21719887852668762,0,,,,,
869,0.1428757607936859,0,,,,,
879,0.13005012273788452,0,,,,,
889,0.09536956250667572,0,,,,,
899,0.08462592214345932,0,,,,,
909,0.0770171657204628,0,,,,,
919,0.12532614171504974,0,,,,,
929,0.0652458667755127,0,,,,,
939,0.14413097500801086,0,,,,,
949,0.09323129802942276,0,,,,,
959,0.07491277903318405,0,,,,,
969,nan,0,,,,,
979,0.10627144575119019,0,,,,,
989,0.11162187904119492,0,,,,,
999,0.08108222484588623,0,,,,,
1009,0.07181351631879807,0,,,,,
1019,0.08710357546806335,0,,,,,
1029,0.15439312160015106,0,,,,,
1039,0.1414402723312378,0,,,,,
1049,0.11775808781385422,0,,,,,
1059,0.12337750196456909,0,,,,,
1069,0.10353775322437286,0,,,,,
1079,0.10753720253705978,0,,,,,
1089,0.09287527203559875,0,,,,,
1099,0.217559814453125,0,,,,,
1109,0.0699271708726883,0,,,,,
1119,0.08371712267398834,0,,,,,
1129,0.09521783143281937,0,,,,,
1139,0.17662613093852997,0,,,,,
1149,0.07121773809194565,0,,,,,
1159,nan,0,,,,,
1169,0.05480002239346504,0,,,,,
1179,0.058445174247026443,0,,,,,
1189,0.12829090654850006,0,,,,,
1199,0.10158953070640564,0,,,,,
1209,0.19122524559497833,0,,,,,
1219,0.12470903247594833,0,,,,,
1229,0.12726612389087677,0,,,,,
1239,0.14064285159111023,0,,,,,
1249,0.1270824521780014,0,,,,,
1259,0.15268461406230927,0,,,,,
1269,0.08471298962831497,0,,,,,
1279,0.04817505180835724,0,,,,,
1289,nan,0,,,,,
