train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0.568257212638855,0,9,,,,,,
0.3235416114330292,0,19,,,,,,
0.29828953742980957,0,29,,,,,,
0.22648891806602478,0,39,,,,,,
0.2887778580188751,0,49,,,,,,
0.5180370211601257,0,59,,,,,,
0.336993545293808,0,69,,,,,,
0.19332104921340942,0,79,,,,,,
0.1382555216550827,0,89,,,,,,
0.15289734303951263,0,99,,,,,,
0.8594281673431396,0,109,,,,,,
0.15980231761932373,0,119,,,,,,
0.11592454463243484,0,129,,,,,,
0.171188622713089,0,139,,,,,,
0.18255989253520966,0,149,,,,,,
0.102025605738163,0,159,,,,,,
0.18021270632743835,0,169,,,,,,
0.34140756726264954,0,179,,,,,,
0.14459823071956635,0,189,,,,,,
0.3290477395057678,0,199,,,,,,
0.19208572804927826,0,209,,,,,,
0.09742917120456696,0,219,,,,,,
0.22716408967971802,0,229,,,,,,
0.722536027431488,0,239,,,,,,
0.885913610458374,0,249,,,,,,
0.06084655970335007,0,259,,,,,,
0.7747339010238647,0,269,,,,,,
0.13147149980068207,0,279,,,,,,
0.15708811581134796,0,289,,,,,,
0.151525616645813,0,299,,,,,,
0.1018529012799263,0,309,,,,,,
0.10722976177930832,0,319,,,,,,
0.10970625281333923,0,329,,,,,,
0.1385333389043808,0,339,,,,,,
0.20628227293491364,0,349,,,,,,
0.05603979900479317,0,359,,,,,,
0.09384270757436752,0,369,,,,,,
0.3478243350982666,0,379,,,,,,
2.7019286155700684,0,389,,,,,,
0.3184649348258972,0,399,,,,,,
0.10423389822244644,0,409,,,,,,
0.10481853038072586,0,419,,,,,,
0.20240089297294617,0,429,,,,,,
0.07037381082773209,0,439,,,,,,
0.11379768699407578,0,449,,,,,,
0.06151045486330986,0,459,,,,,,
0.13658733665943146,0,469,,,,,,
0.15370246767997742,0,479,,,,,,
0.22314955294132233,0,489,,,,,,
0.24409544467926025,0,499,,,,,,
0.6554772257804871,0,509,,,,,,
0.21114851534366608,0,519,,,,,,
0.07483776658773422,0,529,,,,,,
0.10423953831195831,0,539,,,,,,
1.0282766819000244,0,549,,,,,,
0.07145114243030548,0,559,,,,,,
0.11965695768594742,0,569,,,,,,
0.31290939450263977,0,579,,,,,,
0.1360352486371994,0,589,,,,,,
0.1612493395805359,0,599,,,,,,
0.20778261125087738,0,609,,,,,,
0.10257820785045624,0,619,,,,,,
0.06046106666326523,0,629,,,,,,
0.10179697722196579,0,639,,,,,,
0.23184560239315033,0,649,,,,,,
0.13021494448184967,0,659,,,,,,
0.05253945291042328,0,669,,,,,,
0.11775115132331848,0,679,,,,,,
0.17970293760299683,0,689,,,,,,
0.09871914982795715,0,699,,,,,,
0.14770539104938507,0,709,,,,,,
0.030956648290157318,0,719,,,,,,
0.0892755538225174,0,729,,,,,,
0.24247150123119354,0,739,,,,,,
0.08251409977674484,0,749,,,,,,
0.15300975739955902,0,759,,,,,,
0.07282101362943649,0,769,,,,,,
0.09285582602024078,0,779,,,,,,
0.09506001323461533,0,789,,,,,,
0.06745558977127075,0,799,,,,,,
0.10384823381900787,0,809,,,,,,
0.08456593751907349,0,819,,,,,,
0.058709900826215744,0,829,,,,,,
0.0557335801422596,0,839,,,,,,
0.07277686893939972,0,849,,,,,,
0.030180102214217186,0,859,,,,,,
0.0665288195014,0,869,,,,,,
0.17331068217754364,0,879,,,,,,
0.04498570039868355,0,889,,,,,,
0.07772760093212128,0,899,,,,,,
0.08020881563425064,0,909,,,,,,
0.06925448030233383,0,919,,,,,,
0.05355842411518097,0,929,,,,,,
0.09854860603809357,0,939,,,,,,
0.07238473743200302,0,949,,,,,,
0.28951555490493774,0,959,,,,,,
0.4173879027366638,0,969,,,,,,
0.09122134000062943,0,979,,,,,,
,0,985,0.8871840834617615,0.6738600730895996,0.12833954393863678,0.616306722164154,0.3775216042995453,
0.036329131573438644,1,989,,,,,,
0.08452439308166504,1,999,,,,,,
0.045896295458078384,1,1009,,,,,,
0.08875630795955658,1,1019,,,,,,
0.058942679315805435,1,1029,,,,,,
0.06331747025251389,1,1039,,,,,,
0.2852923274040222,1,1049,,,,,,
0.09359493106603622,1,1059,,,,,,
0.13167144358158112,1,1069,,,,,,
0.06415215879678726,1,1079,,,,,,
0.020517680794000626,1,1089,,,,,,
0.0959627628326416,1,1099,,,,,,
0.3241971731185913,1,1109,,,,,,
0.1136402115225792,1,1119,,,,,,
2.113588571548462,1,1129,,,,,,
0.04489282891154289,1,1139,,,,,,
0.05538124963641167,1,1149,,,,,,
0.03553982824087143,1,1159,,,,,,
0.03251217305660248,1,1169,,,,,,
0.09858659654855728,1,1179,,,,,,
