train_loss,epoch,step,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_loss,val_qa_sas,test_loss
0.8165010809898376,0,9,,,,,,
0.31495270133018494,0,19,,,,,,
0.47959914803504944,0,29,,,,,,
0.5197657346725464,0,39,,,,,,
0.5812652707099915,0,49,,,,,,
13.848508834838867,0,59,,,,,,
0.6343746185302734,0,69,,,,,,
0.30504846572875977,0,79,,,,,,
1.1807647943496704,0,89,,,,,,
0.5759171843528748,0,99,,,,,,
0.5634169578552246,0,109,,,,,,
0.5152131915092468,0,119,,,,,,
0.35321947932243347,0,129,,,,,,
0.422387033700943,0,139,,,,,,
0.7088634967803955,0,149,,,,,,
0.7583303451538086,0,159,,,,,,
0.3693714737892151,0,169,,,,,,
0.2172178477048874,0,179,,,,,,
0.24417822062969208,0,189,,,,,,
0.5805187821388245,0,199,,,,,,
0.16534242033958435,0,209,,,,,,
0.7403106689453125,0,219,,,,,,
0.6108842492103577,0,229,,,,,,
0.17639462649822235,0,239,,,,,,
0.2245798259973526,0,249,,,,,,
0.36037132143974304,0,259,,,,,,
0.13065162301063538,0,269,,,,,,
0.3095349669456482,0,279,,,,,,
0.22535210847854614,0,289,,,,,,
0.4110294580459595,0,299,,,,,,
0.22676758468151093,0,309,,,,,,
0.5239026546478271,0,319,,,,,,
0.25267472863197327,0,329,,,,,,
0.4400997757911682,0,339,,,,,,
0.45179593563079834,0,349,,,,,,
0.43557313084602356,0,359,,,,,,
,0,361,0.8851079344749451,0.6336552500724792,0.5448718070983887,0.08656211942434311,0.6528805494308472,
0.7461875081062317,1,369,,,,,,
0.1860503852367401,1,379,,,,,,
0.5461081862449646,1,389,,,,,,
0.17135176062583923,1,399,,,,,,
0.1765463501214981,1,409,,,,,,
0.12808117270469666,1,419,,,,,,
0.18778949975967407,1,429,,,,,,
0.19048535823822021,1,439,,,,,,
0.5053819417953491,1,449,,,,,,
0.34486863017082214,1,459,,,,,,
0.16953060030937195,1,469,,,,,,
0.12136808037757874,1,479,,,,,,
0.09608931839466095,1,489,,,,,,
0.1584182232618332,1,499,,,,,,
0.2672784924507141,1,509,,,,,,
0.16606469452381134,1,519,,,,,,
0.13311171531677246,1,529,,,,,,
0.2885124683380127,1,539,,,,,,
0.3279605805873871,1,549,,,,,,
0.08183632791042328,1,559,,,,,,
0.343827486038208,1,569,,,,,,
0.15185430645942688,1,579,,,,,,
0.19372843205928802,1,589,,,,,,
0.09081818163394928,1,599,,,,,,
0.2089628130197525,1,609,,,,,,
0.29517561197280884,1,619,,,,,,
0.13548284769058228,1,629,,,,,,
0.13137280941009521,1,639,,,,,,
0.16976284980773926,1,649,,,,,,
0.1230228841304779,1,659,,,,,,
0.12784917652606964,1,669,,,,,,
0.1251252442598343,1,679,,,,,,
0.09002453088760376,1,689,,,,,,
0.19170081615447998,1,699,,,,,,
0.17605040967464447,1,709,,,,,,
0.05260835215449333,1,719,,,,,,
,1,723,0.8981828093528748,0.6618104577064514,0.5833333134651184,0.08600757271051407,0.6722772121429443,
0.04155699163675308,2,729,,,,,,
0.06656983494758606,2,739,,,,,,
0.05078789219260216,2,749,,,,,,
2.1257622241973877,2,759,,,,,,
0.18888501822948456,2,769,,,,,,
0.07471315562725067,2,779,,,,,,
0.2581362724304199,2,789,,,,,,
0.0682140663266182,2,799,,,,,,
0.053774259984493256,2,809,,,,,,
0.04988158866763115,2,819,,,,,,
0.23419201374053955,2,829,,,,,,
0.055816974490880966,2,839,,,,,,
0.17495769262313843,2,849,,,,,,
0.04083110764622688,2,859,,,,,,
0.05112608149647713,2,869,,,,,,
0.1375415325164795,2,879,,,,,,
0.09437306970357895,2,889,,,,,,
0.024939486756920815,2,899,,,,,,
0.08846744149923325,2,909,,,,,,
0.04294929280877113,2,919,,,,,,
0.0756189376115799,2,929,,,,,,
0.028388602659106255,2,939,,,,,,
0.21689172089099884,2,949,,,,,,
0.016616249457001686,2,959,,,,,,
0.01684083789587021,2,969,,,,,,
0.06109987571835518,2,979,,,,,,
0.1076759621500969,2,989,,,,,,
0.021246956661343575,2,999,,,,,,
0.04716453701257706,2,1009,,,,,,
0.08233900368213654,2,1019,,,,,,
0.015287524089217186,2,1029,,,,,,
0.12362821400165558,2,1039,,,,,,
0.04797277972102165,2,1049,,,,,,
0.06642402708530426,2,1059,,,,,,
0.055962346494197845,2,1069,,,,,,
0.15395213663578033,2,1079,,,,,,
,2,1085,0.8961628675460815,0.6597902774810791,0.5961538553237915,0.09825922548770905,0.6646465063095093,
0.15653112530708313,3,1089,,,,,,
0.028032323345541954,3,1099,,,,,,
0.30646276473999023,3,1109,,,,,,
0.03085758537054062,3,1119,,,,,,
0.012998298741877079,3,1129,,,,,,
0.043018922209739685,3,1139,,,,,,
0.04761428013443947,3,1149,,,,,,
0.05659737437963486,3,1159,,,,,,
0.1161903515458107,3,1169,,,,,,
0.04027685895562172,3,1179,,,,,,
0.008563071489334106,3,1189,,,,,,
1.3191826343536377,3,1199,,,,,,
0.11436329782009125,3,1209,,,,,,
0.011107217520475388,3,1219,,,,,,
0.037381913512945175,3,1229,,,,,,
0.07031950354576111,3,1239,,,,,,
