step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_loss
9,0.3687736988067627,0,,,,,,
19,0.32404083013534546,0,,,,,,
29,0.30447688698768616,0,,,,,,
39,0.25900962948799133,0,,,,,,
49,0.2585841119289398,0,,,,,,
59,0.2848537266254425,0,,,,,,
69,0.3986159861087799,0,,,,,,
79,0.31304606795310974,0,,,,,,
89,0.20097258687019348,0,,,,,,
99,0.3223542869091034,0,,,,,,
109,0.11445669829845428,0,,,,,,
119,0.25745970010757446,0,,,,,,
129,0.19522365927696228,0,,,,,,
139,0.24423052370548248,0,,,,,,
149,0.16484297811985016,0,,,,,,
159,0.11784739792346954,0,,,,,,
169,0.1966255158185959,0,,,,,,
179,0.1722749024629593,0,,,,,,
189,0.1117681935429573,0,,,,,,
199,0.1471208781003952,0,,,,,,
209,0.16354691982269287,0,,,,,,
219,0.10850805789232254,0,,,,,,
229,0.14855852723121643,0,,,,,,
239,0.2031850963830948,0,,,,,,
249,0.20273074507713318,0,,,,,,
259,0.301751047372818,0,,,,,,
269,0.19294357299804688,0,,,,,,
279,0.23927393555641174,0,,,,,,
289,0.09291467815637589,0,,,,,,
299,0.19663064181804657,0,,,,,,
309,0.2903197407722473,0,,,,,,
319,0.19792385399341583,0,,,,,,
329,0.2134052813053131,0,,,,,,
339,0.21644417941570282,0,,,,,,
349,0.21980400383472443,0,,,,,,
359,0.22814784944057465,0,,,,,,
369,0.25955840945243835,0,,,,,,
379,0.33824002742767334,0,,,,,,
389,0.10751011967658997,0,,,,,,
399,0.13759608566761017,0,,,,,,
409,0.11109263449907303,0,,,,,,
419,0.19461041688919067,0,,,,,,
429,0.19738608598709106,0,,,,,,
439,0.16645647585391998,0,,,,,,
449,0.18884073197841644,0,,,,,,
459,0.20619353652000427,0,,,,,,
469,0.2697990834712982,0,,,,,,
479,0.17038770020008087,0,,,,,,
489,0.09334905445575714,0,,,,,,
499,0.1572336107492447,0,,,,,,
509,0.11402256041765213,0,,,,,,
519,0.18607962131500244,0,,,,,,
529,0.1748831868171692,0,,,,,,
539,0.17514921724796295,0,,,,,,
549,0.09264113008975983,0,,,,,,
559,0.15786172449588776,0,,,,,,
569,0.09508727490901947,0,,,,,,
579,0.15621152520179749,0,,,,,,
589,0.20935869216918945,0,,,,,,
599,0.2272297590970993,0,,,,,,
609,0.4617115259170532,0,,,,,,
619,0.229881152510643,0,,,,,,
629,0.2937488555908203,0,,,,,,
639,0.08632539212703705,0,,,,,,
649,0.13911868631839752,0,,,,,,
659,0.20563986897468567,0,,,,,,
669,0.10871928185224533,0,,,,,,
679,0.19542841613292694,0,,,,,,
689,0.1735578328371048,0,,,,,,
699,0.13754037022590637,0,,,,,,
709,0.18349945545196533,0,,,,,,
719,0.12375887483358383,0,,,,,,
729,0.08385691791772842,0,,,,,,
739,0.1352652609348297,0,,,,,,
749,0.17439737915992737,0,,,,,,
759,0.13655750453472137,0,,,,,,
769,0.15505771338939667,0,,,,,,
779,0.15600790083408356,0,,,,,,
789,0.11250695586204529,0,,,,,,
799,0.10869523882865906,0,,,,,,
809,0.09496483951807022,0,,,,,,
819,0.12583036720752716,0,,,,,,
829,0.19025520980358124,0,,,,,,
839,0.09033080190420151,0,,,,,,
849,0.08768486231565475,0,,,,,,
859,0.1915346086025238,0,,,,,,
869,0.18665646016597748,0,,,,,,
879,0.08746285736560822,0,,,,,,
889,0.11933021247386932,0,,,,,,
899,0.13121788203716278,0,,,,,,
909,0.06598541885614395,0,,,,,,
919,0.08433008939027786,0,,,,,,
929,0.09643498063087463,0,,,,,,
939,0.18926237523555756,0,,,,,,
949,0.1525789499282837,0,,,,,,
959,0.103186696767807,0,,,,,,
969,0.08495467901229858,0,,,,,,
979,0.16056808829307556,0,,,,,,
989,0.13448211550712585,0,,,,,,
999,0.19268259406089783,0,,,,,,
1009,0.13943561911582947,0,,,,,,
1019,0.11002707481384277,0,,,,,,
1029,0.07549985498189926,0,,,,,,
1039,0.12426173686981201,0,,,,,,
1049,0.09553203731775284,0,,,,,,
1059,0.08517204970121384,0,,,,,,
1069,0.12644721567630768,0,,,,,,
1079,0.20040439069271088,0,,,,,,
1089,0.08961795270442963,0,,,,,,
1099,0.2019902914762497,0,,,,,,
1109,0.17186060547828674,0,,,,,,
1119,0.1302739828824997,0,,,,,,
1129,0.08257051557302475,0,,,,,,
1139,0.17427222430706024,0,,,,,,
1149,0.07999241352081299,0,,,,,,
1159,0.18784967064857483,0,,,,,,
1169,0.1655922383069992,0,,,,,,
1179,0.17063970863819122,0,,,,,,
1189,0.11334427446126938,0,,,,,,
1199,0.074873186647892,0,,,,,,
1209,0.05246470868587494,0,,,,,,
1219,0.09625808149576187,0,,,,,,
1229,0.1090676560997963,0,,,,,,
1239,0.09799906611442566,0,,,,,,
1249,0.14603474736213684,0,,,,,,
1259,0.16211356222629547,0,,,,,,
1269,0.07138436287641525,0,,,,,,
1279,0.204803466796875,0,,,,,,
1289,0.06685436517000198,0,,,,,,
1299,0.2816492021083832,0,,,,,,
1309,0.0893939957022667,0,,,,,,
1319,0.1627497673034668,0,,,,,,
1329,0.07458072155714035,0,,,,,,
1339,0.13291777670383453,0,,,,,,
1349,0.12251107394695282,0,,,,,,
1359,0.14497601985931396,0,,,,,,
1369,0.17334666848182678,0,,,,,,
1379,0.11389831453561783,0,,,,,,
1389,0.12937864661216736,0,,,,,,
1399,0.11160155385732651,0,,,,,,
1409,0.11627834290266037,0,,,,,,
1419,0.09773587435483932,0,,,,,,
1429,0.08892015367746353,0,,,,,,
1439,0.09311451017856598,0,,,,,,
1449,0.05011117830872536,0,,,,,,
1459,0.21227066218852997,0,,,,,,
1469,0.12782607972621918,0,,,,,,
1479,0.0708983987569809,0,,,,,,
1489,0.10070325434207916,0,,,,,,
1499,0.1500401645898819,0,,,,,,
1509,0.10347481071949005,0,,,,,,
1519,0.11677120625972748,0,,,,,,
1529,0.0934780165553093,0,,,,,,
1539,0.08077001571655273,0,,,,,,
1549,0.07619663327932358,0,,,,,,
1559,0.08080997318029404,0,,,,,,
1569,0.1832592934370041,0,,,,,,
1579,0.07766178250312805,0,,,,,,
1589,0.1496458500623703,0,,,,,,
1591,,0,0.1747700423002243,0.11747913062572479,0.29471662640571594,0.24189744889736176,0.7906218767166138,
1599,0.12804025411605835,1,,,,,,
1609,0.10978368669748306,1,,,,,,
1619,0.10843348503112793,1,,,,,,
1629,0.06558265537023544,1,,,,,,
1639,0.12025173008441925,1,,,,,,
1649,0.07104335725307465,1,,,,,,
1659,0.05205180495977402,1,,,,,,
1669,0.060467083007097244,1,,,,,,
1679,0.126515194773674,1,,,,,,
1689,0.06794705986976624,1,,,,,,
1699,0.15702426433563232,1,,,,,,
1709,0.0769897848367691,1,,,,,,
1719,0.14897365868091583,1,,,,,,
1729,0.1317632496356964,1,,,,,,
1739,0.06603457778692245,1,,,,,,
1749,0.10852358490228653,1,,,,,,
1759,0.15603038668632507,1,,,,,,
1769,0.08620315045118332,1,,,,,,
1779,0.06904402375221252,1,,,,,,
1789,0.13581089675426483,1,,,,,,
1799,0.13290007412433624,1,,,,,,
1809,0.14180566370487213,1,,,,,,
1819,0.11004665493965149,1,,,,,,
1829,0.23643507063388824,1,,,,,,
1839,0.1463257521390915,1,,,,,,
1849,0.22369763255119324,1,,,,,,
1859,0.056969691067934036,1,,,,,,
1869,0.05243096873164177,1,,,,,,
1879,0.09414393454790115,1,,,,,,
1889,0.18742690980434418,1,,,,,,
1899,0.07478667795658112,1,,,,,,
1909,0.08782774209976196,1,,,,,,
1919,0.09347499907016754,1,,,,,,
1929,0.12152845412492752,1,,,,,,
1939,0.06492213159799576,1,,,,,,
1949,0.07036138325929642,1,,,,,,
1959,0.06711805611848831,1,,,,,,
1969,0.08830993622541428,1,,,,,,
1979,0.07343888282775879,1,,,,,,
1989,0.10896099358797073,1,,,,,,
1999,0.06710100173950195,1,,,,,,
2009,0.09782092273235321,1,,,,,,
2019,0.10934516042470932,1,,,,,,
2029,0.06224404647946358,1,,,,,,
2039,0.04564499855041504,1,,,,,,
2049,0.05523419380187988,1,,,,,,
2059,0.15046842396259308,1,,,,,,
