epoch,train_loss,step,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0,0.09878767281770706,9,,,,,,
0,0.06106487661600113,19,,,,,,
0,0.049256134778261185,29,,,,,,
0,0.05279155075550079,39,,,,,,
0,0.0733872503042221,49,,,,,,
0,0.027958007529377937,59,,,,,,
0,0.04306725040078163,69,,,,,,
0,0.04119221493601799,79,,,,,,
0,0.04078129306435585,89,,,,,,
0,0.0402478389441967,99,,,,,,
0,0.04857023432850838,109,,,,,,
0,0.05656823515892029,119,,,,,,
0,0.025168782100081444,129,,,,,,
0,0.04890406131744385,139,,,,,,
0,0.030903970822691917,149,,,,,,
0,0.030200330540537834,159,,,,,,
0,0.042045384645462036,169,,,,,,
0,0.04885011538863182,179,,,,,,
0,0.03565065935254097,189,,,,,,
0,0.03741538152098656,199,,,,,,
0,0.04622785374522209,209,,,,,,
0,0.04959970712661743,219,,,,,,
0,0.03617038205265999,229,,,,,,
0,0.05813164636492729,239,,,,,,
0,0.02440095692873001,249,,,,,,
0,0.026712721213698387,259,,,,,,
0,0.027511421591043472,269,,,,,,
0,0.024488277733325958,279,,,,,,
0,0.04133354499936104,289,,,,,,
0,0.0453239344060421,299,,,,,,
0,0.04707753285765648,309,,,,,,
0,0.033089637756347656,319,,,,,,
0,0.03582144156098366,329,,,,,,
0,0.031882841140031815,339,,,,,,
0,0.045285649597644806,349,,,,,,
0,0.039692506194114685,359,,,,,,
0,0.08588746935129166,369,,,,,,
0,0.0324271023273468,379,,,,,,
0,0.07037995755672455,389,,,,,,
0,0.04443101957440376,399,,,,,,
0,0.04994744434952736,409,,,,,,
0,0.0395517535507679,419,,,,,,
0,0.039342790842056274,429,,,,,,
0,0.024821339175105095,439,,,,,,
0,0.030476588755846024,449,,,,,,
0,0.02878611721098423,459,,,,,,
0,,467,0.3575913608074188,0.09915908426046371,0.2544580101966858,0.8284676671028137,0.18062826991081238,
1,0.027828771620988846,469,,,,,,
1,0.029850896447896957,479,,,,,,
1,0.03425045683979988,489,,,,,,
1,0.0259436946362257,499,,,,,,
1,0.06289820373058319,509,,,,,,
1,0.03032543882727623,519,,,,,,
1,0.03298000246286392,529,,,,,,
1,0.040256526321172714,539,,,,,,
1,0.035917725414037704,549,,,,,,
1,0.025768429040908813,559,,,,,,
1,0.030623799189925194,569,,,,,,
1,0.031053416430950165,579,,,,,,
1,0.030549855902791023,589,,,,,,
1,0.02584642916917801,599,,,,,,
1,0.014466398395597935,609,,,,,,
1,0.027542145922780037,619,,,,,,
1,0.05365188047289848,629,,,,,,
1,0.04595622420310974,639,,,,,,
1,0.025600476190447807,649,,,,,,
1,0.029649855569005013,659,,,,,,
1,0.03842509537935257,669,,,,,,
1,0.027074197307229042,679,,,,,,
1,0.01777554489672184,689,,,,,,
1,0.022723378613591194,699,,,,,,
1,0.021411724388599396,709,,,,,,
1,0.039684705436229706,719,,,,,,
1,0.03311987966299057,729,,,,,,
1,0.032237231731414795,739,,,,,,
1,0.04600223898887634,749,,,,,,
1,0.03435481712222099,759,,,,,,
1,0.026792388409376144,769,,,,,,
1,0.0334896557033062,779,,,,,,
1,0.037464845925569534,789,,,,,,
1,0.04017576947808266,799,,,,,,
1,0.03312082588672638,809,,,,,,
1,0.043393708765506744,819,,,,,,
1,0.058518752455711365,829,,,,,,
1,0.03226964548230171,839,,,,,,
1,0.03381890803575516,849,,,,,,
1,0.04821425676345825,859,,,,,,
1,0.039462726563215256,869,,,,,,
1,0.06339843571186066,879,,,,,,
1,0.040905486792325974,889,,,,,,
1,0.02893587201833725,899,,,,,,
1,0.031065933406352997,909,,,,,,
1,0.02056761458516121,919,,,,,,
1,0.03381434828042984,929,,,,,,
1,,935,0.34850266575813293,0.08966276794672012,0.2524193823337555,0.8255650401115417,0.17277486622333527,
2,0.04220597445964813,939,,,,,,
2,0.03488635644316673,949,,,,,,
2,0.03402402624487877,959,,,,,,
2,0.029826274141669273,969,,,,,,
2,0.02402389980852604,979,,,,,,
2,0.018491627648472786,989,,,,,,
2,0.022638238966464996,999,,,,,,
2,0.045703232288360596,1009,,,,,,
2,0.022861266508698463,1019,,,,,,
2,0.02698558382689953,1029,,,,,,
2,0.031291864812374115,1039,,,,,,
2,0.0397140197455883,1049,,,,,,
2,0.01945345848798752,1059,,,,,,
2,0.046062979847192764,1069,,,,,,
2,0.02497147209942341,1079,,,,,,
2,0.02047201432287693,1089,,,,,,
2,0.025634173303842545,1099,,,,,,
2,0.03737765923142433,1109,,,,,,
2,0.039836153388023376,1119,,,,,,
2,0.02944062650203705,1129,,,,,,
2,0.02763294242322445,1139,,,,,,
2,0.03955278545618057,1149,,,,,,
2,0.02151155099272728,1159,,,,,,
2,0.04417450726032257,1169,,,,,,
2,0.03997977450489998,1179,,,,,,
2,0.03852492943406105,1189,,,,,,
2,0.018303005024790764,1199,,,,,,
2,0.04205635190010071,1209,,,,,,
2,0.043098777532577515,1219,,,,,,
2,0.02690862864255905,1229,,,,,,
2,0.03195542097091675,1239,,,,,,
2,0.04716171696782112,1249,,,,,,
2,0.039361707866191864,1259,,,,,,
2,0.03143637627363205,1269,,,,,,
2,0.013757056556642056,1279,,,,,,
2,0.024000322446227074,1289,,,,,,
2,0.01086773443967104,1299,,,,,,
2,0.021074363961815834,1309,,,,,,
2,0.03164494410157204,1319,,,,,,
2,0.04098958149552345,1329,,,,,,
2,0.02676508203148842,1339,,,,,,
2,0.03134457767009735,1349,,,,,,
2,0.018903721123933792,1359,,,,,,
2,0.031730636954307556,1369,,,,,,
2,0.01595175825059414,1379,,,,,,
2,0.02874649129807949,1389,,,,,,
2,0.033219024538993835,1399,,,,,,
2,,1403,0.35588204860687256,0.09791069477796555,0.2630780041217804,0.8293165564537048,0.19109947979450226,
3,0.04016997665166855,1409,,,,,,
3,0.06269995123147964,1419,,,,,,
3,0.032215870916843414,1429,,,,,,
3,0.026709510013461113,1439,,,,,,
3,0.0337965153157711,1449,,,,,,
3,0.05603514611721039,1459,,,,,,
3,0.029354451224207878,1469,,,,,,
3,0.01973695307970047,1479,,,,,,
3,0.031682852655649185,1489,,,,,,
3,0.036655209958553314,1499,,,,,,
3,0.024983756244182587,1509,,,,,,
3,0.03688293695449829,1519,,,,,,
3,0.027134660631418228,1529,,,,,,
3,0.03321758285164833,1539,,,,,,
3,0.03189606964588165,1549,,,,,,
3,0.050998397171497345,1559,,,,,,
3,0.03718479722738266,1569,,,,,,
3,0.03041035495698452,1579,,,,,,
3,0.03252881020307541,1589,,,,,,
3,0.03459930792450905,1599,,,,,,
3,0.046997614204883575,1609,,,,,,
3,0.037188805639743805,1619,,,,,,
3,0.02682398445904255,1629,,,,,,
3,nan,1639,,,,,,
3,0.03465556353330612,1649,,,,,,
3,0.025522487238049507,1659,,,,,,
3,0.018720339983701706,1669,,,,,,
3,0.08466754108667374,1679,,,,,,
3,0.034483131021261215,1689,,,,,,
3,0.019260114058852196,1699,,,,,,
3,0.01622333563864231,1709,,,,,,
3,0.02672947198152542,1719,,,,,,
3,0.031889963895082474,1729,,,,,,
3,0.029765183106064796,1739,,,,,,
3,0.03594941645860672,1749,,,,,,
3,0.02283632569015026,1759,,,,,,
3,0.028711749240756035,1769,,,,,,
3,0.033589452505111694,1779,,,,,,
3,0.03516006097197533,1789,,,,,,
3,0.015005992725491524,1799,,,,,,
3,0.02570788562297821,1809,,,,,,
3,0.019590187817811966,1819,,,,,,
3,0.020408058539032936,1829,,,,,,
3,0.036803580820560455,1839,,,,,,
3,0.06527671962976456,1849,,,,,,
3,0.033306971192359924,1859,,,,,,
3,0.03024008497595787,1869,,,,,,
3,,1871,0.3841377794742584,0.08172884583473206,0.29553133249282837,0.8372946977615356,0.22774869203567505,
4,0.016155827790498734,1879,,,,,,
4,0.016134850680828094,1889,,,,,,
