epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0,9,1.8676095008850098,,,,,,
0,19,0.6849389672279358,,,,,,
0,29,0.28642067313194275,,,,,,
0,39,0.6849338412284851,,,,,,
0,49,0.29534417390823364,,,,,,
0,59,0.2199123054742813,,,,,,
0,69,0.5093834400177002,,,,,,
0,79,0.410192608833313,,,,,,
0,89,0.46570828557014465,,,,,,
0,99,0.4549125134944916,,,,,,
0,102,,0.565966784954071,0.5119484066963196,0.16427795588970184,0.8464555144309998,0.3448275923728943,
1,109,0.8232828378677368,,,,,,
1,119,0.26069045066833496,,,,,,
1,129,0.3324263095855713,,,,,,
1,139,0.6412354707717896,,,,,,
1,149,0.5297671556472778,,,,,,
1,159,0.36613327264785767,,,,,,
1,169,0.8451429605484009,,,,,,
1,179,0.2172541469335556,,,,,,
1,189,0.32092157006263733,,,,,,
1,199,0.32969385385513306,,,,,,
1,205,,0.6045858263969421,0.5568184852600098,0.147493377327919,0.8657755255699158,0.4080459773540497,
2,209,0.2746883034706116,,,,,,
2,219,0.23045730590820312,,,,,,
2,229,0.12993666529655457,,,,,,
2,239,0.4812536835670471,,,,,,
2,249,0.19435352087020874,,,,,,
2,259,0.11429579555988312,,,,,,
2,269,0.3054404556751251,,,,,,
2,279,0.062099676579236984,,,,,,
2,289,0.20252592861652374,,,,,,
2,299,0.3607635200023651,,,,,,
2,308,,0.612348198890686,0.569249153137207,0.14812512695789337,0.8706948161125183,0.4252873659133911,
3,309,0.23695102334022522,,,,,,
3,319,0.21206048130989075,,,,,,
3,329,0.4938680827617645,,,,,,
3,339,0.0539931021630764,,,,,,
3,349,0.09945575147867203,,,,,,
3,359,0.12891849875450134,,,,,,
3,369,0.03367919474840164,,,,,,
3,379,0.05456786975264549,,,,,,
3,389,0.1715194284915924,,,,,,
3,399,0.125541090965271,,,,,,
3,409,0.10427917540073395,,,,,,
3,411,,0.6112586855888367,0.5744078755378723,0.1539355367422104,0.8738839626312256,0.43103447556495667,
4,419,0.28560352325439453,,,,,,
4,429,0.07780929654836655,,,,,,
4,439,0.37746211886405945,,,,,,
4,449,0.1189783364534378,,,,,,
4,459,0.4939691722393036,,,,,,
4,469,0.3135245144367218,,,,,,
4,479,0.09251236915588379,,,,,,
4,489,0.13568754494190216,,,,,,
4,499,0.36466553807258606,,,,,,
4,509,0.12728536128997803,,,,,,
4,514,,0.631996750831604,0.5952754616737366,0.15103119611740112,0.8816003799438477,0.44252872467041016,
5,515,,,,,,,0.15103119611740112
