epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0,9,0.7384436130523682,,,,,,
0,19,0.6252996921539307,,,,,,
0,29,0.22185947000980377,,,,,,
0,39,0.7706491947174072,,,,,,
0,49,0.44020316004753113,,,,,,
0,59,0.24295836687088013,,,,,,
0,69,0.32902950048446655,,,,,,
0,79,0.14390364289283752,,,,,,
0,89,0.9775398969650269,,,,,,
0,97,,0.629217267036438,0.5924925804138184,0.15984390676021576,0.8772525191307068,0.440191388130188,
1,99,0.5630882978439331,,,,,,
1,109,0.8093035221099854,,,,,,
1,119,0.40096354484558105,,,,,,
1,129,0.42911574244499207,,,,,,
1,139,0.3186601400375366,,,,,,
1,149,0.540554404258728,,,,,,
1,159,0.40561312437057495,,,,,,
1,169,0.5661529302597046,,,,,,
1,179,0.1969342827796936,,,,,,
1,189,0.5721594095230103,,,,,,
1,195,,0.6605955958366394,0.6455836892127991,0.1454431116580963,0.8949268460273743,0.5119616985321045,
2,199,1.28935706615448,,,,,,
2,209,0.20037107169628143,,,,,,
2,219,0.2779865860939026,,,,,,
2,229,0.1419246345758438,,,,,,
2,239,0.3658767640590668,,,,,,
2,249,0.10442133992910385,,,,,,
2,259,0.19435355067253113,,,,,,
2,269,0.2078750729560852,,,,,,
2,279,0.3011104166507721,,,,,,
2,289,0.21986883878707886,,,,,,
2,293,,0.6779177784919739,0.6642511487007141,0.14266732335090637,0.8998129367828369,0.540669858455658,
3,299,0.1033012717962265,,,,,,
3,309,0.1579122543334961,,,,,,
3,319,0.2638777792453766,,,,,,
3,329,0.16867388784885406,,,,,,
3,339,0.08929010480642319,,,,,,
3,349,0.07131610065698624,,,,,,
3,359,0.07923073321580887,,,,,,
3,369,0.13291972875595093,,,,,,
3,379,0.04340766742825508,,,,,,
3,389,0.08579457551240921,,,,,,
3,391,,0.6790735721588135,0.6645795702934265,0.14943592250347137,0.8994244337081909,0.540669858455658,
4,399,0.14367148280143738,,,,,,
4,409,0.07684694230556488,,,,,,
4,419,0.1435004621744156,,,,,,
4,429,0.5110622644424438,,,,,,
4,439,0.21017667651176453,,,,,,
4,449,0.12155576050281525,,,,,,
4,459,0.17931434512138367,,,,,,
4,469,0.016605479642748833,,,,,,
4,479,0.08890017867088318,,,,,,
4,489,2.9051475524902344,,,,,,
4,489,,0.6875406503677368,0.6782956719398499,0.15975579619407654,0.9057910442352295,0.559808611869812,
5,490,,,,,,,0.15975579619407654
