train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em,test_loss
0.7327134013175964,0,9,,,,,,,,,,
0.7359938621520996,0,19,,,,,,,,,,
0.4807208180427551,0,29,,,,,,,,,,
0.3265889286994934,0,39,,,,,,,,,,
0.568805456161499,0,49,,,,,,,,,,
0.5177819132804871,0,59,,,,,,,,,,
0.27108022570610046,0,69,,,,,,,,,,
0.3280538022518158,0,79,,,,,,,,,,
0.3367929756641388,0,89,,,,,,,,,,
0.2809115946292877,0,99,,,,,,,,,,
0.3663868308067322,0,109,,,,,,,,,,
0.3279453217983246,0,119,,,,,,,,,,
0.2709496021270752,0,129,,,,,,,,,,
0.27400562167167664,0,139,,,,,,,,,,
0.3525383472442627,0,149,,,,,,,,,,
0.21266970038414001,0,159,,,,,,,,,,
0.304201602935791,0,169,,,,,,,,,,
0.3456808924674988,0,179,,,,,,,,,,
,0,187,0.8392035365104675,0.43516889214515686,0.32283464074134827,0.1927754133939743,0.39754486083984375,,,,,
0.2000376135110855,1,189,,,,,,,,,,
0.14057862758636475,1,199,,,,,,,,,,
0.4056783616542816,1,209,,,,,,,,,,
0.21160592138767242,1,219,,,,,,,,,,
0.23133361339569092,1,229,,,,,,,,,,
0.19713282585144043,1,239,,,,,,,,,,
0.22206726670265198,1,249,,,,,,,,,,
0.22973865270614624,1,259,,,,,,,,,,
0.2975800931453705,1,269,,,,,,,,,,
0.4353419244289398,1,279,,,,,,,,,,
0.1746004968881607,1,289,,,,,,,,,,
0.22300219535827637,1,299,,,,,,,,,,
0.33236268162727356,1,309,,,,,,,,,,
0.15891924500465393,1,319,,,,,,,,,,
0.34023576974868774,1,329,,,,,,,,,,
0.2649979889392853,1,339,,,,,,,,,,
0.22005298733711243,1,349,,,,,,,,,,
0.18406134843826294,1,359,,,,,,,,,,
0.15161389112472534,1,369,,,,,,,,,,
,1,375,0.8508111238479614,0.47139111161231995,0.37952756881713867,0.17114636301994324,0.4398620128631592,,,,,
0.28924545645713806,2,379,,,,,,,,,,
0.19287507236003876,2,389,,,,,,,,,,
0.19848109781742096,2,399,,,,,,,,,,
0.2422468215227127,2,409,,,,,,,,,,
0.18203584849834442,2,419,,,,,,,,,,
0.21793514490127563,2,429,,,,,,,,,,
0.1895795315504074,2,439,,,,,,,,,,
0.22664080560207367,2,449,,,,,,,,,,
0.24643957614898682,2,459,,,,,,,,,,
0.25756555795669556,2,469,,,,,,,,,,
0.15900608897209167,2,479,,,,,,,,,,
0.15425480902194977,2,489,,,,,,,,,,
0.19847115874290466,2,499,,,,,,,,,,
0.18137788772583008,2,509,,,,,,,,,,
0.11430279165506363,2,519,,,,,,,,,,
0.19942410290241241,2,529,,,,,,,,,,
0.19439561665058136,2,539,,,,,,,,,,
0.2910469174385071,2,549,,,,,,,,,,
0.16555748879909515,2,559,,,,,,,,,,
,2,563,0.8552738428115845,0.4768231511116028,0.3874015808105469,0.15922969579696655,0.45070892572402954,,,,,
0.1239180639386177,3,569,,,,,,,,,,
0.2508678436279297,3,579,,,,,,,,,,
0.161978080868721,3,589,,,,,,,,,,
0.12925618886947632,3,599,,,,,,,,,,
0.20334169268608093,3,609,,,,,,,,,,
0.20037953555583954,3,619,,,,,,,,,,
0.22977319359779358,3,629,,,,,,,,,,
0.16593597829341888,3,639,,,,,,,,,,
0.2567516565322876,3,649,,,,,,,,,,
0.22484739124774933,3,659,,,,,,,,,,
0.14004217088222504,3,669,,,,,,,,,,
0.13580302894115448,3,679,,,,,,,,,,
0.1640889048576355,3,689,,,,,,,,,,
0.11113160848617554,3,699,,,,,,,,,,
0.21952641010284424,3,709,,,,,,,,,,
0.3551541566848755,3,719,,,,,,,,,,
0.1461058259010315,3,729,,,,,,,,,,
0.16172854602336884,3,739,,,,,,,,,,
0.1342516839504242,3,749,,,,,,,,,,
,3,751,0.8617558479309082,0.49915313720703125,0.4141732156276703,0.1480945646762848,0.477313756942749,,,,,
0.13000737130641937,4,759,,,,,,,,,,
0.13108797371387482,4,769,,,,,,,,,,
0.18219876289367676,4,779,,,,,,,,,,
0.1390780359506607,4,789,,,,,,,,,,
0.15592236816883087,4,799,,,,,,,,,,
0.17045101523399353,4,809,,,,,,,,,,
0.10610006004571915,4,819,,,,,,,,,,
0.2081909328699112,4,829,,,,,,,,,,
0.14146092534065247,4,839,,,,,,,,,,
0.24106349050998688,4,849,,,,,,,,,,
0.16231420636177063,4,859,,,,,,,,,,
0.26319620013237,4,869,,,,,,,,,,
0.2283085584640503,4,879,,,,,,,,,,
0.2425561547279358,4,889,,,,,,,,,,
0.15823306143283844,4,899,,,,,,,,,,
0.4940360486507416,4,909,,,,,,,,,,
0.24889792501926422,4,919,,,,,,,,,,
0.23459264636039734,4,929,,,,,,,,,,
0.11427029967308044,4,939,,,,,,,,,,
,4,939,0.8704547882080078,0.5181563496589661,0.4362204670906067,0.14069533348083496,0.4989950358867645,,,,,
,5,940,,,,,,0.4989950358867645,0.8704547882080078,0.5181563496589661,0.4362204670906067,0.14069533348083496
