epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
0,1.3159430027008057,9,,,,,,,,,,
0,0.7565397024154663,19,,,,,,,,,,
0,0.5645086169242859,29,,,,,,,,,,
0,0.951321005821228,39,,,,,,,,,,
0,0.31416308879852295,49,,,,,,,,,,
0,0.4057961702346802,59,,,,,,,,,,
0,0.3513753414154053,69,,,,,,,,,,
0,0.35844364762306213,79,,,,,,,,,,
0,0.2657775580883026,89,,,,,,,,,,
0,0.22842171788215637,99,,,,,,,,,,
0,0.829548716545105,109,,,,,,,,,,
0,0.3623396158218384,119,,,,,,,,,,
0,0.4298376739025116,129,,,,,,,,,,
0,0.31864845752716064,139,,,,,,,,,,
0,0.3517138361930847,149,,,,,,,,,,
0,0.33525529503822327,159,,,,,,,,,,
0,0.40329697728157043,169,,,,,,,,,,
0,,172,0.7921910881996155,0.23278461396694183,0.2685714364051819,0.3191656470298767,0.34182044863700867,,,,,
1,0.3246608376502991,179,,,,,,,,,,
1,0.28045204281806946,189,,,,,,,,,,
1,0.33447495102882385,199,,,,,,,,,,
1,0.22911392152309418,209,,,,,,,,,,
1,0.3386051654815674,219,,,,,,,,,,
1,0.2357180416584015,229,,,,,,,,,,
1,0.24885918200016022,239,,,,,,,,,,
1,0.3065449595451355,249,,,,,,,,,,
1,0.25953713059425354,259,,,,,,,,,,
1,0.2042711079120636,269,,,,,,,,,,
1,0.2872079610824585,279,,,,,,,,,,
1,0.3191318213939667,289,,,,,,,,,,
1,0.3970126509666443,299,,,,,,,,,,
1,0.1800963580608368,309,,,,,,,,,,
1,0.20981882512569427,319,,,,,,,,,,
1,0.2009139508008957,329,,,,,,,,,,
1,0.18287964165210724,339,,,,,,,,,,
1,,345,0.8090010285377502,0.20913013815879822,0.30142858624458313,0.3583497703075409,0.3816167712211609,,,,,
2,0.1994350403547287,349,,,,,,,,,,
2,0.2615991532802582,359,,,,,,,,,,
2,0.23257845640182495,369,,,,,,,,,,
2,0.2662849724292755,379,,,,,,,,,,
2,0.3120958209037781,389,,,,,,,,,,
2,0.23577748239040375,399,,,,,,,,,,
2,0.246816948056221,409,,,,,,,,,,
2,0.3443444073200226,419,,,,,,,,,,
2,0.2065879851579666,429,,,,,,,,,,
2,0.30314818024635315,439,,,,,,,,,,
2,0.17398181557655334,449,,,,,,,,,,
2,0.23969195783138275,459,,,,,,,,,,
2,0.2552131414413452,469,,,,,,,,,,
2,0.13890427350997925,479,,,,,,,,,,
2,0.09022006392478943,489,,,,,,,,,,
2,0.18229031562805176,499,,,,,,,,,,
2,nan,509,,,,,,,,,,
2,,518,0.8225558996200562,0.18848343193531036,0.3400000035762787,0.3929060697555542,0.419219970703125,,,,,
3,0.43795090913772583,519,,,,,,,,,,
3,0.20619319379329681,529,,,,,,,,,,
3,0.20525957643985748,539,,,,,,,,,,
3,0.2715950906276703,549,,,,,,,,,,
3,0.22669291496276855,559,,,,,,,,,,
3,0.17357395589351654,569,,,,,,,,,,
3,0.10929965227842331,579,,,,,,,,,,
3,0.10581441223621368,589,,,,,,,,,,
3,0.1829070895910263,599,,,,,,,,,,
3,0.10426950454711914,609,,,,,,,,,,
3,0.1289578378200531,619,,,,,,,,,,
3,0.26328936219215393,629,,,,,,,,,,
3,0.23561815917491913,639,,,,,,,,,,
3,0.20026381313800812,649,,,,,,,,,,
3,0.18315109610557556,659,,,,,,,,,,
3,0.1268744021654129,669,,,,,,,,,,
3,0.13043084740638733,679,,,,,,,,,,
3,0.2530364990234375,689,,,,,,,,,,
3,,691,0.8239442706108093,0.18152457475662231,0.3471428453922272,0.40087902545928955,0.42289039492607117,,,,,
4,0.12744422256946564,699,,,,,,,,,,
4,0.15809260308742523,709,,,,,,,,,,
4,0.14512835443019867,719,,,,,,,,,,
4,0.2036208063364029,729,,,,,,,,,,
4,0.20831085741519928,739,,,,,,,,,,
4,0.1891314685344696,749,,,,,,,,,,
4,0.21282365918159485,759,,,,,,,,,,
4,0.1460675448179245,769,,,,,,,,,,
4,0.17585670948028564,779,,,,,,,,,,
4,0.14990313351154327,789,,,,,,,,,,
4,0.1479904055595398,799,,,,,,,,,,
4,0.19391490519046783,809,,,,,,,,,,
4,0.08351998031139374,819,,,,,,,,,,
4,0.1437987983226776,829,,,,,,,,,,
4,0.19532163441181183,839,,,,,,,,,,
4,0.19455848634243011,849,,,,,,,,,,
4,0.17477987706661224,859,,,,,,,,,,
4,,864,0.831769585609436,0.17737451195716858,0.3442857265472412,0.40499982237815857,0.419647216796875,,,,,
5,,865,,,,,,0.40499982237815857,0.17737451195716858,0.419647216796875,0.831769585609436,0.3442857265472412
