step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,test_loss
9,0.6934238076210022,0,,,,,,
19,0.7908127307891846,0,,,,,,
29,0.18356433510780334,0,,,,,,
39,0.36874422430992126,0,,,,,,
49,0.32222437858581543,0,,,,,,
59,0.6210501790046692,0,,,,,,
69,0.2110978066921234,0,,,,,,
79,0.5070046782493591,0,,,,,,
89,0.45738595724105835,0,,,,,,
99,0.34263697266578674,0,,,,,,
109,0.3565398156642914,0,,,,,,
119,0.21871010959148407,0,,,,,,
129,0.21052993834018707,0,,,,,,
139,0.347057580947876,0,,,,,,
149,0.26392579078674316,0,,,,,,
159,0.32322457432746887,0,,,,,,
169,0.20985740423202515,0,,,,,,
179,0.2658439576625824,0,,,,,,
189,0.2989345192909241,0,,,,,,
199,0.17040814459323883,0,,,,,,
209,0.26173704862594604,0,,,,,,
216,,0,0.5970521569252014,0.652658224105835,0.8771569728851318,0.3256484270095825,0.15920521318912506,
219,0.19606024026870728,1,,,,,,
229,0.2975459694862366,1,,,,,,
239,0.2913980185985565,1,,,,,,
249,0.16765888035297394,1,,,,,,
259,0.3850039839744568,1,,,,,,
269,0.3711961805820465,1,,,,,,
279,0.27681785821914673,1,,,,,,
289,0.5473161339759827,1,,,,,,
299,0.21526597440242767,1,,,,,,
309,0.27443021535873413,1,,,,,,
319,0.2028290033340454,1,,,,,,
329,0.2839284837245941,1,,,,,,
339,0.2734823226928711,1,,,,,,
349,0.31767192482948303,1,,,,,,
359,0.1605968028306961,1,,,,,,
369,0.2395700216293335,1,,,,,,
379,0.13043855130672455,1,,,,,,
389,0.3263719975948334,1,,,,,,
399,0.1449684202671051,1,,,,,,
409,0.1835455596446991,1,,,,,,
419,0.34586402773857117,1,,,,,,
429,0.10414247214794159,1,,,,,,
433,,1,0.6198675632476807,0.6725034713745117,0.8855687975883484,0.39193084836006165,0.12450503557920456,
439,0.16376429796218872,2,,,,,,
449,0.17036780714988708,2,,,,,,
459,0.09832151234149933,2,,,,,,
469,0.11371026933193207,2,,,,,,
479,0.28626176714897156,2,,,,,,
489,0.09255122393369675,2,,,,,,
499,0.3141617774963379,2,,,,,,
509,0.11713400483131409,2,,,,,,
519,0.12299569696187973,2,,,,,,
529,0.1270521879196167,2,,,,,,
539,0.09091661125421524,2,,,,,,
549,0.2198912501335144,2,,,,,,
559,0.07919520884752274,2,,,,,,
569,0.06654394418001175,2,,,,,,
579,0.08302963525056839,2,,,,,,
589,0.1498124599456787,2,,,,,,
599,0.0591302327811718,2,,,,,,
609,0.04380503669381142,2,,,,,,
619,0.04563368856906891,2,,,,,,
629,0.19045712053775787,2,,,,,,
639,0.12195203453302383,2,,,,,,
649,0.08905947208404541,2,,,,,,
650,,2,0.6234700083732605,0.6736302375793457,0.8871902823448181,0.38616713881492615,0.12487654387950897,
659,0.18955910205841064,3,,,,,,
669,0.12345518916845322,3,,,,,,
679,0.05990064889192581,3,,,,,,
689,0.24731451272964478,3,,,,,,
699,0.10923674702644348,3,,,,,,
709,0.07613629102706909,3,,,,,,
719,0.015502297319471836,3,,,,,,
729,0.028428466990590096,3,,,,,,
739,0.06124671548604965,3,,,,,,
749,0.04081827774643898,3,,,,,,
759,0.08420073240995407,3,,,,,,
769,0.06729612499475479,3,,,,,,
779,0.10620331764221191,3,,,,,,
789,0.03206542506814003,3,,,,,,
799,0.01389863807708025,3,,,,,,
809,0.04372195899486542,3,,,,,,
819,0.10442338138818741,3,,,,,,
829,0.39808282256126404,3,,,,,,
839,0.03410602733492851,3,,,,,,
849,0.03171395882964134,3,,,,,,
859,0.05540094152092934,3,,,,,,
867,,3,0.6223416328430176,0.6748452186584473,0.8866562247276306,0.3746397793292999,0.13714945316314697,
869,0.01172720268368721,4,,,,,,
879,0.0572715625166893,4,,,,,,
889,0.055559076368808746,4,,,,,,
899,0.4198465347290039,4,,,,,,
909,0.14114393293857574,4,,,,,,
919,0.05512818694114685,4,,,,,,
929,0.056667428463697433,4,,,,,,
939,0.015259535983204842,4,,,,,,
949,0.03042897954583168,4,,,,,,
959,0.004996320698410273,4,,,,,,
969,0.057761628180742264,4,,,,,,
979,0.02148289605975151,4,,,,,,
989,0.09052927792072296,4,,,,,,
999,0.11883751302957535,4,,,,,,
1009,0.013299758546054363,4,,,,,,
1019,0.02951660566031933,4,,,,,,
1029,0.00863561313599348,4,,,,,,
1039,0.04836874082684517,4,,,,,,
1049,0.02966984175145626,4,,,,,,
1059,0.010800416581332684,4,,,,,,
1069,0.0035918601788580418,4,,,,,,
1079,0.04513084888458252,4,,,,,,
1084,,4,0.6330381035804749,0.6812224388122559,0.8902421593666077,0.38040345907211304,0.16027887165546417,
1085,,5,,,,,,0.16027887165546417
