step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_em,val_qa_bert_score,val_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
9,0.44953835010528564,0,,,,,,,,,,
19,0.2748008966445923,0,,,,,,,,,,
29,0.29512110352516174,0,,,,,,,,,,
39,0.13147598505020142,0,,,,,,,,,,
49,0.15495802462100983,0,,,,,,,,,,
59,0.1761319786310196,0,,,,,,,,,,
69,0.17802830040454865,0,,,,,,,,,,
79,0.1650453358888626,0,,,,,,,,,,
89,0.14359480142593384,0,,,,,,,,,,
90,,0,0.3924068510532379,0.14215995371341705,0.32867133617401123,0.862951397895813,0.44755497574806213,,,,,
99,0.16748301684856415,1,,,,,,,,,,
109,0.14269138872623444,1,,,,,,,,,,
119,0.2501333951950073,1,,,,,,,,,,
129,0.14273837208747864,1,,,,,,,,,,
139,0.09345587342977524,1,,,,,,,,,,
149,0.1346757709980011,1,,,,,,,,,,
159,0.11314910650253296,1,,,,,,,,,,
169,0.10516168177127838,1,,,,,,,,,,
179,0.1043732687830925,1,,,,,,,,,,
181,,1,0.46913644671440125,0.13028191030025482,0.4149184226989746,0.8799065351486206,0.5094130039215088,,,,,
189,0.11593390256166458,2,,,,,,,,,,
199,0.11967920511960983,2,,,,,,,,,,
209,0.1314108967781067,2,,,,,,,,,,
219,0.10803312063217163,2,,,,,,,,,,
229,0.14959779381752014,2,,,,,,,,,,
239,0.09493879228830338,2,,,,,,,,,,
249,0.1102001965045929,2,,,,,,,,,,
259,0.10446003079414368,2,,,,,,,,,,
269,0.12573176622390747,2,,,,,,,,,,
272,,2,0.49181067943573,0.12666836380958557,0.43589743971824646,0.885214626789093,0.5312861800193787,,,,,
279,0.11872440576553345,3,,,,,,,,,,
289,0.1431562602519989,3,,,,,,,,,,
299,0.10527248680591583,3,,,,,,,,,,
309,0.11694894731044769,3,,,,,,,,,,
319,0.10892964899539948,3,,,,,,,,,,
329,0.18650178611278534,3,,,,,,,,,,
339,0.14468608796596527,3,,,,,,,,,,
349,0.06041664630174637,3,,,,,,,,,,
359,0.14205341041088104,3,,,,,,,,,,
363,,3,0.5071666836738586,0.12620839476585388,0.4568764567375183,0.8891507387161255,0.5482313632965088,,,,,
369,0.10063093900680542,4,,,,,,,,,,
379,0.09416625648736954,4,,,,,,,,,,
389,0.10087733715772629,4,,,,,,,,,,
399,0.08132848888635635,4,,,,,,,,,,
409,0.08816844969987869,4,,,,,,,,,,
419,0.09705013781785965,4,,,,,,,,,,
429,0.10622203350067139,4,,,,,,,,,,
439,0.061104267835617065,4,,,,,,,,,,
449,0.07594580203294754,4,,,,,,,,,,
454,,4,0.49777868390083313,0.12547749280929565,0.4428904354572296,0.8871726393699646,0.5403736233711243,,,,,
455,,5,,,,,,0.49777868390083313,0.12547749280929565,0.8871726393699646,0.4428904354572296,0.5403736233711243
