step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_bert_score,test_loss
9,0,1.1707980632781982,,,,,,
19,0,0.4497085511684418,,,,,,
29,0,0.480471670627594,,,,,,
39,0,0.24358488619327545,,,,,,
49,0,0.5141407251358032,,,,,,
59,0,0.5575338006019592,,,,,,
69,0,0.3503304123878479,,,,,,
79,0,0.6154688596725464,,,,,,
89,0,0.40444302558898926,,,,,,
99,0,0.27509552240371704,,,,,,
109,0,0.1713859736919403,,,,,,
119,0,0.14480987191200256,,,,,,
129,0,0.2778421938419342,,,,,,
139,0,0.3019263744354248,,,,,,
149,0,0.2276303619146347,,,,,,
159,0,0.19536657631397247,,,,,,
169,0,0.26162388920783997,,,,,,
179,0,0.2545218765735626,,,,,,
189,0,0.2692437171936035,,,,,,
199,0,0.29798048734664917,,,,,,
209,0,0.1330816000699997,,,,,,
219,0,0.22259521484375,,,,,,
229,0,0.23857246339321136,,,,,,
239,0,0.20952971279621124,,,,,,
249,0,0.2865648567676544,,,,,,
259,0,0.1913997381925583,,,,,,
269,0,0.19632014632225037,,,,,,
279,0,0.1521986871957779,,,,,,
289,0,0.12413135915994644,,,,,,
299,0,0.07874982059001923,,,,,,
309,0,0.19076739251613617,,,,,,
319,0,0.09413643181324005,,,,,,
329,0,0.11692819744348526,,,,,,
339,0,0.17194774746894836,,,,,,
349,0,0.2121003121137619,,,,,,
359,0,0.14453570544719696,,,,,,
369,0,0.24102315306663513,,,,,,
379,0,0.09902115911245346,,,,,,
389,0,0.16302606463432312,,,,,,
399,0,0.16754285991191864,,,,,,
409,0,0.16476862132549286,,,,,,
419,0,0.099470354616642,,,,,,
429,0,0.08655407279729843,,,,,,
439,0,0.15873944759368896,,,,,,
449,0,0.16485708951950073,,,,,,
459,0,0.11555497348308563,,,,,,
469,0,0.2318822592496872,,,,,,
479,0,0.185493603348732,,,,,,
489,0,0.14963169395923615,,,,,,
499,0,0.1755068153142929,,,,,,
509,0,0.07964153587818146,,,,,,
519,0,0.15316173434257507,,,,,,
529,0,0.07619268447160721,,,,,,
539,0,0.0979708582162857,,,,,,
549,0,0.14503128826618195,,,,,,
559,0,0.11701831966638565,,,,,,
569,0,0.07144913822412491,,,,,,
579,0,0.1705615073442459,,,,,,
589,0,0.10529971867799759,,,,,,
599,0,0.1439640074968338,,,,,,
609,0,0.0666060522198677,,,,,,
619,0,0.0640983060002327,,,,,,
629,0,0.1282319724559784,,,,,,
639,0,0.09945996105670929,,,,,,
643,0,,0.4360465109348297,0.5023883581161499,0.47838032245635986,0.13691028952598572,0.8536845445632935,
649,1,0.13840092718601227,,,,,,
659,1,0.07769764214754105,,,,,,
669,1,0.13814570009708405,,,,,,
679,1,0.10126873105764389,,,,,,
689,1,0.10095495730638504,,,,,,
699,1,0.18352459371089935,,,,,,
709,1,0.039440009742975235,,,,,,
719,1,0.07956071943044662,,,,,,
729,1,0.05965672433376312,,,,,,
739,1,0.11523368954658508,,,,,,
749,1,0.1977849155664444,,,,,,
759,1,0.0855708196759224,,,,,,
769,1,0.10697010159492493,,,,,,
779,1,0.0946485847234726,,,,,,
789,1,0.09161640703678131,,,,,,
799,1,0.12929177284240723,,,,,,
809,1,0.049254488199949265,,,,,,
819,1,0.03969557583332062,,,,,,
829,1,0.12368212640285492,,,,,,
839,1,0.09129220992326736,,,,,,
849,1,0.15408369898796082,,,,,,
859,1,0.06054531782865524,,,,,,
869,1,0.07676844298839569,,,,,,
879,1,0.04857289418578148,,,,,,
889,1,0.035460032522678375,,,,,,
899,1,0.0709913969039917,,,,,,
909,1,0.07171644270420074,,,,,,
919,1,0.0713706687092781,,,,,,
929,1,0.02784656174480915,,,,,,
939,1,0.07140063494443893,,,,,,
949,1,0.05612041801214218,,,,,,
959,1,0.05243171378970146,,,,,,
969,1,0.09992346912622452,,,,,,
979,1,0.08164993673563004,,,,,,
989,1,0.1468747854232788,,,,,,
999,1,0.07459033280611038,,,,,,
1009,1,0.08007840812206268,,,,,,
1019,1,0.034130290150642395,,,,,,
1029,1,0.07438495010137558,,,,,,
1039,1,0.024636225774884224,,,,,,
1049,1,0.03493606671690941,,,,,,
1059,1,0.0414821021258831,,,,,,
1069,1,0.08108218759298325,,,,,,
1079,1,0.06355561316013336,,,,,,
1089,1,0.06282023340463638,,,,,,
1099,1,0.025669950991868973,,,,,,
1109,1,0.10272303968667984,,,,,,
1119,1,0.0622188076376915,,,,,,
1129,1,0.02972760796546936,,,,,,
1139,1,0.11051382124423981,,,,,,
1149,1,0.06216423586010933,,,,,,
1159,1,0.125795379281044,,,,,,
1169,1,0.09558616578578949,,,,,,
1179,1,0.08087367564439774,,,,,,
