step,train_loss,epoch,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_loss
9,1.163770318031311,0,,,,,,
19,0.38271448016166687,0,,,,,,
29,0.8273166418075562,0,,,,,,
39,0.25510260462760925,0,,,,,,
49,0.2893601059913635,0,,,,,,
59,0.3417155146598816,0,,,,,,
69,0.4580081105232239,0,,,,,,
79,0.2663159668445587,0,,,,,,
89,0.1965956836938858,0,,,,,,
99,0.26933762431144714,0,,,,,,
109,0.19957874715328217,0,,,,,,
119,0.20244798064231873,0,,,,,,
129,0.2697460949420929,0,,,,,,
139,0.2678186595439911,0,,,,,,
149,0.22010569274425507,0,,,,,,
159,0.2390330731868744,0,,,,,,
169,0.31846165657043457,0,,,,,,
179,0.26989033818244934,0,,,,,,
189,0.15001364052295685,0,,,,,,
199,0.18836340308189392,0,,,,,,
209,0.19883610308170319,0,,,,,,
219,0.12315741181373596,0,,,,,,
229,0.1811017394065857,0,,,,,,
239,0.3098306357860565,0,,,,,,
249,0.19980446994304657,0,,,,,,
259,0.18520285189151764,0,,,,,,
269,0.1874343603849411,0,,,,,,
279,0.22264936566352844,0,,,,,,
289,0.1609935462474823,0,,,,,,
299,0.24896551668643951,0,,,,,,
309,0.1437712013721466,0,,,,,,
319,0.20311638712882996,0,,,,,,
329,0.09153573960065842,0,,,,,,
339,0.13416688144207,0,,,,,,
349,0.13789157569408417,0,,,,,,
359,0.12493549287319183,0,,,,,,
369,0.17971718311309814,0,,,,,,
379,0.2986030876636505,0,,,,,,
389,0.2245463877916336,0,,,,,,
399,0.18386396765708923,0,,,,,,
409,0.08619493246078491,0,,,,,,
419,0.2053447663784027,0,,,,,,
429,0.10265758633613586,0,,,,,,
439,0.18787036836147308,0,,,,,,
449,0.12336628884077072,0,,,,,,
459,0.11416928470134735,0,,,,,,
469,0.1691487580537796,0,,,,,,
479,0.24413946270942688,0,,,,,,
489,0.11184081435203552,0,,,,,,
499,0.11931028217077255,0,,,,,,
509,0.20994150638580322,0,,,,,,
519,0.10506511479616165,0,,,,,,
529,0.11373060196638107,0,,,,,,
539,0.19297078251838684,0,,,,,,
549,0.17267948389053345,0,,,,,,
559,0.211324542760849,0,,,,,,
569,0.04594818130135536,0,,,,,,
579,0.04973839968442917,0,,,,,,
589,0.14017637073993683,0,,,,,,
599,0.1081320121884346,0,,,,,,
609,0.14619404077529907,0,,,,,,
619,0.10141673684120178,0,,,,,,
629,0.13342401385307312,0,,,,,,
639,0.10039786249399185,0,,,,,,
649,0.06494005024433136,0,,,,,,
659,0.09437321126461029,0,,,,,,
669,0.1106780469417572,0,,,,,,
679,0.08903671056032181,0,,,,,,
689,0.1851666420698166,0,,,,,,
699,0.09275184571743011,0,,,,,,
709,0.06882593780755997,0,,,,,,
719,0.10526138544082642,0,,,,,,
729,0.09197896718978882,0,,,,,,
739,0.1521010845899582,0,,,,,,
749,0.07421240210533142,0,,,,,,
759,0.116668201982975,0,,,,,,
769,0.07908980548381805,0,,,,,,
779,0.08490738272666931,0,,,,,,
789,0.11180271953344345,0,,,,,,
799,0.17058683931827545,0,,,,,,
809,0.06622795760631561,0,,,,,,
819,0.08434933423995972,0,,,,,,
829,0.10552506893873215,0,,,,,,
839,0.08345063775777817,0,,,,,,
849,0.08731549978256226,0,,,,,,
859,0.08509685844182968,0,,,,,,
869,0.13118048012256622,0,,,,,,
879,0.15620775520801544,0,,,,,,
889,0.09981333464384079,0,,,,,,
899,0.055235691368579865,0,,,,,,
909,0.025648631155490875,0,,,,,,
919,0.04185234382748604,0,,,,,,
929,0.07499617338180542,0,,,,,,
939,0.11047995835542679,0,,,,,,
949,0.026511717587709427,0,,,,,,
959,0.04863987863063812,0,,,,,,
969,0.032774586230516434,0,,,,,,
979,0.03261962905526161,0,,,,,,
989,0.03623862564563751,0,,,,,,
999,0.036777567118406296,0,,,,,,
1009,0.13224108517169952,0,,,,,,
1015,,0,0.12725424766540527,0.4217652678489685,0.843441903591156,0.4492471218109131,0.39406779408454895,
1019,0.15972036123275757,1,,,,,,
1029,0.07655371725559235,1,,,,,,
1039,0.058837421238422394,1,,,,,,
1049,0.060258232057094574,1,,,,,,
1059,0.05028985068202019,1,,,,,,
1069,0.03908102586865425,1,,,,,,
1079,0.04868925362825394,1,,,,,,
1089,0.11923108249902725,1,,,,,,
1099,0.08829857409000397,1,,,,,,
1109,0.05552523955702782,1,,,,,,
1119,0.08731930702924728,1,,,,,,
1129,0.04372837767004967,1,,,,,,
1139,0.08717804402112961,1,,,,,,
1149,0.09819656610488892,1,,,,,,
1159,0.013446365483105183,1,,,,,,
1169,0.06391541659832001,1,,,,,,
1179,0.09201820939779282,1,,,,,,
1189,0.12732847034931183,1,,,,,,
1199,0.11437887698411942,1,,,,,,
1209,0.06355537474155426,1,,,,,,
1219,0.07551790028810501,1,,,,,,
1229,0.032433439046144485,1,,,,,,
1239,0.0633028894662857,1,,,,,,
1249,0.16256408393383026,1,,,,,,
1259,0.09129829704761505,1,,,,,,
1269,0.038718584924936295,1,,,,,,
1279,0.07084459811449051,1,,,,,,
1289,0.05161052569746971,1,,,,,,
1299,0.09375032782554626,1,,,,,,
1309,0.053884465247392654,1,,,,,,
1319,0.05003015697002411,1,,,,,,
1329,0.06255441159009933,1,,,,,,
1339,0.08348418772220612,1,,,,,,
1349,0.06522253900766373,1,,,,,,
1359,0.09183578938245773,1,,,,,,
1369,0.046658724546432495,1,,,,,,
1379,0.026549167931079865,1,,,,,,
1389,0.04221685975790024,1,,,,,,
1399,0.07703578472137451,1,,,,,,
1409,0.0870247408747673,1,,,,,,
1419,0.043266359716653824,1,,,,,,
1429,0.09324470907449722,1,,,,,,
1439,0.031129825860261917,1,,,,,,
1449,0.09193146973848343,1,,,,,,
1459,0.06662163138389587,1,,,,,,
1469,0.02435668557882309,1,,,,,,
1479,0.07769429683685303,1,,,,,,
1489,0.08325009047985077,1,,,,,,
1499,0.03936236351728439,1,,,,,,
1509,0.1080600768327713,1,,,,,,
1519,0.021445704624056816,1,,,,,,
1529,0.0514831468462944,1,,,,,,
1539,0.10258756577968597,1,,,,,,
1549,0.03170940279960632,1,,,,,,
1559,0.041870489716529846,1,,,,,,
1569,0.04565233737230301,1,,,,,,
1579,0.12167761474847794,1,,,,,,
1589,0.07190246134996414,1,,,,,,
