step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,test_loss
9,0.09806672483682632,0,,,,,,
19,0.0649937316775322,0,,,,,,
29,0.05480286106467247,0,,,,,,
39,0.04083791747689247,0,,,,,,
49,0.042788390070199966,0,,,,,,
59,0.04162260517477989,0,,,,,,
69,0.0342557467520237,0,,,,,,
79,0.03804830089211464,0,,,,,,
89,0.03504304587841034,0,,,,,,
99,0.049791667610406876,0,,,,,,
109,0.031005779281258583,0,,,,,,
119,0.045817047357559204,0,,,,,,
129,0.02531622350215912,0,,,,,,
139,0.0284256711602211,0,,,,,,
149,0.04236934706568718,0,,,,,,
159,0.034574903547763824,0,,,,,,
169,0.02516716532409191,0,,,,,,
179,0.028543399646878242,0,,,,,,
189,0.0356985367834568,0,,,,,,
199,0.04683034494519234,0,,,,,,
209,0.025622837245464325,0,,,,,,
219,0.03367587924003601,0,,,,,,
229,0.03147342801094055,0,,,,,,
239,0.013914484530687332,0,,,,,,
249,0.033605754375457764,0,,,,,,
259,0.02385631576180458,0,,,,,,
269,0.025800226256251335,0,,,,,,
279,0.06359408050775528,0,,,,,,
289,0.021687444299459457,0,,,,,,
299,0.02123025804758072,0,,,,,,
309,0.016487643122673035,0,,,,,,
319,0.03368346393108368,0,,,,,,
329,0.04740643873810768,0,,,,,,
339,0.0410538949072361,0,,,,,,
349,0.027235064655542374,0,,,,,,
359,0.017424214631319046,0,,,,,,
369,0.03851611912250519,0,,,,,,
379,0.018075210973620415,0,,,,,,
389,0.024753127247095108,0,,,,,,
399,0.012829556129872799,0,,,,,,
409,0.0278328787535429,0,,,,,,
419,0.03061028942465782,0,,,,,,
429,0.005344356410205364,0,,,,,,
439,0.017763856798410416,0,,,,,,
449,0.011537202633917332,0,,,,,,
459,0.033111900091171265,0,,,,,,
469,0.04076317697763443,0,,,,,,
479,0.018856657668948174,0,,,,,,
489,0.012944142334163189,0,,,,,,
499,0.02967189997434616,0,,,,,,
509,0.013082764111459255,0,,,,,,
519,0.04169682413339615,0,,,,,,
529,0.01892838254570961,0,,,,,,
539,0.030738260596990585,0,,,,,,
549,0.015815215185284615,0,,,,,,
559,0.016690196469426155,0,,,,,,
569,0.04565955698490143,0,,,,,,
579,0.020619630813598633,0,,,,,,
589,0.022755926474928856,0,,,,,,
599,0.02620924822986126,0,,,,,,
609,0.02048596926033497,0,,,,,,
619,0.008536729030311108,0,,,,,,
629,0.018095513805747032,0,,,,,,
639,0.005463127512484789,0,,,,,,
641,,0,0.7067524194717407,0.7236522436141968,0.052398353815078735,0.6772823929786682,0.9332592487335205,
649,0.015208255499601364,1,,,,,,
659,0.020335718989372253,1,,,,,,
669,0.01332569308578968,1,,,,,,
679,0.027216048911213875,1,,,,,,
689,0.027462664991617203,1,,,,,,
699,0.015167547389864922,1,,,,,,
709,0.009605307132005692,1,,,,,,
719,0.026737039908766747,1,,,,,,
729,0.022177282720804214,1,,,,,,
739,0.0114815142005682,1,,,,,,
749,0.011269703507423401,1,,,,,,
759,0.010328601114451885,1,,,,,,
769,0.019007841125130653,1,,,,,,
779,0.01703886315226555,1,,,,,,
789,0.04219042882323265,1,,,,,,
799,0.014617658220231533,1,,,,,,
809,0.011490059085190296,1,,,,,,
819,0.024486219510436058,1,,,,,,
829,0.02099781110882759,1,,,,,,
839,0.03770816698670387,1,,,,,,
849,0.013212540186941624,1,,,,,,
859,0.014529449865221977,1,,,,,,
869,0.02748924307525158,1,,,,,,
879,0.032965075224637985,1,,,,,,
889,0.02026943303644657,1,,,,,,
899,0.005268489941954613,1,,,,,,
909,0.02581056021153927,1,,,,,,
919,0.019577838480472565,1,,,,,,
929,0.022516539320349693,1,,,,,,
939,0.015482927672564983,1,,,,,,
949,0.028469787910580635,1,,,,,,
959,0.029626060277223587,1,,,,,,
969,0.021306214854121208,1,,,,,,
979,0.027324050664901733,1,,,,,,
989,0.00553171057254076,1,,,,,,
999,0.005769297946244478,1,,,,,,
1009,0.00747694680467248,1,,,,,,
1019,0.020408177748322487,1,,,,,,
1029,0.005847619846463203,1,,,,,,
1039,0.030591236427426338,1,,,,,,
1049,0.03861067816615105,1,,,,,,
1059,0.014744955115020275,1,,,,,,
1069,0.010010269470512867,1,,,,,,
1079,0.018792204558849335,1,,,,,,
1089,0.027271028608083725,1,,,,,,
1099,0.020878363400697708,1,,,,,,
1109,0.035026561468839645,1,,,,,,
1119,0.009986203163862228,1,,,,,,
1129,0.01804381236433983,1,,,,,,
1139,0.02364213578402996,1,,,,,,
1149,0.04353414103388786,1,,,,,,
1159,0.02363000437617302,1,,,,,,
1169,0.024131247773766518,1,,,,,,
1179,0.02863318845629692,1,,,,,,
1189,0.01861141063272953,1,,,,,,
1199,0.003852698253467679,1,,,,,,
1209,0.010758430697023869,1,,,,,,
1219,0.027162296697497368,1,,,,,,
1229,0.02193732000887394,1,,,,,,
1239,0.009648773819208145,1,,,,,,
1249,0.02350364439189434,1,,,,,,
1259,0.04393070563673973,1,,,,,,
1269,0.01729077845811844,1,,,,,,
1279,0.00726190535351634,1,,,,,,
1283,,1,0.7257353663444519,0.7412799000740051,0.045529864728450775,0.6985138058662415,0.9384891986846924,
1289,0.02169685624539852,2,,,,,,
1299,0.0036686367820948362,2,,,,,,
1309,0.004260113462805748,2,,,,,,
1319,0.003516764147207141,2,,,,,,
1329,0.003919667564332485,2,,,,,,
1339,0.0015706145204603672,2,,,,,,
1349,0.003120020031929016,2,,,,,,
1359,0.009891113266348839,2,,,,,,
1369,0.004387243185192347,2,,,,,,
1379,0.0027515366673469543,2,,,,,,
1389,0.02740376815199852,2,,,,,,
1399,0.01333137508481741,2,,,,,,
1409,0.01867946982383728,2,,,,,,
1419,0.02004503272473812,2,,,,,,
1429,0.00958182755857706,2,,,,,,
1439,0.006703794468194246,2,,,,,,
1449,0.013014580123126507,2,,,,,,
1459,0.014460274018347263,2,,,,,,
1469,0.015090396627783775,2,,,,,,
1479,0.010708334855735302,2,,,,,,
1489,0.0013512076111510396,2,,,,,,
1499,0.002637047553434968,2,,,,,,
1509,0.0018209510017186403,2,,,,,,
1519,0.013286958448588848,2,,,,,,
1529,0.012945623137056828,2,,,,,,
1539,0.010683278553187847,2,,,,,,
1549,0.014364275150001049,2,,,,,,
1559,0.008204983547329903,2,,,,,,
1569,0.011493059806525707,2,,,,,,
1579,0.02102702111005783,2,,,,,,
1589,0.002554035047069192,2,,,,,,
1599,0.017489608377218246,2,,,,,,
1609,0.0021562615875154734,2,,,,,,
1619,0.0038147640880197287,2,,,,,,
1629,0.0017139478586614132,2,,,,,,
1639,0.008970901370048523,2,,,,,,
1649,0.011537509970366955,2,,,,,,
1659,0.007573787588626146,2,,,,,,
1669,0.003798543708398938,2,,,,,,
1679,0.019657494500279427,2,,,,,,
1689,0.004321117885410786,2,,,,,,
1699,0.005872982554137707,2,,,,,,
1709,0.01238929107785225,2,,,,,,
1719,0.004686953965574503,2,,,,,,
1729,0.017209984362125397,2,,,,,,
1739,0.024158941581845284,2,,,,,,
1749,0.012717562727630138,2,,,,,,
1759,0.022835448384284973,2,,,,,,
1769,0.003773012198507786,2,,,,,,
1779,0.003145677037537098,2,,,,,,
1789,0.012141240760684013,2,,,,,,
1799,0.026725728064775467,2,,,,,,
1809,0.00420321524143219,2,,,,,,
1819,0.004768624901771545,2,,,,,,
1829,0.015452468767762184,2,,,,,,
1839,0.010248765349388123,2,,,,,,
1849,0.010299745947122574,2,,,,,,
1859,0.015662185847759247,2,,,,,,
1869,0.009913844987750053,2,,,,,,
1879,0.023597994819283485,2,,,,,,
1889,0.0230008065700531,2,,,,,,
1899,0.002964847721159458,2,,,,,,
1909,0.013831483200192451,2,,,,,,
1919,0.031153403222560883,2,,,,,,
1925,,2,0.7027608752250671,0.7233350872993469,0.05490726977586746,0.6730360984802246,0.9332398772239685,
1929,0.01120191439986229,3,,,,,,
1939,0.010475825518369675,3,,,,,,
1949,0.007945975288748741,3,,,,,,
1959,0.010928920470178127,3,,,,,,
1969,0.005895135458558798,3,,,,,,
1979,0.002367954468354583,3,,,,,,
1989,0.05493780970573425,3,,,,,,
1999,0.002287657465785742,3,,,,,,
2009,0.0014010132290422916,3,,,,,,
2019,0.0020722427871078253,3,,,,,,
2029,0.006245756987482309,3,,,,,,
2039,0.0020834060851484537,3,,,,,,
2049,0.0008310687262564898,3,,,,,,
2059,0.0018670640420168638,3,,,,,,
2069,0.015083796344697475,3,,,,,,
2079,0.0013775298139080405,3,,,,,,
2089,0.0023565073497593403,3,,,,,,
2099,0.0005253927083685994,3,,,,,,
2109,0.003105341922491789,3,,,,,,
2119,0.0011633802205324173,3,,,,,,
2129,0.014813835732638836,3,,,,,,
2139,0.003114098682999611,3,,,,,,
2149,0.0029910251032561064,3,,,,,,
2159,0.00762834632769227,3,,,,,,
