epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
0,0.852662980556488,9,,,,,,,,,,
0,0.5767173767089844,19,,,,,,,,,,
0,0.45042479038238525,29,,,,,,,,,,
0,0.5379971265792847,39,,,,,,,,,,
0,0.5621117949485779,49,,,,,,,,,,
0,0.5783743858337402,59,,,,,,,,,,
0,0.3332650363445282,69,,,,,,,,,,
0,0.3280183970928192,79,,,,,,,,,,
0,0.33769670128822327,89,,,,,,,,,,
0,0.25122132897377014,99,,,,,,,,,,
0,0.4070916175842285,109,,,,,,,,,,
0,0.336908221244812,119,,,,,,,,,,
0,0.43866658210754395,129,,,,,,,,,,
0,0.4046107828617096,139,,,,,,,,,,
0,0.19932764768600464,149,,,,,,,,,,
0,0.4426804184913635,159,,,,,,,,,,
0,0.3585909605026245,169,,,,,,,,,,
0,,175,0.7941980957984924,0.23366621136665344,0.28067484498023987,0.33386215567588806,0.3638290762901306,,,,,
1,0.3851188123226166,179,,,,,,,,,,
1,0.1822999268770218,189,,,,,,,,,,
1,0.36080777645111084,199,,,,,,,,,,
1,0.19523942470550537,209,,,,,,,,,,
1,0.36777263879776,219,,,,,,,,,,
1,0.2905321419239044,229,,,,,,,,,,
1,0.4036904573440552,239,,,,,,,,,,
1,0.18190595507621765,249,,,,,,,,,,
1,0.2583107650279999,259,,,,,,,,,,
1,0.21717199683189392,269,,,,,,,,,,
1,0.3220924437046051,279,,,,,,,,,,
1,0.24408358335494995,289,,,,,,,,,,
1,0.24154524505138397,299,,,,,,,,,,
1,0.3720872402191162,309,,,,,,,,,,
1,0.28791967034339905,319,,,,,,,,,,
1,0.18360009789466858,329,,,,,,,,,,
1,0.2089821845293045,339,,,,,,,,,,
1,0.21457955241203308,349,,,,,,,,,,
1,,351,0.822626531124115,0.19981098175048828,0.3512269854545593,0.4060007929801941,0.42393234372138977,,,,,
2,0.09228593111038208,359,,,,,,,,,,
2,0.3037082552909851,369,,,,,,,,,,
2,0.14844392240047455,379,,,,,,,,,,
2,0.34715351462364197,389,,,,,,,,,,
2,0.21701820194721222,399,,,,,,,,,,
2,0.19543899595737457,409,,,,,,,,,,
2,0.276694118976593,419,,,,,,,,,,
2,0.14805234968662262,429,,,,,,,,,,
2,0.1887856274843216,439,,,,,,,,,,
2,0.19458696246147156,449,,,,,,,,,,
2,0.19331412017345428,459,,,,,,,,,,
2,0.24898265302181244,469,,,,,,,,,,
2,0.14603489637374878,479,,,,,,,,,,
2,0.18672806024551392,489,,,,,,,,,,
2,0.19366587698459625,499,,,,,,,,,,
2,0.14085617661476135,509,,,,,,,,,,
2,0.12657399475574493,519,,,,,,,,,,
2,,527,0.8378428220748901,0.192130908370018,0.3819018304347992,0.43939366936683655,0.46204209327697754,,,,,
3,0.19024987518787384,529,,,,,,,,,,
3,0.20868787169456482,539,,,,,,,,,,
3,0.14271698892116547,549,,,,,,,,,,
3,0.18512573838233948,559,,,,,,,,,,
3,0.28240612149238586,569,,,,,,,,,,
3,0.16218695044517517,579,,,,,,,,,,
3,0.1702650934457779,589,,,,,,,,,,
3,0.29452139139175415,599,,,,,,,,,,
3,0.3178878724575043,609,,,,,,,,,,
3,0.1795787662267685,619,,,,,,,,,,
3,0.2092181295156479,629,,,,,,,,,,
3,0.18441027402877808,639,,,,,,,,,,
3,0.19236604869365692,649,,,,,,,,,,
3,0.2281033843755722,659,,,,,,,,,,
3,0.17515112459659576,669,,,,,,,,,,
3,0.2739622890949249,679,,,,,,,,,,
3,0.14576920866966248,689,,,,,,,,,,
3,0.1805826723575592,699,,,,,,,,,,
3,,703,0.8429883718490601,0.17479902505874634,0.3941717743873596,0.44980353116989136,0.4691072702407837,,,,,
4,0.1275612711906433,709,,,,,,,,,,
4,0.18941152095794678,719,,,,,,,,,,
4,0.2929214537143707,729,,,,,,,,,,
4,0.27060842514038086,739,,,,,,,,,,
4,0.19046056270599365,749,,,,,,,,,,
4,0.15539398789405823,759,,,,,,,,,,
4,0.15877331793308258,769,,,,,,,,,,
4,0.19973637163639069,779,,,,,,,,,,
4,0.21863242983818054,789,,,,,,,,,,
4,0.14378702640533447,799,,,,,,,,,,
4,0.22133460640907288,809,,,,,,,,,,
4,0.17358794808387756,819,,,,,,,,,,
4,0.23633337020874023,829,,,,,,,,,,
4,0.25139930844306946,839,,,,,,,,,,
4,0.18041682243347168,849,,,,,,,,,,
4,0.2399742156267166,859,,,,,,,,,,
4,0.11812523007392883,869,,,,,,,,,,
4,0.16368494927883148,879,,,,,,,,,,
4,,879,0.8503799438476562,0.16494981944561005,0.4141104221343994,0.4724307060241699,0.482523113489151,,,,,
5,,880,,,,,,0.4724307060241699,0.16494981944561005,0.482523113489151,0.8503799438476562,0.4141104221343994
