epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_sas,val_qa_em,val_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas
0,1.3810443878173828,9,,,,,,,,,,
0,1.207108736038208,19,,,,,,,,,,
0,3.6458516120910645,29,,,,,,,,,,
0,1.2816481590270996,39,,,,,,,,,,
0,0.876065731048584,49,,,,,,,,,,
0,1.9391940832138062,59,,,,,,,,,,
0,1.4004894495010376,69,,,,,,,,,,
0,0.9173898100852966,79,,,,,,,,,,
0,0.4168427586555481,89,,,,,,,,,,
0,1.4132723808288574,99,,,,,,,,,,
0,,102,0.8313245177268982,1.219876766204834,0.5296805500984192,0.21088434755802155,0.4280816316604614,,,,,
1,1.0623520612716675,109,,,,,,,,,,
1,0.8391743898391724,119,,,,,,,,,,
1,0.6599712371826172,129,,,,,,,,,,
1,1.3180649280548096,139,,,,,,,,,,
1,1.1544458866119385,149,,,,,,,,,,
1,1.6371915340423584,159,,,,,,,,,,
1,2.4694290161132812,169,,,,,,,,,,
1,0.44991281628608704,179,,,,,,,,,,
1,1.4698562622070312,189,,,,,,,,,,
1,0.6834616661071777,199,,,,,,,,,,
1,,205,0.8423025012016296,1.154460072517395,0.5433785319328308,0.2607709765434265,0.4508911669254303,,,,,
2,1.2003967761993408,209,,,,,,,,,,
2,1.0635586977005005,219,,,,,,,,,,
2,1.5068329572677612,229,,,,,,,,,,
2,1.0123424530029297,239,,,,,,,,,,
2,1.200914740562439,249,,,,,,,,,,
2,0.28890958428382874,259,,,,,,,,,,
2,0.9164729118347168,269,,,,,,,,,,
2,1.570622205734253,279,,,,,,,,,,
2,1.4502674341201782,289,,,,,,,,,,
2,1.1897698640823364,299,,,,,,,,,,
2,,308,0.8455167412757874,1.128616213798523,0.55023193359375,0.27210885286331177,0.4580385088920593,,,,,
3,0.9363604187965393,309,,,,,,,,,,
3,1.0800580978393555,319,,,,,,,,,,
3,2.3423080444335938,329,,,,,,,,,,
3,1.5733309984207153,339,,,,,,,,,,
3,0.9929115772247314,349,,,,,,,,,,
3,0.34019944071769714,359,,,,,,,,,,
3,0.9653208255767822,369,,,,,,,,,,
3,2.3009486198425293,379,,,,,,,,,,
3,0.7861368656158447,389,,,,,,,,,,
3,0.37960588932037354,399,,,,,,,,,,
3,0.9203245639801025,409,,,,,,,,,,
3,,411,0.8481206893920898,1.1080893278121948,0.5510689616203308,0.2789115607738495,0.46590369939804077,,,,,
4,1.105136513710022,419,,,,,,,,,,
4,1.1858923435211182,429,,,,,,,,,,
4,0.2869648337364197,439,,,,,,,,,,
4,1.141312837600708,449,,,,,,,,,,
4,1.005241870880127,459,,,,,,,,,,
4,1.1239264011383057,469,,,,,,,,,,
4,1.4321004152297974,479,,,,,,,,,,
4,0.44654640555381775,489,,,,,,,,,,
4,0.507652223110199,499,,,,,,,,,,
4,0.638752818107605,509,,,,,,,,,,
4,,514,0.8524330854415894,1.1112738847732544,0.5690220594406128,0.30158731341362,0.4810457229614258,,,,,
5,,515,,,,,,1.1112738847732544,0.30158731341362,0.8524330854415894,0.4810457229614258,0.5690220594406128
