epoch,step,train_loss,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_bert_score
0,9,0.33240678906440735,,,,,,,,,,
0,19,0.3690802752971649,,,,,,,,,,
0,29,0.1774156093597412,,,,,,,,,,
0,39,0.21855337917804718,,,,,,,,,,
0,49,0.15028361976146698,,,,,,,,,,
0,59,0.19554458558559418,,,,,,,,,,
0,69,0.20579494535923004,,,,,,,,,,
0,79,0.17643103003501892,,,,,,,,,,
0,89,0.19001756608486176,,,,,,,,,,
0,94,,0.8709068894386292,0.38718661665916443,0.1092081293463707,0.49009639024734497,0.43914902210235596,,,,,
1,99,0.09924326092004776,,,,,,,,,,
1,109,0.11248721927404404,,,,,,,,,,
1,119,0.2917308807373047,,,,,,,,,,
1,129,0.13171948492527008,,,,,,,,,,
1,139,0.13255253434181213,,,,,,,,,,
1,149,0.1393372118473053,,,,,,,,,,
1,159,0.10007686913013458,,,,,,,,,,
1,169,0.10905228555202484,,,,,,,,,,
1,179,0.12922804057598114,,,,,,,,,,
1,189,0.07715514302253723,,,,,,,,,,
1,189,,0.8733704686164856,0.3955431878566742,0.1017097756266594,0.5091075301170349,0.45179709792137146,,,,,
2,199,0.09597011655569077,,,,,,,,,,
2,209,0.12020788341760635,,,,,,,,,,
2,219,0.0594048872590065,,,,,,,,,,
2,229,0.13008837401866913,,,,,,,,,,
2,239,0.12438546866178513,,,,,,,,,,
2,249,0.1542377471923828,,,,,,,,,,
2,259,0.12826894223690033,,,,,,,,,,
2,269,0.14354504644870758,,,,,,,,,,
2,279,0.1284424364566803,,,,,,,,,,
2,284,,0.8792245388031006,0.42061281204223633,0.10172770172357559,0.5266962647438049,0.4754719138145447,,,,,
3,289,0.07681331038475037,,,,,,,,,,
3,299,0.29206401109695435,,,,,,,,,,
3,309,0.18220439553260803,,,,,,,,,,
3,319,0.09516365826129913,,,,,,,,,,
3,329,0.10288989543914795,,,,,,,,,,
3,339,0.11472815275192261,,,,,,,,,,
3,349,0.14114069938659668,,,,,,,,,,
3,359,0.10614130645990372,,,,,,,,,,
3,369,0.06349871307611465,,,,,,,,,,
3,379,0.1163138672709465,,,,,,,,,,
3,379,,0.88541579246521,0.4512534737586975,0.09575296938419342,0.555759608745575,0.5043578743934631,,,,,
4,389,0.12259631603956223,,,,,,,,,,
4,399,0.10901488363742828,,,,,,,,,,
4,409,0.07093924283981323,,,,,,,,,,
4,419,0.13162969052791595,,,,,,,,,,
4,429,0.04318162798881531,,,,,,,,,,
4,439,0.10097493976354599,,,,,,,,,,
4,449,0.08077891170978546,,,,,,,,,,
4,459,0.07028250396251678,,,,,,,,,,
4,469,0.08126408606767654,,,,,,,,,,
4,474,,0.8965572714805603,0.49025070667266846,0.09142093360424042,0.5857464075088501,0.5449119210243225,,,,,
5,475,,,,,,,0.09142093360424042,0.5449119210243225,0.5857464075088501,0.49025070667266846,0.8965572714805603
