train_loss,step,epoch,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,test_loss
0.24992701411247253,9,0,,,,,,
0.1533619910478592,19,0,,,,,,
0.15398289263248444,29,0,,,,,,
0.4849875569343567,39,0,,,,,,
0.20169076323509216,49,0,,,,,,
0.10524481534957886,59,0,,,,,,
0.07369808107614517,69,0,,,,,,
0.17413266003131866,79,0,,,,,,
0.21405000984668732,89,0,,,,,,
0.14821194112300873,99,0,,,,,,
0.12214169651269913,109,0,,,,,,
0.10149544477462769,119,0,,,,,,
0.19405025243759155,129,0,,,,,,
0.24518509209156036,139,0,,,,,,
0.13141563534736633,149,0,,,,,,
0.16203205287456512,159,0,,,,,,
0.09965589642524719,169,0,,,,,,
0.062247008085250854,179,0,,,,,,
0.118028923869133,189,0,,,,,,
0.24641786515712738,199,0,,,,,,
0.1386415660381317,209,0,,,,,,
0.16969841718673706,219,0,,,,,,
0.15884439647197723,229,0,,,,,,
0.08389820903539658,239,0,,,,,,
0.12555721402168274,249,0,,,,,,
0.09484384208917618,259,0,,,,,,
0.13681283593177795,269,0,,,,,,
0.13211457431316376,279,0,,,,,,
0.10827995091676712,289,0,,,,,,
0.11626763641834259,299,0,,,,,,
0.1376139521598816,309,0,,,,,,
0.14037887752056122,319,0,,,,,,
0.08299068361520767,329,0,,,,,,
0.09001334011554718,339,0,,,,,,
0.1438010334968567,349,0,,,,,,
,358,0,0.11238313466310501,0.3013925552368164,0.24193716049194336,0.16425755620002747,0.7943676114082336,
0.08044581860303879,359,1,,,,,,
0.14107361435890198,369,1,,,,,,
0.07677718251943588,379,1,,,,,,
0.15097981691360474,389,1,,,,,,
0.06998906284570694,399,1,,,,,,
0.07399509847164154,409,1,,,,,,
0.08035355806350708,419,1,,,,,,
0.08131372183561325,429,1,,,,,,
0.12371882796287537,439,1,,,,,,
0.08062530308961868,449,1,,,,,,
0.1298602819442749,459,1,,,,,,
0.07855186611413956,469,1,,,,,,
0.074757881462574,479,1,,,,,,
0.0745789036154747,489,1,,,,,,
0.06880084425210953,499,1,,,,,,
0.10718179494142532,509,1,,,,,,
0.06613350659608841,519,1,,,,,,
0.08931709080934525,529,1,,,,,,
0.05013137310743332,539,1,,,,,,
0.14245390892028809,549,1,,,,,,
0.09129916876554489,559,1,,,,,,
0.10784412920475006,569,1,,,,,,
0.17731699347496033,579,1,,,,,,
0.14626021683216095,589,1,,,,,,
0.10395367443561554,599,1,,,,,,
0.23276597261428833,609,1,,,,,,
0.13970841467380524,619,1,,,,,,
0.10686000436544418,629,1,,,,,,
0.08274172246456146,639,1,,,,,,
0.07605256140232086,649,1,,,,,,
0.16599133610725403,659,1,,,,,,
0.08284945785999298,669,1,,,,,,
0.13501989841461182,679,1,,,,,,
0.17028486728668213,689,1,,,,,,
0.09931116551160812,699,1,,,,,,
0.1303585171699524,709,1,,,,,,
,717,1,0.09943642467260361,0.32862013578414917,0.2651311755180359,0.19185282289981842,0.8015139698982239,
0.06466396152973175,719,2,,,,,,
0.056831084191799164,729,2,,,,,,
0.11919177323579788,739,2,,,,,,
0.062046799808740616,749,2,,,,,,
0.08278860151767731,759,2,,,,,,
0.09963802993297577,769,2,,,,,,
0.08779346942901611,779,2,,,,,,
0.06810526549816132,789,2,,,,,,
0.087853342294693,799,2,,,,,,
0.10796493291854858,809,2,,,,,,
0.061700303107500076,819,2,,,,,,
0.06919019669294357,829,2,,,,,,
0.07732094079256058,839,2,,,,,,
0.0637090653181076,849,2,,,,,,
0.04544811695814133,859,2,,,,,,
0.10143078863620758,869,2,,,,,,
0.07358644157648087,879,2,,,,,,
0.08219289779663086,889,2,,,,,,
0.08031654357910156,899,2,,,,,,
0.045923084020614624,909,2,,,,,,
0.0880943164229393,919,2,,,,,,
0.0872439444065094,929,2,,,,,,
0.060000911355018616,939,2,,,,,,
0.05714689940214157,949,2,,,,,,
0.07047535479068756,959,2,,,,,,
0.0652945339679718,969,2,,,,,,
0.1659240573644638,979,2,,,,,,
0.07715410739183426,989,2,,,,,,
0.09374968707561493,999,2,,,,,,
0.09223957359790802,1009,2,,,,,,
0.06684882193803787,1019,2,,,,,,
0.0681832805275917,1029,2,,,,,,
0.09397505223751068,1039,2,,,,,,
0.0908672884106636,1049,2,,,,,,
0.06803185492753983,1059,2,,,,,,
0.0845990851521492,1069,2,,,,,,
,1076,2,0.09979560971260071,0.34231001138687134,0.290067583322525,0.20893561840057373,0.8090010285377502,
0.038646548986434937,1079,3,,,,,,
0.05967801809310913,1089,3,,,,,,
0.056453097611665726,1099,3,,,,,,
0.05174848437309265,1109,3,,,,,,
0.0500774048268795,1119,3,,,,,,
0.058593060821294785,1129,3,,,,,,
0.05420766770839691,1139,3,,,,,,
0.05601474270224571,1149,3,,,,,,
0.06747348606586456,1159,3,,,,,,
0.07207005470991135,1169,3,,,,,,
0.04609563574194908,1179,3,,,,,,
0.0433323010802269,1189,3,,,,,,
0.060852665454149246,1199,3,,,,,,
0.09602802246809006,1209,3,,,,,,
0.05317093804478645,1219,3,,,,,,
0.08611451834440231,1229,3,,,,,,
0.05489727854728699,1239,3,,,,,,
0.04908299073576927,1249,3,,,,,,
0.07037482410669327,1259,3,,,,,,
0.03707340732216835,1269,3,,,,,,
0.07630753517150879,1279,3,,,,,,
0.051228128373622894,1289,3,,,,,,
0.04241672903299332,1299,3,,,,,,
0.05695677176117897,1309,3,,,,,,
0.07077368348836899,1319,3,,,,,,
0.06304596364498138,1329,3,,,,,,
0.06015850976109505,1339,3,,,,,,
0.03684452176094055,1349,3,,,,,,
0.04756871983408928,1359,3,,,,,,
0.05155910551548004,1369,3,,,,,,
0.0627908930182457,1379,3,,,,,,
0.05092466250061989,1389,3,,,,,,
0.042559247463941574,1399,3,,,,,,
0.04373655468225479,1409,3,,,,,,
0.06111188605427742,1419,3,,,,,,
0.06744343042373657,1429,3,,,,,,
,1435,3,0.10298048704862595,0.35179388523101807,0.3049093186855316,0.22601839900016785,0.8142131567001343,
0.06584134697914124,1439,4,,,,,,
0.06526802480220795,1449,4,,,,,,
0.04846637323498726,1459,4,,,,,,
0.0642429068684578,1469,4,,,,,,
0.045838091522455215,1479,4,,,,,,
0.03451693803071976,1489,4,,,,,,
0.0376257561147213,1499,4,,,,,,
0.04141736030578613,1509,4,,,,,,
0.04855988547205925,1519,4,,,,,,
0.04156097397208214,1529,4,,,,,,
0.08095061779022217,1539,4,,,,,,
0.03845076262950897,1549,4,,,,,,
0.07123738527297974,1559,4,,,,,,
0.0608300156891346,1569,4,,,,,,
0.04530053958296776,1579,4,,,,,,
0.08767788112163544,1589,4,,,,,,
0.07663630694150925,1599,4,,,,,,
0.04016412794589996,1609,4,,,,,,
0.06059131771326065,1619,4,,,,,,
0.0560154914855957,1629,4,,,,,,
