step,epoch,train_loss,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_qa_sas,test_loss
9,0,0.47845152020454407,,,,,,
19,0,0.6065943241119385,,,,,,
29,0,0.13543462753295898,,,,,,
39,0,0.540058434009552,,,,,,
49,0,0.4785560667514801,,,,,,
59,0,0.3273310959339142,,,,,,
69,0,0.16913758218288422,,,,,,
79,0,0.37942638993263245,,,,,,
89,0,0.4488498866558075,,,,,,
99,0,1.3122354745864868,,,,,,
109,0,0.902828574180603,,,,,,
119,0,0.19252292811870575,,,,,,
129,0,0.18096309900283813,,,,,,
139,0,0.1461993008852005,,,,,,
149,0,0.1376635730266571,,,,,,
159,0,0.3339133858680725,,,,,,
169,0,0.1739148497581482,,,,,,
179,0,0.21860763430595398,,,,,,
189,0,0.23572230339050293,,,,,,
199,0,0.38423365354537964,,,,,,
201,0,,0.12098228186368942,0.8847734332084656,0.6069355607032776,0.34255319833755493,0.6563059091567993,
209,1,0.12117888778448105,,,,,,
219,1,0.24369943141937256,,,,,,
229,1,0.15208037197589874,,,,,,
239,1,0.28377512097358704,,,,,,
249,1,1.022657871246338,,,,,,
259,1,0.6099863648414612,,,,,,
269,1,0.2844880223274231,,,,,,
279,1,0.20908823609352112,,,,,,
289,1,0.22210372984409332,,,,,,
299,1,0.20021173357963562,,,,,,
309,1,0.13683637976646423,,,,,,
319,1,0.33714839816093445,,,,,,
329,1,0.16761603951454163,,,,,,
339,1,0.18523581326007843,,,,,,
349,1,0.2110443264245987,,,,,,
359,1,0.20715676248073578,,,,,,
369,1,0.949863851070404,,,,,,
379,1,0.2318602204322815,,,,,,
389,1,0.218455970287323,,,,,,
399,1,0.25593480467796326,,,,,,
403,1,,0.1192452535033226,0.896720290184021,0.6423985958099365,0.3787234127521515,0.6882510781288147,
409,2,0.07136490941047668,,,,,,
419,2,0.15505540370941162,,,,,,
429,2,0.2259390503168106,,,,,,
439,2,0.09357818961143494,,,,,,
449,2,0.14113806188106537,,,,,,
459,2,0.12326166778802872,,,,,,
469,2,0.12872938811779022,,,,,,
479,2,1.490443468093872,,,,,,
489,2,0.13668914139270782,,,,,,
499,2,0.1499042958021164,,,,,,
509,2,0.5728305578231812,,,,,,
519,2,0.0768202692270279,,,,,,
529,2,0.06651638448238373,,,,,,
539,2,0.25769248604774475,,,,,,
549,2,0.1277337521314621,,,,,,
559,2,0.36618560552597046,,,,,,
569,2,0.19024397432804108,,,,,,
579,2,0.0671016275882721,,,,,,
589,2,0.18944893777370453,,,,,,
599,2,0.07400362193584442,,,,,,
605,2,,0.1236395537853241,0.9002022743225098,0.6557360887527466,0.4021276533603668,0.6990959048271179,
609,3,0.05118808150291443,,,,,,
619,3,0.044375889003276825,,,,,,
629,3,2.300495147705078,,,,,,
639,3,0.09895550459623337,,,,,,
649,3,0.09390567988157272,,,,,,
659,3,0.03204808011651039,,,,,,
669,3,0.12599840760231018,,,,,,
679,3,0.07205726206302643,,,,,,
689,3,0.05284766107797623,,,,,,
699,3,0.2288208156824112,,,,,,
709,3,0.0892086774110794,,,,,,
719,3,0.10672295093536377,,,,,,
729,3,0.08161941170692444,,,,,,
739,3,0.11490575224161148,,,,,,
749,3,0.11323633790016174,,,,,,
759,3,0.0951446145772934,,,,,,
769,3,0.06716819107532501,,,,,,
779,3,0.025031955912709236,,,,,,
789,3,0.13732558488845825,,,,,,
799,3,0.12304650992155075,,,,,,
807,3,,0.13692621886730194,0.8948637843132019,0.6363837718963623,0.3957446813583374,0.6781951189041138,
809,4,0.010807089507579803,,,,,,
819,4,0.030291801318526268,,,,,,
829,4,0.017265042290091515,,,,,,
839,4,0.07877834886312485,,,,,,
849,4,0.023328691720962524,,,,,,
859,4,0.030065130442380905,,,,,,
869,4,0.1619098037481308,,,,,,
879,4,0.0334673747420311,,,,,,
889,4,0.02562657743692398,,,,,,
899,4,0.04273832216858864,,,,,,
909,4,0.018921121954917908,,,,,,
919,4,0.011821371503174305,,,,,,
929,4,0.05491086095571518,,,,,,
939,4,0.07195404917001724,,,,,,
949,4,0.03090408630669117,,,,,,
959,4,0.03110010176897049,,,,,,
969,4,0.01606576517224312,,,,,,
979,4,0.01957019977271557,,,,,,
989,4,0.04068916290998459,,,,,,
999,4,0.009248151443898678,,,,,,
1009,4,0.0046214028261601925,,,,,,
1009,4,,0.15292267501354218,0.8958904147148132,0.6403000354766846,0.4063829779624939,0.6792516112327576,
1010,5,,,,,,,0.15292267501354218
