step,epoch,train_loss,val_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_bert_score
9,0,1.1999176740646362,,,,,,,,,,
19,0,1.0896413326263428,,,,,,,,,,
29,0,0.3984544277191162,,,,,,,,,,
39,0,2.4446773529052734,,,,,,,,,,
49,0,0.9115305542945862,,,,,,,,,,
59,0,1.4232172966003418,,,,,,,,,,
69,0,1.2807291746139526,,,,,,,,,,
79,0,1.5156774520874023,,,,,,,,,,
89,0,2.379716396331787,,,,,,,,,,
99,0,2.341301679611206,,,,,,,,,,
100,0,,1.4484561681747437,0.8278557062149048,0.48084717988967896,0.41541117429733276,0.2085106372833252,,,,,
109,1,0.6194215416908264,,,,,,,,,,
119,1,0.7472491264343262,,,,,,,,,,
129,1,1.8284140825271606,,,,,,,,,,
139,1,1.2453653812408447,,,,,,,,,,
149,1,1.7039399147033691,,,,,,,,,,
159,1,0.7387980222702026,,,,,,,,,,
169,1,2.018746852874756,,,,,,,,,,
179,1,1.7409285306930542,,,,,,,,,,
189,1,0.6456499099731445,,,,,,,,,,
199,1,1.131894826889038,,,,,,,,,,
201,1,,1.4008920192718506,0.8384918570518494,0.5118082761764526,0.44545480608940125,0.22978723049163818,,,,,
209,2,1.1850569248199463,,,,,,,,,,
219,2,1.5147907733917236,,,,,,,,,,
229,2,1.3678655624389648,,,,,,,,,,
239,2,1.4990818500518799,,,,,,,,,,
249,2,0.4690179228782654,,,,,,,,,,
259,2,0.9082759618759155,,,,,,,,,,
269,2,1.3457659482955933,,,,,,,,,,
279,2,0.45021265745162964,,,,,,,,,,
289,2,0.5762398838996887,,,,,,,,,,
299,2,0.9307466149330139,,,,,,,,,,
302,2,,1.3557394742965698,0.8437598943710327,0.5290201902389526,0.45935264229774475,0.23191489279270172,,,,,
309,3,0.9163433909416199,,,,,,,,,,
319,3,1.1288574934005737,,,,,,,,,,
329,3,0.9269594550132751,,,,,,,,,,
339,3,0.6690544486045837,,,,,,,,,,
349,3,1.0377795696258545,,,,,,,,,,
359,3,0.9212473034858704,,,,,,,,,,
369,3,1.3054498434066772,,,,,,,,,,
379,3,1.0775649547576904,,,,,,,,,,
389,3,0.7832571268081665,,,,,,,,,,
399,3,0.4251634478569031,,,,,,,,,,
403,3,,1.3387640714645386,0.8416357040405273,0.521679699420929,0.45298948884010315,0.24042552709579468,,,,,
409,4,0.6553125977516174,,,,,,,,,,
419,4,0.6435836553573608,,,,,,,,,,
429,4,0.6225756406784058,,,,,,,,,,
439,4,1.9990568161010742,,,,,,,,,,
449,4,2.0205702781677246,,,,,,,,,,
459,4,1.17704439163208,,,,,,,,,,
469,4,1.4698548316955566,,,,,,,,,,
479,4,0.39858898520469666,,,,,,,,,,
489,4,0.8293619155883789,,,,,,,,,,
499,4,2.0461721420288086,,,,,,,,,,
504,4,,1.349484920501709,0.8463955521583557,0.5310018062591553,0.46696656942367554,0.2468085139989853,,,,,
505,5,,,,,,,0.2468085139989853,0.46696656942367554,0.5310018062591553,1.349484920501709,0.8463955521583557
