epoch,step,train_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0,9,0.7718256115913391,,,,,,
0,19,0.3342684507369995,,,,,,
0,29,0.3382214903831482,,,,,,
0,39,0.5291464328765869,,,,,,
0,49,0.22452197968959808,,,,,,
0,59,0.34990188479423523,,,,,,
0,69,0.45299381017684937,,,,,,
0,79,0.2170318365097046,,,,,,
0,89,0.23747128248214722,,,,,,
0,99,0.21380262076854706,,,,,,
0,109,0.20493070781230927,,,,,,
0,119,0.3382246792316437,,,,,,
0,129,0.16187898814678192,,,,,,
0,139,0.376755028963089,,,,,,
0,149,0.2187023013830185,,,,,,
0,159,0.2200743556022644,,,,,,
0,169,0.1758921891450882,,,,,,
0,179,0.2390419840812683,,,,,,
0,189,0.2352338582277298,,,,,,
0,199,0.2032421976327896,,,,,,
0,209,0.23675228655338287,,,,,,
0,219,0.2688034176826477,,,,,,
0,229,0.21739020943641663,,,,,,
0,239,0.19306151568889618,,,,,,
0,249,0.22020672261714935,,,,,,
0,259,0.18026894330978394,,,,,,
0,269,0.1837957799434662,,,,,,
0,279,0.1840638816356659,,,,,,
0,289,0.22521094977855682,,,,,,
0,299,0.18863540887832642,,,,,,
0,309,0.20951098203659058,,,,,,
0,319,0.17334970831871033,,,,,,
0,329,0.11600847542285919,,,,,,
0,339,0.12150110304355621,,,,,,
0,349,0.10499605536460876,,,,,,
0,359,0.10185091942548752,,,,,,
0,369,0.08402708172798157,,,,,,
0,379,0.09385588020086288,,,,,,
0,389,0.10315249115228653,,,,,,
0,399,0.08818336576223373,,,,,,
0,409,0.15816736221313477,,,,,,
0,419,0.13199883699417114,,,,,,
0,429,0.1393531858921051,,,,,,
0,439,0.093804270029068,,,,,,
0,449,0.1372375637292862,,,,,,
0,459,0.15871354937553406,,,,,,
0,469,0.13654229044914246,,,,,,
0,479,0.09820961952209473,,,,,,
0,489,0.1344165802001953,,,,,,
0,499,0.10892107337713242,,,,,,
0,509,0.043404050171375275,,,,,,
0,519,0.13264583051204681,,,,,,
0,529,0.08820532262325287,,,,,,
0,539,0.10088084638118744,,,,,,
0,549,0.04375111311674118,,,,,,
0,559,0.09800009429454803,,,,,,
0,569,0.059416111558675766,,,,,,
0,579,0.04589514061808586,,,,,,
0,589,0.11841916292905807,,,,,,
0,599,0.1400739997625351,,,,,,
0,609,0.09437631070613861,,,,,,
0,619,0.0694672018289566,,,,,,
0,629,0.18495137989521027,,,,,,
0,639,0.10267728567123413,,,,,,
