step,epoch,train_loss,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_em,test_avg_qa_bert_score
9,0,0.4005184471607208,,,,,,,,,,
19,0,0.28330445289611816,,,,,,,,,,
29,0,0.20895282924175262,,,,,,,,,,
39,0,0.19418683648109436,,,,,,,,,,
49,0,0.14795871078968048,,,,,,,,,,
59,0,0.12441152334213257,,,,,,,,,,
69,0,0.10815500468015671,,,,,,,,,,
79,0,0.13368283212184906,,,,,,,,,,
89,0,0.0856592059135437,,,,,,,,,,
99,0,0.16802866756916046,,,,,,,,,,
109,0,0.10554656386375427,,,,,,,,,,
117,0,,0.9056533575057983,0.626352846622467,0.0828905925154686,0.5485714077949524,0.5858157277107239,,,,,
119,1,0.09557033330202103,,,,,,,,,,
129,1,0.11047439277172089,,,,,,,,,,
139,1,0.2403029203414917,,,,,,,,,,
149,1,0.08955426514148712,,,,,,,,,,
159,1,0.39723193645477295,,,,,,,,,,
169,1,0.20839808881282806,,,,,,,,,,
179,1,0.37016838788986206,,,,,,,,,,
189,1,0.08409588783979416,,,,,,,,,,
199,1,0.09822630137205124,,,,,,,,,,
209,1,0.08197801560163498,,,,,,,,,,
219,1,0.0888020470738411,,,,,,,,,,
229,1,0.0733642578125,,,,,,,,,,
235,1,,0.9118929505348206,0.6508632302284241,0.07666143774986267,0.5733333230018616,0.6088460683822632,,,,,
239,2,0.24787157773971558,,,,,,,,,,
249,2,0.12151476740837097,,,,,,,,,,
259,2,0.19667696952819824,,,,,,,,,,
269,2,0.09685394167900085,,,,,,,,,,
279,2,0.07703179121017456,,,,,,,,,,
289,2,0.23204851150512695,,,,,,,,,,
299,2,0.0728907585144043,,,,,,,,,,
309,2,0.2873487174510956,,,,,,,,,,
319,2,0.06856167316436768,,,,,,,,,,
329,2,0.07146430015563965,,,,,,,,,,
339,2,0.09722210466861725,,,,,,,,,,
349,2,0.18924954533576965,,,,,,,,,,
353,2,,0.9134142398834229,0.6572046279907227,0.07169533520936966,0.5790476202964783,0.6153839230537415,,,,,
359,3,0.08098796755075455,,,,,,,,,,
369,3,0.10071025043725967,,,,,,,,,,
379,3,0.09060030430555344,,,,,,,,,,
389,3,0.11782032996416092,,,,,,,,,,
399,3,0.07351585477590561,,,,,,,,,,
409,3,0.062396883964538574,,,,,,,,,,
419,3,0.08617030829191208,,,,,,,,,,
429,3,0.07723924517631531,,,,,,,,,,
439,3,0.07042394578456879,,,,,,,,,,
449,3,0.05846408009529114,,,,,,,,,,
459,3,0.06731431186199188,,,,,,,,,,
469,3,0.06536129117012024,,,,,,,,,,
471,3,,0.9151855111122131,0.6608598232269287,0.07179319113492966,0.5866666436195374,0.6236639618873596,,,,,
479,4,0.08929964154958725,,,,,,,,,,
489,4,0.27409470081329346,,,,,,,,,,
499,4,0.05126607418060303,,,,,,,,,,
509,4,0.03395269811153412,,,,,,,,,,
519,4,0.07895216345787048,,,,,,,,,,
529,4,0.058843113481998444,,,,,,,,,,
539,4,0.3158911168575287,,,,,,,,,,
549,4,0.08321544528007507,,,,,,,,,,
559,4,0.08070322871208191,,,,,,,,,,
569,4,0.08450998365879059,,,,,,,,,,
579,4,0.06965304166078568,,,,,,,,,,
589,4,0.0850231796503067,,,,,,,,,,
589,4,,0.921147882938385,0.6822742819786072,0.07222872972488403,0.6114285588264465,0.646923303604126,,,,,
590,5,,,,,,,0.646923303604126,0.6822742819786072,0.07222872972488403,0.6114285588264465,0.921147882938385
