step,epoch,train_loss,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
9,0,1.23671555519104,,,,,,
19,0,0.3480636477470398,,,,,,
29,0,0.7680691480636597,,,,,,
39,0,0.3104027211666107,,,,,,
49,0,0.32010897994041443,,,,,,
59,0,0.31599777936935425,,,,,,
69,0,0.4830773174762726,,,,,,
79,0,0.25329259037971497,,,,,,
89,0,0.421858012676239,,,,,,
99,0,0.2987586557865143,,,,,,
109,0,0.26875942945480347,,,,,,
119,0,0.2288370579481125,,,,,,
129,0,0.2267739474773407,,,,,,
139,0,0.30774691700935364,,,,,,
149,0,0.2741098999977112,,,,,,
159,0,0.32100993394851685,,,,,,
169,0,0.322304368019104,,,,,,
179,0,0.33362752199172974,,,,,,
189,0,0.21116217970848083,,,,,,
199,0,0.1957821100950241,,,,,,
209,0,0.23136115074157715,,,,,,
219,0,0.139321431517601,,,,,,
229,0,0.30369943380355835,,,,,,
239,0,0.3262578547000885,,,,,,
249,0,0.257484495639801,,,,,,
259,0,0.21472294628620148,,,,,,
269,0,0.13616040349006653,,,,,,
279,0,0.4479537308216095,,,,,,
289,0,0.21433888375759125,,,,,,
299,0,0.22288398444652557,,,,,,
309,0,0.16757625341415405,,,,,,
319,0,0.27888748049736023,,,,,,
329,0,0.1683879941701889,,,,,,
339,0,0.14532455801963806,,,,,,
349,0,0.16819101572036743,,,,,,
359,0,0.09199939668178558,,,,,,
369,0,0.17418234050273895,,,,,,
379,0,0.17331765592098236,,,,,,
389,0,0.31411486864089966,,,,,,
399,0,0.16303300857543945,,,,,,
409,0,0.1005200445652008,,,,,,
419,0,0.1676347255706787,,,,,,
429,0,0.1861322969198227,,,,,,
439,0,0.17037896811962128,,,,,,
449,0,0.1755121350288391,,,,,,
459,0,0.15879465639591217,,,,,,
469,0,0.21754813194274902,,,,,,
479,0,0.2785630226135254,,,,,,
489,0,0.16598476469516754,,,,,,
499,0,0.12638045847415924,,,,,,
509,0,0.1478022336959839,,,,,,
519,0,0.18457487225532532,,,,,,
529,0,0.20403094589710236,,,,,,
539,0,0.15433740615844727,,,,,,
549,0,0.15647558867931366,,,,,,
559,0,0.2435072660446167,,,,,,
569,0,0.04514683783054352,,,,,,
579,0,0.12163835018873215,,,,,,
589,0,0.17575852572917938,,,,,,
599,0,0.14273159205913544,,,,,,
609,0,0.2208845615386963,,,,,,
619,0,0.12291392683982849,,,,,,
629,0,0.1423293650150299,,,,,,
639,0,0.14203563332557678,,,,,,
649,0,0.11781872808933258,,,,,,
659,0,0.17720505595207214,,,,,,
669,0,0.22975613176822662,,,,,,
679,0,0.1025054007768631,,,,,,
689,0,0.18192915618419647,,,,,,
699,0,0.1323838084936142,,,,,,
709,0,0.13745540380477905,,,,,,
719,0,0.20757196843624115,,,,,,
729,0,0.18559645116329193,,,,,,
739,0,0.20641644299030304,,,,,,
749,0,0.05148371681571007,,,,,,
759,0,0.13338786363601685,,,,,,
769,0,0.08424787223339081,,,,,,
779,0,0.11261850595474243,,,,,,
789,0,0.12349317967891693,,,,,,
799,0,0.10511705279350281,,,,,,
809,0,0.13831578195095062,,,,,,
819,0,0.1344989687204361,,,,,,
829,0,0.1586850881576538,,,,,,
839,0,0.08045908063650131,,,,,,
849,0,0.09538091719150543,,,,,,
859,0,0.1632753610610962,,,,,,
869,0,0.17892269790172577,,,,,,
879,0,0.1693049520254135,,,,,,
889,0,0.172231525182724,,,,,,
899,0,0.13233569264411926,,,,,,
909,0,0.07881583273410797,,,,,,
919,0,0.08143910020589828,,,,,,
929,0,0.08984343707561493,,,,,,
939,0,0.10717105120420456,,,,,,
949,0,0.09271050244569778,,,,,,
959,0,0.06372859328985214,,,,,,
969,0,0.06314896792173386,,,,,,
979,0,0.05180520936846733,,,,,,
989,0,0.06919354200363159,,,,,,
999,0,0.040945909917354584,,,,,,
1009,0,0.11117622256278992,,,,,,
1015,0,,0.15577922761440277,0.35791024565696716,0.3852369785308838,0.827674925327301,0.31779661774635315,
1019,1,0.16072456538677216,,,,,,
1029,1,0.1200212612748146,,,,,,
1039,1,0.2042800337076187,,,,,,
1049,1,0.09826982766389847,,,,,,
1059,1,0.08442956954240799,,,,,,
1069,1,0.0995805487036705,,,,,,
1079,1,0.1941635012626648,,,,,,
1089,1,0.14458763599395752,,,,,,
1099,1,0.18009842932224274,,,,,,
1109,1,0.07534162700176239,,,,,,
1119,1,0.1923828274011612,,,,,,
1129,1,0.06759665161371231,,,,,,
1139,1,0.14332962036132812,,,,,,
