epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,test_loss
0,9,0.789908230304718,,,,,,
0,19,0.7045254707336426,,,,,,
0,29,0.2890632152557373,,,,,,
0,39,0.568657398223877,,,,,,
0,49,0.5489994287490845,,,,,,
0,59,0.20630112290382385,,,,,,
0,69,0.3545590341091156,,,,,,
0,79,0.27265268564224243,,,,,,
0,89,0.2572205364704132,,,,,,
0,99,0.24606464803218842,,,,,,
0,109,0.16881351172924042,,,,,,
0,118,,0.06761696934700012,0.3393494486808777,0.26838234066963196,0.8149165511131287,0.33884596824645996,
1,119,0.25385889410972595,,,,,,
1,129,0.17853036522865295,,,,,,
1,139,0.1497090458869934,,,,,,
1,149,0.19055646657943726,,,,,,
1,159,0.20886310935020447,,,,,,
1,169,0.35639452934265137,,,,,,
1,179,0.18038661777973175,,,,,,
1,189,0.17607219517230988,,,,,,
1,199,0.16022932529449463,,,,,,
1,209,0.14015056192874908,,,,,,
1,219,0.20363035798072815,,,,,,
1,229,0.1633271425962448,,,,,,
1,237,,0.0594901442527771,0.4147731363773346,0.34558823704719543,0.8347126841545105,0.39305445551872253,
2,239,0.09525191783905029,,,,,,
2,249,0.14105573296546936,,,,,,
2,259,0.15895594656467438,,,,,,
2,269,0.08618977665901184,,,,,,
2,279,0.07601109892129898,,,,,,
2,289,0.12464305013418198,,,,,,
2,299,0.07642563432455063,,,,,,
2,309,0.09066636860370636,,,,,,
2,319,0.12905694544315338,,,,,,
2,329,0.07928833365440369,,,,,,
2,339,0.1169525533914566,,,,,,
2,349,0.12431417405605316,,,,,,
2,356,,0.05881207436323166,0.44770127534866333,0.375,0.843372642993927,0.416969358921051,
3,359,0.08728870004415512,,,,,,
3,369,0.10129901766777039,,,,,,
3,379,0.07557476311922073,,,,,,
3,389,0.0749872699379921,,,,,,
3,399,0.07723847776651382,,,,,,
3,409,0.06541842222213745,,,,,,
3,419,0.08817724138498306,,,,,,
3,429,0.07834191620349884,,,,,,
3,439,0.08182214200496674,,,,,,
3,449,0.07088834047317505,,,,,,
3,459,0.07917764782905579,,,,,,
3,469,0.0633990615606308,,,,,,
3,475,,0.06270435452461243,0.47592195868492126,0.4117647111415863,0.8510438203811646,0.44940829277038574,
4,479,0.053154416382312775,,,,,,
4,489,0.032869450747966766,,,,,,
4,499,0.014811063185334206,,,,,,
4,509,0.024518052116036415,,,,,,
4,519,0.10023780167102814,,,,,,
4,529,0.07399550080299377,,,,,,
4,539,0.06179742142558098,,,,,,
4,549,0.03575870022177696,,,,,,
4,559,0.028479965403676033,,,,,,
4,569,0.02574211172759533,,,,,,
4,579,0.05719519034028053,,,,,,
4,589,0.030691714957356453,,,,,,
4,594,,0.06926850974559784,0.5107969045639038,0.4522058963775635,0.8601621985435486,0.48568618297576904,
5,595,,,,,,,0.06926850974559784
