step,train_loss,epoch,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,val_loss,test_loss
9,0.8885416984558105,0,,,,,,
19,0.8884047269821167,0,,,,,,
29,0.568824052810669,0,,,,,,
39,0.29463475942611694,0,,,,,,
49,0.39668071269989014,0,,,,,,
59,0.4345877766609192,0,,,,,,
69,0.5233533978462219,0,,,,,,
79,0.6086767315864563,0,,,,,,
89,0.37284302711486816,0,,,,,,
99,0.607759952545166,0,,,,,,
109,0.20805765688419342,0,,,,,,
119,0.25735560059547424,0,,,,,,
129,0.31162217259407043,0,,,,,,
139,0.5425770282745361,0,,,,,,
149,0.47657784819602966,0,,,,,,
159,0.23571553826332092,0,,,,,,
169,0.21300625801086426,0,,,,,,
179,0.3121548295021057,0,,,,,,
189,0.33811208605766296,0,,,,,,
199,0.26503077149391174,0,,,,,,
209,0.5026906132698059,0,,,,,,
219,0.2097500115633011,0,,,,,,
229,0.4391774535179138,0,,,,,,
239,0.23918300867080688,0,,,,,,
249,0.28848889470100403,0,,,,,,
259,0.19807559251785278,0,,,,,,
269,0.1514345109462738,0,,,,,,
279,0.6447271108627319,0,,,,,,
289,0.3320293426513672,0,,,,,,
299,0.13045944273471832,0,,,,,,
309,0.5752622485160828,0,,,,,,
319,0.09440138190984726,0,,,,,,
329,0.4279839098453522,0,,,,,,
339,0.14718124270439148,0,,,,,,
349,0.1092502698302269,0,,,,,,
359,0.11841703206300735,0,,,,,,
359,,0,0.8882099390029907,0.477011501789093,0.6463110446929932,0.6192861795425415,0.11273635178804398,
369,0.12306235730648041,1,,,,,,
379,0.10800376534461975,1,,,,,,
389,0.2467699497938156,1,,,,,,
399,0.23283357918262482,1,,,,,,
409,0.14774738252162933,1,,,,,,
419,0.18682613968849182,1,,,,,,
429,2.833488941192627,1,,,,,,
439,0.022370530292391777,1,,,,,,
449,0.22081893682479858,1,,,,,,
459,0.1632464975118637,1,,,,,,
469,1.0165537595748901,1,,,,,,
479,0.23836636543273926,1,,,,,,
489,0.2676733434200287,1,,,,,,
499,1.2858481407165527,1,,,,,,
509,0.07590413093566895,1,,,,,,
519,0.20955456793308258,1,,,,,,
529,0.15829168260097504,1,,,,,,
539,0.4786500036716461,1,,,,,,
549,0.1484643518924713,1,,,,,,
559,0.18549630045890808,1,,,,,,
569,0.13206103444099426,1,,,,,,
579,0.18690234422683716,1,,,,,,
589,0.21415309607982635,1,,,,,,
599,0.13449110090732574,1,,,,,,
609,0.0699634850025177,1,,,,,,
619,0.13000032305717468,1,,,,,,
629,0.220185786485672,1,,,,,,
639,0.09912014752626419,1,,,,,,
649,0.0758405551314354,1,,,,,,
659,0.5326177477836609,1,,,,,,
669,0.12902796268463135,1,,,,,,
679,0.08966904133558273,1,,,,,,
689,0.017309552058577538,1,,,,,,
699,0.16547717154026031,1,,,,,,
709,0.07583470642566681,1,,,,,,
719,0.05221585929393768,1,,,,,,
719,,1,0.8869507908821106,0.48275861144065857,0.6371598243713379,0.6059883832931519,0.10040732473134995,
729,0.0752904862165451,2,,,,,,
739,0.03329185023903847,2,,,,,,
749,0.08622098714113235,2,,,,,,
759,0.20299001038074493,2,,,,,,
769,0.03269389271736145,2,,,,,,
779,0.12980398535728455,2,,,,,,
789,2.2910854816436768,2,,,,,,
799,0.008673261851072311,2,,,,,,
809,0.13121837377548218,2,,,,,,
819,0.03721164911985397,2,,,,,,
829,0.7159203886985779,2,,,,,,
839,0.10309754312038422,2,,,,,,
849,0.24085211753845215,2,,,,,,
859,1.0756336450576782,2,,,,,,
869,0.05946875736117363,2,,,,,,
879,0.09844642132520676,2,,,,,,
889,0.08976251631975174,2,,,,,,
899,0.4023343622684479,2,,,,,,
909,0.1585506945848465,2,,,,,,
919,0.1325754076242447,2,,,,,,
929,0.06672774255275726,2,,,,,,
939,0.08629751950502396,2,,,,,,
949,0.16357260942459106,2,,,,,,
959,0.1299687772989273,2,,,,,,
969,0.10941624641418457,2,,,,,,
979,0.14339739084243774,2,,,,,,
989,0.037000320851802826,2,,,,,,
999,0.046090058982372284,2,,,,,,
1009,0.06979440897703171,2,,,,,,
1019,0.3946077823638916,2,,,,,,
1029,0.06967272609472275,2,,,,,,
1039,0.06636035442352295,2,,,,,,
1049,0.014735490083694458,2,,,,,,
1059,0.10828020423650742,2,,,,,,
1069,0.1258939653635025,2,,,,,,
1079,0.054625362157821655,2,,,,,,
1079,,2,0.891385018825531,0.48275861144065857,0.6525192856788635,0.625613272190094,0.09980624169111252,
1089,0.014289174228906631,3,,,,,,
1099,0.013019394129514694,3,,,,,,
1109,0.04474637657403946,3,,,,,,
1119,0.11883842200040817,3,,,,,,
1129,0.011519324034452438,3,,,,,,
1139,0.0381997786462307,3,,,,,,
1149,1.5815355777740479,3,,,,,,
1159,0.002951358910650015,3,,,,,,
1169,0.08583541214466095,3,,,,,,
1179,0.014398165047168732,3,,,,,,
1189,0.3150193393230438,3,,,,,,
1199,0.02575618587434292,3,,,,,,
1209,0.092877097427845,3,,,,,,
1219,0.6358543038368225,3,,,,,,
1229,0.03830310329794884,3,,,,,,
1239,0.03925797715783119,3,,,,,,
1249,0.02358040027320385,3,,,,,,
1259,0.21593159437179565,3,,,,,,
1269,0.05046819895505905,3,,,,,,
1279,0.03254689276218414,3,,,,,,
1289,0.023791827261447906,3,,,,,,
1299,0.007291434798389673,3,,,,,,
1309,0.03851337730884552,3,,,,,,
1319,0.07097244262695312,3,,,,,,
1329,0.03925744816660881,3,,,,,,
1339,0.06321031600236893,3,,,,,,
1349,0.006141814403235912,3,,,,,,
1359,0.02335527539253235,3,,,,,,
1369,0.037462394684553146,3,,,,,,
1379,0.12820200622081757,3,,,,,,
1389,0.013014421798288822,3,,,,,,
1399,0.043881047517061234,3,,,,,,
1409,0.003213817486539483,3,,,,,,
1419,0.030472438782453537,3,,,,,,
1429,0.036390695720911026,3,,,,,,
1439,0.04060493782162666,3,,,,,,
1439,,3,0.8930068612098694,0.5,0.6489643454551697,0.6290920376777649,0.1070307269692421,
1449,0.00643379520624876,4,,,,,,
1459,0.006551201455295086,4,,,,,,
1469,0.01711173541843891,4,,,,,,
1479,0.04606543853878975,4,,,,,,
1489,0.003306508995592594,4,,,,,,
1499,0.02076081745326519,4,,,,,,
1509,0.9916083216667175,4,,,,,,
1519,0.0010967131238430738,4,,,,,,
1529,0.05105745047330856,4,,,,,,
1539,0.005299827083945274,4,,,,,,
1549,0.1621716469526291,4,,,,,,
1559,0.009056201204657555,4,,,,,,
1569,0.04688141494989395,4,,,,,,
1579,0.3214627206325531,4,,,,,,
1589,0.02300422638654709,4,,,,,,
1599,0.015903117135167122,4,,,,,,
1609,0.00643275398761034,4,,,,,,
1619,0.07958728075027466,4,,,,,,
1629,0.0150193702429533,4,,,,,,
