train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
1.049161672592163,9,0,,,,,,,,,,
0.5201937556266785,19,0,,,,,,,,,,
0.3818170726299286,29,0,,,,,,,,,,
0.2893570065498352,39,0,,,,,,,,,,
0.29121214151382446,49,0,,,,,,,,,,
0.5611695051193237,59,0,,,,,,,,,,
0.2864529490470886,69,0,,,,,,,,,,
0.42497241497039795,79,0,,,,,,,,,,
0.21987901628017426,89,0,,,,,,,,,,
0.24620576202869415,99,0,,,,,,,,,,
0.4318978190422058,109,0,,,,,,,,,,
0.2635776698589325,119,0,,,,,,,,,,
0.2696395218372345,129,0,,,,,,,,,,
0.20651735365390778,139,0,,,,,,,,,,
0.32682254910469055,149,0,,,,,,,,,,
0.2331211268901825,159,0,,,,,,,,,,
0.2496841996908188,169,0,,,,,,,,,,
,169,0,0.47288385033607483,0.8420997262001038,0.41524308919906616,0.22189213335514069,0.4600315988063812,,,,,
0.22397860884666443,179,1,,,,,,,,,,
0.17256368696689606,189,1,,,,,,,,,,
0.20244371891021729,199,1,,,,,,,,,,
0.22850607335567474,209,1,,,,,,,,,,
0.17915138602256775,219,1,,,,,,,,,,
0.22845201194286346,229,1,,,,,,,,,,
0.24568092823028564,239,1,,,,,,,,,,
0.18906086683273315,249,1,,,,,,,,,,
0.18236322700977325,259,1,,,,,,,,,,
0.15399901568889618,269,1,,,,,,,,,,
0.15225854516029358,279,1,,,,,,,,,,
0.1789373755455017,289,1,,,,,,,,,,
0.09387055039405823,299,1,,,,,,,,,,
0.27600982785224915,309,1,,,,,,,,,,
0.16032439470291138,319,1,,,,,,,,,,
0.19544818997383118,329,1,,,,,,,,,,
0.04936927184462547,339,1,,,,,,,,,,
,339,1,0.5068652033805847,0.8528961539268494,0.4454664885997772,0.17829854786396027,0.49514177441596985,,,,,
0.1703825294971466,349,2,,,,,,,,,,
0.33867043256759644,359,2,,,,,,,,,,
0.25218042731285095,369,2,,,,,,,,,,
0.12464801222085953,379,2,,,,,,,,,,
0.45290330052375793,389,2,,,,,,,,,,
0.17395302653312683,399,2,,,,,,,,,,
0.14043545722961426,409,2,,,,,,,,,,
0.11473828554153442,419,2,,,,,,,,,,
0.1378978043794632,429,2,,,,,,,,,,
0.165851891040802,439,2,,,,,,,,,,
0.18394500017166138,449,2,,,,,,,,,,
0.12561599910259247,459,2,,,,,,,,,,
0.1263127624988556,469,2,,,,,,,,,,
0.18892119824886322,479,2,,,,,,,,,,
0.20759016275405884,489,2,,,,,,,,,,
0.10928954929113388,499,2,,,,,,,,,,
0.10928727686405182,509,2,,,,,,,,,,
,509,2,0.5428314208984375,0.8631120324134827,0.4901445508003235,0.1564856320619583,0.5338090062141418,,,,,
0.1939837783575058,519,3,,,,,,,,,,
0.10995342582464218,529,3,,,,,,,,,,
0.17394539713859558,539,3,,,,,,,,,,
0.11335936188697815,549,3,,,,,,,,,,
0.15232819318771362,559,3,,,,,,,,,,
0.0913713127374649,569,3,,,,,,,,,,
0.16266047954559326,579,3,,,,,,,,,,
0.14008229970932007,589,3,,,,,,,,,,
0.16726909577846527,599,3,,,,,,,,,,
0.13564470410346985,609,3,,,,,,,,,,
0.09176141768693924,619,3,,,,,,,,,,
0.1416175663471222,629,3,,,,,,,,,,
0.12366200983524323,639,3,,,,,,,,,,
0.1008390337228775,649,3,,,,,,,,,,
0.12814031541347504,659,3,,,,,,,,,,
0.07724522799253464,669,3,,,,,,,,,,
0.07978805154561996,679,3,,,,,,,,,,
,679,3,0.5610859990119934,0.8699663281440735,0.5111694931983948,0.15100200474262238,0.5543251037597656,,,,,
0.0938105434179306,689,4,,,,,,,,,,
0.14855414628982544,699,4,,,,,,,,,,
0.1331784725189209,709,4,,,,,,,,,,
0.45322543382644653,719,4,,,,,,,,,,
0.156246617436409,729,4,,,,,,,,,,
0.11997667700052261,739,4,,,,,,,,,,
0.11575133353471756,749,4,,,,,,,,,,
0.14749003946781158,759,4,,,,,,,,,,
0.10799118876457214,769,4,,,,,,,,,,
0.07201793044805527,779,4,,,,,,,,,,
0.12417340278625488,789,4,,,,,,,,,,
0.10479909926652908,799,4,,,,,,,,,,
0.10864001512527466,809,4,,,,,,,,,,
0.1963115930557251,819,4,,,,,,,,,,
0.171784445643425,829,4,,,,,,,,,,
0.08977778255939484,839,4,,,,,,,,,,
0.048348765820264816,849,4,,,,,,,,,,
,849,4,0.5741398930549622,0.8755896091461182,0.52562415599823,0.14513951539993286,0.5681038498878479,,,,,
,850,5,,,,,,0.8755896091461182,0.14513951539993286,0.5681038498878479,0.5741398930549622,0.52562415599823
