step,epoch,train_loss,val_qa_answer_f1,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,test_loss
9,0,0.810386598110199,,,,,,
19,0,0.40051403641700745,,,,,,
29,0,0.6354923248291016,,,,,,
39,0,0.19254007935523987,,,,,,
49,0,0.2972608506679535,,,,,,
59,0,0.2804703414440155,,,,,,
69,0,0.11576399207115173,,,,,,
79,0,0.11037896573543549,,,,,,
89,0,0.1319025605916977,,,,,,
99,0,0.1538269966840744,,,,,,
109,0,0.21257096529006958,,,,,,
119,0,nan,,,,,,
129,0,0.28547403216362,,,,,,
139,0,0.24277493357658386,,,,,,
149,0,0.15589532256126404,,,,,,
159,0,0.1521427482366562,,,,,,
169,0,0.11595658957958221,,,,,,
179,0,0.19908258318901062,,,,,,
189,0,0.14507386088371277,,,,,,
199,0,0.2012854516506195,,,,,,
209,0,0.22544656693935394,,,,,,
219,0,0.16284626722335815,,,,,,
229,0,0.1406298130750656,,,,,,
239,0,0.251394659280777,,,,,,
249,0,0.13581791520118713,,,,,,
259,0,0.2121860831975937,,,,,,
269,0,0.16582393646240234,,,,,,
279,0,0.13394984602928162,,,,,,
289,0,0.16897131502628326,,,,,,
299,0,0.14700837433338165,,,,,,
309,0,0.10749439150094986,,,,,,
319,0,0.08846741914749146,,,,,,
329,0,0.172463521361351,,,,,,
338,0,,0.14848056435585022,0.08935610949993134,0.11728019267320633,0.7488150000572205,0.18780173361301422,
339,1,0.12976203858852386,,,,,,
349,1,0.14676211774349213,,,,,,
359,1,0.09727706760168076,,,,,,
369,1,0.12179476767778397,,,,,,
379,1,0.1549496203660965,,,,,,
389,1,0.23846495151519775,,,,,,
399,1,0.11017508804798126,,,,,,
409,1,0.12243877351284027,,,,,,
419,1,0.08019988983869553,,,,,,
429,1,0.08500512689352036,,,,,,
439,1,0.11659303307533264,,,,,,
449,1,0.10114477574825287,,,,,,
459,1,0.11768721044063568,,,,,,
469,1,0.17098456621170044,,,,,,
479,1,0.09934036433696747,,,,,,
489,1,0.12933622300624847,,,,,,
499,1,0.15290939807891846,,,,,,
509,1,0.10500834882259369,,,,,,
519,1,0.11210381984710693,,,,,,
529,1,0.17958083748817444,,,,,,
539,1,0.19514936208724976,,,,,,
549,1,0.14156003296375275,,,,,,
559,1,0.07297901809215546,,,,,,
569,1,0.10715813934803009,,,,,,
579,1,0.20057334005832672,,,,,,
589,1,0.14653000235557556,,,,,,
599,1,0.1114472895860672,,,,,,
609,1,0.08053609728813171,,,,,,
619,1,0.1853891760110855,,,,,,
629,1,0.11901210993528366,,,,,,
639,1,0.07835140824317932,,,,,,
649,1,0.10232854634523392,,,,,,
659,1,0.21180887520313263,,,,,,
669,1,0.14978934824466705,,,,,,
677,1,,0.18165071308612823,0.12483574450016022,0.10494488477706909,0.7602085471153259,0.22282159328460693,
679,2,0.11461028456687927,,,,,,
689,2,0.05824238434433937,,,,,,
699,2,0.0868719220161438,,,,,,
709,2,0.08240824937820435,,,,,,
719,2,0.11654990911483765,,,,,,
729,2,0.07595166563987732,,,,,,
739,2,0.07594373822212219,,,,,,
749,2,0.0718865618109703,,,,,,
759,2,0.11417585611343384,,,,,,
769,2,0.060640882700681686,,,,,,
779,2,0.11205749958753586,,,,,,
789,2,0.06686066091060638,,,,,,
799,2,0.0958128422498703,,,,,,
809,2,0.06214442849159241,,,,,,
819,2,0.11940773576498032,,,,,,
829,2,0.07568744570016861,,,,,,
839,2,0.08702903985977173,,,,,,
849,2,0.12422218173742294,,,,,,
859,2,0.08352967351675034,,,,,,
869,2,0.09305752068758011,,,,,,
879,2,0.05192961171269417,,,,,,
889,2,0.10459515452384949,,,,,,
899,2,0.16184504330158234,,,,,,
909,2,0.09903186559677124,,,,,,
919,2,0.09467306733131409,,,,,,
929,2,0.07295430451631546,,,,,,
939,2,0.08411122113466263,,,,,,
949,2,0.09269417077302933,,,,,,
959,2,0.06455106288194656,,,,,,
969,2,0.11019040644168854,,,,,,
979,2,0.12012922018766403,,,,,,
989,2,0.055162135511636734,,,,,,
999,2,0.07925967872142792,,,,,,
1009,2,0.08430452644824982,,,,,,
1016,2,,0.21399518847465515,0.1484888345003128,0.09748107194900513,0.7751217484474182,0.2637942135334015,
1019,3,0.06961183995008469,,,,,,
1029,3,0.10882523655891418,,,,,,
1039,3,0.0958956703543663,,,,,,
1049,3,0.08042998611927032,,,,,,
1059,3,0.06484454870223999,,,,,,
1069,3,0.055197134613990784,,,,,,
1079,3,0.08962547779083252,,,,,,
1089,3,0.07315333187580109,,,,,,
1099,3,0.06427109986543655,,,,,,
1109,3,0.051948826760053635,,,,,,
1119,3,0.1004052683711052,,,,,,
1129,3,0.056227684020996094,,,,,,
1139,3,0.04561803862452507,,,,,,
1149,3,0.07720030844211578,,,,,,
1159,3,0.05996627360582352,,,,,,
1169,3,0.05538828298449516,,,,,,
1179,3,0.07628300786018372,,,,,,
1189,3,0.07095396518707275,,,,,,
1199,3,0.05696268007159233,,,,,,
1209,3,0.05289555341005325,,,,,,
