train_loss,step,epoch,val_qa_answer_f1,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,test_loss
0.13391263782978058,9,0,,,,,,
0.09661887586116791,19,0,,,,,,
0.08858108520507812,29,0,,,,,,
0.05562913417816162,39,0,,,,,,
0.06675127148628235,49,0,,,,,,
0.059945832937955856,59,0,,,,,,
0.06043615564703941,69,0,,,,,,
0.0520937480032444,79,0,,,,,,
0.07973497360944748,89,0,,,,,,
0.057856954634189606,99,0,,,,,,
0.06777607649564743,109,0,,,,,,
0.06191002577543259,119,0,,,,,,
0.06109260395169258,129,0,,,,,,
0.062479808926582336,139,0,,,,,,
0.04444951191544533,149,0,,,,,,
0.06116613745689392,159,0,,,,,,
0.06082550808787346,169,0,,,,,,
0.04206448793411255,179,0,,,,,,
0.06766649335622787,189,0,,,,,,
,193,0,0.47036370635032654,0.4241486191749573,0.09235608577728271,0.8772355914115906,0.5240193009376526,
0.06020217388868332,199,1,,,,,,
0.04460712894797325,209,1,,,,,,
0.041779112070798874,219,1,,,,,,
0.05648360401391983,229,1,,,,,,
0.04624936357140541,239,1,,,,,,
0.036398667842149734,249,1,,,,,,
0.05436645448207855,259,1,,,,,,
0.04699327424168587,269,1,,,,,,
0.04507080465555191,279,1,,,,,,
0.057824477553367615,289,1,,,,,,
0.03724522143602371,299,1,,,,,,
0.051582932472229004,309,1,,,,,,
0.041472338140010834,319,1,,,,,,
0.03188742324709892,329,1,,,,,,
0.04113881289958954,339,1,,,,,,
0.02468704618513584,349,1,,,,,,
0.03841112554073334,359,1,,,,,,
0.06443137675523758,369,1,,,,,,
0.062389716506004333,379,1,,,,,,
,387,1,0.7233899831771851,0.7058823704719543,0.05689713731408119,0.935666024684906,0.7388898134231567,
0.04079180210828781,389,2,,,,,,
0.046502597630023956,399,2,,,,,,
0.030204027891159058,409,2,,,,,,
0.04636596143245697,419,2,,,,,,
0.030833803117275238,429,2,,,,,,
0.02483450062572956,439,2,,,,,,
0.03362461179494858,449,2,,,,,,
0.022982440888881683,459,2,,,,,,
0.017834950238466263,469,2,,,,,,
0.035304635763168335,479,2,,,,,,
0.04799182713031769,489,2,,,,,,
0.013679313473403454,499,2,,,,,,
0.021038861945271492,509,2,,,,,,
0.03809583559632301,519,2,,,,,,
0.049516711384058,529,2,,,,,,
0.010425792075693607,539,2,,,,,,
0.020043741911649704,549,2,,,,,,
0.05761994421482086,559,2,,,,,,
0.04073892906308174,569,2,,,,,,
0.020629601553082466,579,2,,,,,,
,581,2,0.6651610136032104,0.6408668756484985,0.06826717406511307,0.9217785596847534,0.6885180473327637,
0.01481105387210846,589,3,,,,,,
0.010348399169743061,599,3,,,,,,
0.04375278204679489,609,3,,,,,,
0.040450435131788254,619,3,,,,,,
0.037839677184820175,629,3,,,,,,
0.03868104889988899,639,3,,,,,,
0.05647324398159981,649,3,,,,,,
0.030194038525223732,659,3,,,,,,
0.058550041168928146,669,3,,,,,,
0.015202087350189686,679,3,,,,,,
0.029268059879541397,689,3,,,,,,
0.024027155712246895,699,3,,,,,,
0.022812657058238983,709,3,,,,,,
0.01385750062763691,719,3,,,,,,
0.02243456244468689,729,3,,,,,,
nan,739,3,,,,,,
0.03864119574427605,749,3,,,,,,
0.02477714978158474,759,3,,,,,,
0.030682701617479324,769,3,,,,,,
,775,3,0.6791346669197083,0.6563467383384705,0.05706188082695007,0.9265691637992859,0.698688268661499,
0.027337340638041496,779,4,,,,,,
0.007141138892620802,789,4,,,,,,
0.010475464165210724,799,4,,,,,,
0.022144336253404617,809,4,,,,,,
0.019109567627310753,819,4,,,,,,
0.011169509962201118,829,4,,,,,,
0.01052817888557911,839,4,,,,,,
0.004036226309835911,849,4,,,,,,
0.02287933975458145,859,4,,,,,,
0.010836712084710598,869,4,,,,,,
0.011785581707954407,879,4,,,,,,
0.02756410650908947,889,4,,,,,,
0.028849635273218155,899,4,,,,,,
0.006632983218878508,909,4,,,,,,
0.008281306363642216,919,4,,,,,,
0.004962816834449768,929,4,,,,,,
0.003301429795101285,939,4,,,,,,
0.018070707097649574,949,4,,,,,,
0.017538389191031456,959,4,,,,,,
0.0027738965582102537,969,4,,,,,,
,969,4,0.641913115978241,0.6160990595817566,0.08099433034658432,0.9166229963302612,0.6699859499931335,
,970,5,,,,,,0.08099433034658432
