epoch,step,train_loss,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_answer_f1,test_loss
0,9,1.5142004489898682,,,,,,,,,,
0,19,1.1757789850234985,,,,,,,,,,
0,29,3.633815050125122,,,,,,,,,,
0,39,1.2697157859802246,,,,,,,,,,
0,49,0.8900983333587646,,,,,,,,,,
0,59,1.9566714763641357,,,,,,,,,,
0,69,1.3768850564956665,,,,,,,,,,
0,79,0.899787187576294,,,,,,,,,,
0,89,0.391265869140625,,,,,,,,,,
0,99,1.4319664239883423,,,,,,,,,,
0,102,,0.4177674651145935,0.5241960883140564,1.2296948432922363,0.2131519317626953,0.8282691240310669,,,,,
1,109,1.0425937175750732,,,,,,,,,,
1,119,0.838010311126709,,,,,,,,,,
1,129,0.6491910219192505,,,,,,,,,,
1,139,1.3173792362213135,,,,,,,,,,
1,149,1.1359217166900635,,,,,,,,,,
1,159,1.6372750997543335,,,,,,,,,,
1,169,2.4524765014648438,,,,,,,,,,
1,179,0.45382973551750183,,,,,,,,,,
1,189,1.4491156339645386,,,,,,,,,,
1,199,0.7198176383972168,,,,,,,,,,
1,205,,0.44281771779060364,0.5380336046218872,1.1607929468154907,0.25170066952705383,0.8412173390388489,,,,,
2,209,1.1784234046936035,,,,,,,,,,
2,219,1.0585923194885254,,,,,,,,,,
2,229,1.4587422609329224,,,,,,,,,,
2,239,1.0088443756103516,,,,,,,,,,
2,249,1.1358895301818848,,,,,,,,,,
2,259,0.29609161615371704,,,,,,,,,,
2,269,0.9326649308204651,,,,,,,,,,
2,279,1.6305104494094849,,,,,,,,,,
2,289,1.4892140626907349,,,,,,,,,,
2,299,1.209497332572937,,,,,,,,,,
2,308,,0.4450303614139557,0.5375801920890808,1.1384122371673584,0.2630385458469391,0.8425026535987854,,,,,
3,309,0.9226888418197632,,,,,,,,,,
3,319,1.087584137916565,,,,,,,,,,
3,329,2.3182945251464844,,,,,,,,,,
3,339,1.5634275674819946,,,,,,,,,,
3,349,1.0068212747573853,,,,,,,,,,
3,359,0.32532262802124023,,,,,,,,,,
3,369,1.0209290981292725,,,,,,,,,,
3,379,2.348952054977417,,,,,,,,,,
3,389,0.8332882523536682,,,,,,,,,,
3,399,0.43791016936302185,,,,,,,,,,
3,409,0.8949666023254395,,,,,,,,,,
3,411,,0.4560520648956299,0.5467877984046936,1.1143337488174438,0.26757368445396423,0.8475265502929688,,,,,
4,419,1.136733889579773,,,,,,,,,,
4,429,1.1653720140457153,,,,,,,,,,
4,439,0.2828415036201477,,,,,,,,,,
4,449,1.1109533309936523,,,,,,,,,,
4,459,1.0110052824020386,,,,,,,,,,
4,469,1.1364437341690063,,,,,,,,,,
4,479,1.4029220342636108,,,,,,,,,,
4,489,0.42891061305999756,,,,,,,,,,
4,499,0.533751368522644,,,,,,,,,,
4,509,0.6363983750343323,,,,,,,,,,
4,514,,0.47189220786094666,0.5618634819984436,1.1101652383804321,0.28344669938087463,0.8512907028198242,,,,,
5,515,,,,,,,0.5618634819984436,0.8512907028198242,0.28344669938087463,0.47189220786094666,1.1101652383804321
