epoch,step,train_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
0,9,0.6219634413719177,,,,,,
0,19,0.21579793095588684,,,,,,
0,29,0.19627201557159424,,,,,,
0,39,0.2497512847185135,,,,,,
0,49,0.12484300136566162,,,,,,
0,59,0.14570920169353485,,,,,,
0,69,0.15594370663166046,,,,,,
0,79,0.2230687439441681,,,,,,
0,89,0.16580381989479065,,,,,,
0,99,0.12989789247512817,,,,,,
0,109,0.16870640218257904,,,,,,
0,119,0.14239753782749176,,,,,,
0,129,0.1020684540271759,,,,,,
0,139,0.22888301312923431,,,,,,
0,149,0.07988838851451874,,,,,,
0,159,0.11214853823184967,,,,,,
0,169,0.21221424639225006,,,,,,
0,179,0.13798809051513672,,,,,,
0,189,0.1672450751066208,,,,,,
0,199,0.10584431886672974,,,,,,
0,209,0.12319726496934891,,,,,,
0,219,0.07474016398191452,,,,,,
0,229,0.09700953215360641,,,,,,
0,239,0.055514272302389145,,,,,,
0,249,0.08979605883359909,,,,,,
0,259,0.06072305142879486,,,,,,
0,269,0.09998699277639389,,,,,,
0,279,0.07402443885803223,,,,,,
0,289,0.09066344797611237,,,,,,
0,299,0.08237714320421219,,,,,,
0,309,0.05625248700380325,,,,,,
0,319,0.03692996874451637,,,,,,
0,329,0.1177225410938263,,,,,,
0,339,0.04306179657578468,,,,,,
0,349,0.07385773956775665,,,,,,
0,359,0.07348848879337311,,,,,,
0,369,0.12777045369148254,,,,,,
0,379,0.06380721926689148,,,,,,
0,389,0.10242731869220734,,,,,,
0,399,0.0375814363360405,,,,,,
0,409,0.17462480068206787,,,,,,
0,419,0.11302779614925385,,,,,,
0,429,0.047745682299137115,,,,,,
0,439,0.03988733887672424,,,,,,
0,449,0.09562171995639801,,,,,,
0,459,0.1418672502040863,,,,,,
0,469,0.034020908176898956,,,,,,
0,479,0.07744039595127106,,,,,,
0,489,0.040935665369033813,,,,,,
0,499,0.03085721842944622,,,,,,
0,509,0.126979261636734,,,,,,
0,519,0.1154739186167717,,,,,,
0,529,0.08805934339761734,,,,,,
0,539,0.03994150087237358,,,,,,
0,549,0.02984635904431343,,,,,,
0,559,0.1481068879365921,,,,,,
0,569,0.027005204930901527,,,,,,
0,579,0.05079597979784012,,,,,,
