epoch,step,train_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,test_loss
0,9,0.3512495160102844,,,,,,
0,19,0.26836100220680237,,,,,,
0,29,0.3728329837322235,,,,,,
0,39,0.4252769351005554,,,,,,
0,49,0.2150418907403946,,,,,,
0,59,0.1761062890291214,,,,,,
0,69,0.1076628565788269,,,,,,
0,79,0.1699250489473343,,,,,,
0,89,0.3310076594352722,,,,,,
0,99,0.1308136135339737,,,,,,
0,109,0.13731160759925842,,,,,,
0,119,0.1645999550819397,,,,,,
0,129,0.11172544211149216,,,,,,
0,139,0.217817023396492,,,,,,
0,149,0.16713795065879822,,,,,,
0,159,0.10652527213096619,,,,,,
0,169,0.11591626703739166,,,,,,
0,179,0.12384732812643051,,,,,,
0,189,0.14688298106193542,,,,,,
0,199,0.0950678139925003,,,,,,
0,209,0.046502724289894104,,,,,,
0,219,0.08177720755338669,,,,,,
0,229,0.15398643910884857,,,,,,
0,239,0.1871814876794815,,,,,,
0,249,0.08081196248531342,,,,,,
0,259,0.14253732562065125,,,,,,
0,269,0.115071602165699,,,,,,
0,279,0.0537591278553009,,,,,,
0,289,0.13356736302375793,,,,,,
0,299,0.10439836978912354,,,,,,
0,309,0.09531214833259583,,,,,,
0,319,0.08682077378034592,,,,,,
0,329,0.10819502919912338,,,,,,
0,339,0.11922146379947662,,,,,,
0,349,0.1637900173664093,,,,,,
0,359,0.2464217245578766,,,,,,
0,359,,0.39432892203330994,0.3371935784816742,0.8202865123748779,0.09137299656867981,0.26861703395843506,
1,369,0.11937961727380753,,,,,,
1,379,0.06143426522612572,,,,,,
1,389,0.1318032294511795,,,,,,
1,399,0.10075919330120087,,,,,,
1,409,0.10729079693555832,,,,,,
1,419,0.05787700414657593,,,,,,
1,429,0.10347457975149155,,,,,,
1,439,0.07303831726312637,,,,,,
1,449,0.09789293259382248,,,,,,
1,459,0.12501929700374603,,,,,,
1,469,0.18855217099189758,,,,,,
1,479,0.11868126690387726,,,,,,
1,489,0.06681640446186066,,,,,,
1,499,0.07168277353048325,,,,,,
1,509,0.13004720211029053,,,,,,
1,519,0.17828942835330963,,,,,,
1,529,0.0935542955994606,,,,,,
1,539,0.1454971730709076,,,,,,
1,549,0.08659321069717407,,,,,,
1,559,0.08458289504051208,,,,,,
1,569,0.04619581997394562,,,,,,
1,579,0.14760072529315948,,,,,,
1,589,0.05919184163212776,,,,,,
1,599,0.02567474916577339,,,,,,
1,609,0.07775898277759552,,,,,,
1,619,0.06087512895464897,,,,,,
1,629,0.10816707462072372,,,,,,
1,639,0.06283433735370636,,,,,,
1,649,0.09423200786113739,,,,,,
1,659,0.17154790461063385,,,,,,
1,669,0.03411407023668289,,,,,,
1,679,0.058236055076122284,,,,,,
1,689,0.10745503753423691,,,,,,
1,699,0.037397272884845734,,,,,,
1,709,0.14903542399406433,,,,,,
1,719,0.035737451165914536,,,,,,
1,719,,0.5457009673118591,0.5106274485588074,0.8701880574226379,0.06323504447937012,0.45611703395843506,
2,729,0.0680595263838768,,,,,,
2,739,0.04210503026843071,,,,,,
2,749,0.07027491182088852,,,,,,
2,759,0.04690452665090561,,,,,,
2,769,0.06998933851718903,,,,,,
2,779,0.03299768269062042,,,,,,
2,789,0.07568661123514175,,,,,,
2,799,0.04701927676796913,,,,,,
2,809,0.04853837564587593,,,,,,
2,819,0.08777463436126709,,,,,,
2,829,0.10771821439266205,,,,,,
2,839,0.05644484609365463,,,,,,
2,849,0.049701157957315445,,,,,,
2,859,0.0407940149307251,,,,,,
2,869,0.07830004394054413,,,,,,
2,879,0.04673254117369652,,,,,,
2,889,0.0704917162656784,,,,,,
2,899,0.08428241312503815,,,,,,
2,909,0.05776360630989075,,,,,,
2,919,0.05589403584599495,,,,,,
2,929,0.02691476233303547,,,,,,
2,939,0.07084786891937256,,,,,,
2,949,0.029377829283475876,,,,,,
2,959,0.019840624183416367,,,,,,
2,969,0.07209446281194687,,,,,,
2,979,0.04449791833758354,,,,,,
2,989,0.07738754153251648,,,,,,
2,999,0.04301310330629349,,,,,,
2,1009,0.031902145594358444,,,,,,
2,1019,0.09708330035209656,,,,,,
2,1029,0.026405448094010353,,,,,,
2,1039,0.02944192849099636,,,,,,
2,1049,0.08478529006242752,,,,,,
2,1059,0.020003769546747208,,,,,,
2,1069,0.056874830275774,,,,,,
2,1079,0.014494137838482857,,,,,,
2,1079,,0.6174429655075073,0.5948627591133118,0.8927595615386963,0.06708525866270065,0.5492021441459656,
3,1089,0.038513556122779846,,,,,,
3,1099,0.027864621952176094,,,,,,
3,1109,0.044338636100292206,,,,,,
3,1119,0.02912152372300625,,,,,,
3,1129,0.04711148142814636,,,,,,
3,1139,0.022310320287942886,,,,,,
3,1149,0.05704469233751297,,,,,,
3,1159,0.03643444553017616,,,,,,
3,1169,0.036750830709934235,,,,,,
3,1179,0.05600842460989952,,,,,,
3,1189,0.04993894323706627,,,,,,
3,1199,0.019324203953146935,,,,,,
3,1209,0.0360112339258194,,,,,,
3,1219,0.025156326591968536,,,,,,
3,1229,0.04774397984147072,,,,,,
3,1239,0.01739140786230564,,,,,,
3,1249,0.03976975753903389,,,,,,
3,1259,0.04040028899908066,,,,,,
3,1269,0.03916597738862038,,,,,,
3,1279,0.03359377756714821,,,,,,
3,1289,0.00976537074893713,,,,,,
3,1299,0.029050132259726524,,,,,,
3,1309,0.021780071780085564,,,,,,
3,1319,0.015381088480353355,,,,,,
3,1329,0.054842814803123474,,,,,,
3,1339,0.038694966584444046,,,,,,
3,1349,0.05340629070997238,,,,,,
3,1359,0.021961405873298645,,,,,,
3,1369,0.013577716425061226,,,,,,
3,1379,0.026793451979756355,,,,,,
3,1389,0.016825884580612183,,,,,,
3,1399,0.021078115329146385,,,,,,
3,1409,0.06399647146463394,,,,,,
3,1419,0.010806514881551266,,,,,,
3,1429,0.016420802101492882,,,,,,
3,1439,0.005524960812181234,,,,,,
3,1439,,0.6136041879653931,0.5975818037986755,0.8935840129852295,0.08870232850313187,0.5492021441459656,
4,1449,0.027034319937229156,,,,,,
4,1459,0.02110651135444641,,,,,,
4,1469,0.026580821722745895,,,,,,
4,1479,0.016967255622148514,,,,,,
4,1489,0.024165034294128418,,,,,,
4,1499,0.012505592778325081,,,,,,
4,1509,0.04675568640232086,,,,,,
4,1519,0.02421584166586399,,,,,,
4,1529,0.02074950747191906,,,,,,
4,1539,0.021150898188352585,,,,,,
4,1549,0.023909591138362885,,,,,,
4,1559,0.006241546478122473,,,,,,
4,1569,0.012388376519083977,,,,,,
4,1579,0.008396185003221035,,,,,,
4,1589,0.023142294958233833,,,,,,
4,1599,0.005702246446162462,,,,,,
4,1609,0.024159155786037445,,,,,,
4,1619,0.021897276863455772,,,,,,
4,1629,0.013849238865077496,,,,,,
4,1639,0.0236776415258646,,,,,,
4,1649,0.003673617262393236,,,,,,
4,1659,0.012463496997952461,,,,,,
4,1669,0.012250922620296478,,,,,,
4,1679,0.015367308631539345,,,,,,
4,1689,0.03868136554956436,,,,,,
4,1699,0.026092037558555603,,,,,,
4,1709,0.03166617080569267,,,,,,
4,1719,0.008874197490513325,,,,,,
4,1729,0.007405760232359171,,,,,,
4,1739,0.007830647751688957,,,,,,
4,1749,0.00981366541236639,,,,,,
4,1759,0.01325814425945282,,,,,,
4,1769,0.01663622446358204,,,,,,
4,1779,0.006172744557261467,,,,,,
4,1789,0.006720987614244223,,,,,,
4,1799,0.0015701687661930919,,,,,,
4,1799,,0.6236583590507507,0.606443464756012,0.8962416052818298,0.1315343827009201,0.5585106611251831,
5,1800,,,,,,,0.1315343827009201
