train_loss,epoch,step,val_loss,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_qa_sas,test_loss
0.4766038656234741,0,9,,,,,,
0.5167691707611084,0,19,,,,,,
0.2959801256656647,0,29,,,,,,
0.41772276163101196,0,39,,,,,,
0.36979177594184875,0,49,,,,,,
0.7017152309417725,0,59,,,,,,
0.4653831422328949,0,69,,,,,,
0.44540154933929443,0,79,,,,,,
0.3365185856819153,0,89,,,,,,
0.30370864272117615,0,99,,,,,,
,0,107,0.16949684917926788,0.8543501496315002,0.3513513505458832,0.5532345175743103,0.598333477973938,
0.5971202850341797,1,109,,,,,,
0.5367609858512878,1,119,,,,,,
0.1900101900100708,1,129,,,,,,
0.12021179497241974,1,139,,,,,,
0.2893390953540802,1,149,,,,,,
0.5866181254386902,1,159,,,,,,
0.4084853231906891,1,169,,,,,,
0.20065580308437347,1,179,,,,,,
0.4119170606136322,1,189,,,,,,
0.7146887183189392,1,199,,,,,,
0.4654551148414612,1,209,,,,,,
,1,215,0.16084423661231995,0.8657308220863342,0.39459457993507385,0.5733487010002136,0.6181416511535645,
0.07544325292110443,2,219,,,,,,
0.17917150259017944,2,229,,,,,,
0.2836951017379761,2,239,,,,,,
0.6035715341567993,2,249,,,,,,
0.05011502280831337,2,259,,,,,,
0.155243381857872,2,269,,,,,,
0.40758001804351807,2,279,,,,,,
0.44433319568634033,2,289,,,,,,
0.190183624625206,2,299,,,,,,
0.3242660462856293,2,309,,,,,,
0.27200427651405334,2,319,,,,,,
,2,323,0.15616974234580994,0.8705077767372131,0.44324323534965515,0.5942109823226929,0.6247267127037048,
0.3051282465457916,3,329,,,,,,
0.13949339091777802,3,339,,,,,,
0.4590494930744171,3,349,,,,,,
0.2457071989774704,3,359,,,,,,
0.3706951439380646,3,369,,,,,,
0.3082410991191864,3,379,,,,,,
0.4787217080593109,3,389,,,,,,
0.2607898712158203,3,399,,,,,,
0.6250905394554138,3,409,,,,,,
0.2717219591140747,3,419,,,,,,
0.29411542415618896,3,429,,,,,,
,3,431,0.15476812422275543,0.8755078315734863,0.4486486613750458,0.6076988577842712,0.6403602361679077,
0.17331567406654358,4,439,,,,,,
0.11431878805160522,4,449,,,,,,
0.4421626925468445,4,459,,,,,,
0.03919125720858574,4,469,,,,,,
0.06196080520749092,4,479,,,,,,
0.08223355561494827,4,489,,,,,,
1.0484418869018555,4,499,,,,,,
0.073037289083004,4,509,,,,,,
0.11922965943813324,4,519,,,,,,
0.1441434919834137,4,529,,,,,,
0.15117476880550385,4,539,,,,,,
,4,539,0.16258428990840912,0.8725273609161377,0.4378378391265869,0.5923933982849121,0.6232882142066956,
,5,540,,,,,,0.16258428990840912
