step,epoch,train_loss,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em
9,0,0.8434247374534607,,,,,,,,,,
19,0,0.897930920124054,,,,,,,,,,
29,0,0.7857927083969116,,,,,,,,,,
39,0,0.39910802245140076,,,,,,,,,,
49,0,0.5666374564170837,,,,,,,,,,
59,0,0.3253847658634186,,,,,,,,,,
69,0,0.4457731246948242,,,,,,,,,,
79,0,0.48599809408187866,,,,,,,,,,
89,0,0.5038752555847168,,,,,,,,,,
99,0,0.47725170850753784,,,,,,,,,,
109,0,0.23769234120845795,,,,,,,,,,
119,0,0.32643571496009827,,,,,,,,,,
129,0,0.22935530543327332,,,,,,,,,,
139,0,0.2499777227640152,,,,,,,,,,
149,0,0.15350067615509033,,,,,,,,,,
159,0,0.30571475625038147,,,,,,,,,,
169,0,0.3415086269378662,,,,,,,,,,
172,0,,0.23371350765228271,0.35219454765319824,0.7963706254959106,0.30935680866241455,0.25811001658439636,,,,,
179,1,0.34773218631744385,,,,,,,,,,
189,1,0.34253138303756714,,,,,,,,,,
199,1,0.3184829354286194,,,,,,,,,,
209,1,0.16110096871852875,,,,,,,,,,
219,1,0.28560253977775574,,,,,,,,,,
229,1,0.2847656011581421,,,,,,,,,,
239,1,0.22618524730205536,,,,,,,,,,
249,1,0.22768987715244293,,,,,,,,,,
259,1,0.16727544367313385,,,,,,,,,,
269,1,0.17370417714118958,,,,,,,,,,
279,1,0.3394524157047272,,,,,,,,,,
289,1,0.3091834485530853,,,,,,,,,,
299,1,0.24214141070842743,,,,,,,,,,
309,1,0.36860281229019165,,,,,,,,,,
319,1,0.2842555642127991,,,,,,,,,,
329,1,0.2749992311000824,,,,,,,,,,
339,1,0.1651972383260727,,,,,,,,,,
345,1,,0.2058688849210739,0.414306640625,0.8222166895866394,0.3778376281261444,0.3215796947479248,,,,,
349,2,0.18206433951854706,,,,,,,,,,
359,2,0.22116069495677948,,,,,,,,,,
369,2,0.35911890864372253,,,,,,,,,,
379,2,0.17942631244659424,,,,,,,,,,
389,2,0.21597939729690552,,,,,,,,,,
399,2,0.1826387345790863,,,,,,,,,,
409,2,0.26656943559646606,,,,,,,,,,
419,2,0.25453364849090576,,,,,,,,,,
429,2,0.30591440200805664,,,,,,,,,,
439,2,0.2966928780078888,,,,,,,,,,
449,2,0.21049192547798157,,,,,,,,,,
459,2,0.2717301547527313,,,,,,,,,,
469,2,0.22663357853889465,,,,,,,,,,
479,2,0.19865381717681885,,,,,,,,,,
489,2,0.15575404465198517,,,,,,,,,,
499,2,0.3251981735229492,,,,,,,,,,
509,2,0.19759748876094818,,,,,,,,,,
518,2,,0.19532959163188934,0.4529893696308136,0.8352404236793518,0.4210043251514435,0.36530324816703796,,,,,
519,3,0.24616871774196625,,,,,,,,,,
529,3,0.1381569802761078,,,,,,,,,,
539,3,0.13308081030845642,,,,,,,,,,
549,3,0.16602692008018494,,,,,,,,,,
559,3,0.27253809571266174,,,,,,,,,,
569,3,0.16868509352207184,,,,,,,,,,
579,3,0.13561253249645233,,,,,,,,,,
589,3,0.25219595432281494,,,,,,,,,,
599,3,0.14525458216667175,,,,,,,,,,
609,3,0.25943633913993835,,,,,,,,,,
619,3,0.22921869158744812,,,,,,,,,,
629,3,0.1493784785270691,,,,,,,,,,
639,3,0.2278514951467514,,,,,,,,,,
649,3,0.2227126955986023,,,,,,,,,,
659,3,0.16878639161586761,,,,,,,,,,
669,3,0.17789535224437714,,,,,,,,,,
679,3,nan,,,,,,,,,,
689,3,0.11483079940080643,,,,,,,,,,
691,3,,0.18203872442245483,0.46201714873313904,0.8395912051200867,0.4425830841064453,0.38928067684173584,,,,,
699,4,0.2190164476633072,,,,,,,,,,
709,4,0.2649996280670166,,,,,,,,,,
719,4,0.22764988243579865,,,,,,,,,,
729,4,0.27018722891807556,,,,,,,,,,
739,4,0.23234176635742188,,,,,,,,,,
749,4,0.21482379734516144,,,,,,,,,,
759,4,0.18761612474918365,,,,,,,,,,
769,4,0.11163447797298431,,,,,,,,,,
779,4,0.22148287296295166,,,,,,,,,,
789,4,0.1682942509651184,,,,,,,,,,
799,4,0.35697877407073975,,,,,,,,,,
809,4,0.17927603423595428,,,,,,,,,,
819,4,0.19094184041023254,,,,,,,,,,
829,4,0.2479754090309143,,,,,,,,,,
839,4,0.1579345017671585,,,,,,,,,,
849,4,0.31548529863357544,,,,,,,,,,
859,4,0.256873220205307,,,,,,,,,,
864,4,,0.18645048141479492,0.43963760137557983,0.8392112851142883,0.41524800658226013,0.35825106501579285,,,,,
865,5,,,,,,,0.8392112851142883,0.18645048141479492,0.43963760137557983,0.41524800658226013,0.35825106501579285
