step,epoch,train_loss,val_qa_em,val_qa_sas,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
9,0,0.6897134780883789,,,,,,
19,0,0.24866527318954468,,,,,,
29,0,0.586380124092102,,,,,,
39,0,0.3448655605316162,,,,,,
49,0,0.46507149934768677,,,,,,
59,0,13.401618957519531,,,,,,
69,0,0.8924098014831543,,,,,,
79,0,0.23701068758964539,,,,,,
89,0,0.959164559841156,,,,,,
99,0,0.4566885530948639,,,,,,
109,0,0.4886842370033264,,,,,,
119,0,0.4483618140220642,,,,,,
129,0,0.2685472071170807,,,,,,
139,0,0.3192421793937683,,,,,,
149,0,0.6240388751029968,,,,,,
159,0,0.6281061768531799,,,,,,
169,0,0.37450316548347473,,,,,,
179,0,0.3021179437637329,,,,,,
189,0,0.21532611548900604,,,,,,
199,0,0.5526642203330994,,,,,,
209,0,0.1466882973909378,,,,,,
219,0,0.8741447329521179,,,,,,
229,0,0.6029173135757446,,,,,,
239,0,0.22608552873134613,,,,,,
249,0,0.19825409352779388,,,,,,
259,0,0.32838425040245056,,,,,,
269,0,0.17568016052246094,,,,,,
279,0,0.25989705324172974,,,,,,
289,0,0.3104560673236847,,,,,,
299,0,0.2971823513507843,,,,,,
309,0,0.23796196281909943,,,,,,
319,0,1.3518632650375366,,,,,,
329,0,0.2175728678703308,,,,,,
339,0,0.5347419381141663,,,,,,
349,0,0.3840332329273224,,,,,,
359,0,0.41291096806526184,,,,,,
361,0,,0.5,0.603371262550354,0.8738645315170288,0.09984073787927628,0.5739899277687073,
369,1,0.6798936128616333,,,,,,
379,1,0.14516843855381012,,,,,,
389,1,0.5885623693466187,,,,,,
399,1,0.1629570573568344,,,,,,
409,1,0.12522508203983307,,,,,,
419,1,0.18534564971923828,,,,,,
429,1,0.24329429864883423,,,,,,
439,1,0.16192421317100525,,,,,,
449,1,0.4182986915111542,,,,,,
459,1,0.4105569124221802,,,,,,
469,1,0.1453736126422882,,,,,,
479,1,0.13201062381267548,,,,,,
489,1,0.06370934844017029,,,,,,
499,1,0.13757741451263428,,,,,,
509,1,0.13029678165912628,,,,,,
519,1,0.16767185926437378,,,,,,
529,1,0.07064402848482132,,,,,,
539,1,0.30238956212997437,,,,,,
549,1,0.8834182620048523,,,,,,
559,1,0.08079840987920761,,,,,,
569,1,0.38546523451805115,,,,,,
579,1,0.1974320113658905,,,,,,
589,1,0.13181649148464203,,,,,,
599,1,0.11962956935167313,,,,,,
609,1,0.21852833032608032,,,,,,
619,1,0.2959941029548645,,,,,,
629,1,0.11992662400007248,,,,,,
639,1,0.18760740756988525,,,,,,
649,1,0.07816456258296967,,,,,,
659,1,0.1614656001329422,,,,,,
669,1,0.25972890853881836,,,,,,
679,1,0.053267475217580795,,,,,,
689,1,0.08735048770904541,,,,,,
699,1,0.17627209424972534,,,,,,
709,1,0.16515201330184937,,,,,,
719,1,0.05952470749616623,,,,,,
723,1,,0.5384615659713745,0.6297581791877747,0.8851362466812134,0.1002928614616394,0.6115639209747314,
729,2,0.02542155608534813,,,,,,
739,2,0.0598762147128582,,,,,,
749,2,0.029541755095124245,,,,,,
759,2,2.0175771713256836,,,,,,
769,2,0.06787016987800598,,,,,,
779,2,0.041728582233190536,,,,,,
789,2,0.2932909429073334,,,,,,
799,2,0.04475456476211548,,,,,,
809,2,0.07526231557130814,,,,,,
819,2,0.15976722538471222,,,,,,
829,2,0.22990047931671143,,,,,,
839,2,0.07285729795694351,,,,,,
849,2,0.15884806215763092,,,,,,
859,2,0.026382410898804665,,,,,,
869,2,0.0829683169722557,,,,,,
879,2,0.19897794723510742,,,,,,
889,2,0.15171490609645844,,,,,,
899,2,0.040619928389787674,,,,,,
909,2,0.09525222331285477,,,,,,
919,2,0.049644023180007935,,,,,,
929,2,0.05559534206986427,,,,,,
939,2,0.041219279170036316,,,,,,
949,2,0.1819944977760315,,,,,,
959,2,0.023997869342565536,,,,,,
969,2,0.05840225890278816,,,,,,
979,2,0.06559641659259796,,,,,,
989,2,0.10027703642845154,,,,,,
999,2,0.03214089199900627,,,,,,
1009,2,0.0417848601937294,,,,,,
1019,2,0.10822475701570511,,,,,,
1029,2,0.025728756561875343,,,,,,
1039,2,0.01258454006165266,,,,,,
