epoch,step,train_loss,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,test_loss
0,9,0.10189912468194962,,,,,,
0,19,0.07238026708364487,,,,,,
0,29,0.05005510896444321,,,,,,
0,39,0.08315366506576538,,,,,,
0,49,0.0711098164319992,,,,,,
0,59,0.06471539288759232,,,,,,
0,69,0.052732862532138824,,,,,,
0,79,0.06541334837675095,,,,,,
0,89,0.06783383339643478,,,,,,
0,99,0.05470450222492218,,,,,,
0,109,0.055109042674303055,,,,,,
0,119,0.037491243332624435,,,,,,
0,129,0.05792589858174324,,,,,,
0,139,0.06974254548549652,,,,,,
0,149,0.055756259709596634,,,,,,
0,159,0.04046756401658058,,,,,,
0,169,0.03841039538383484,,,,,,
0,179,0.05035962536931038,,,,,,
0,189,0.051174964755773544,,,,,,
0,189,,0.11573033034801483,0.5175992846488953,0.4472047686576843,0.3983286917209625,0.8741567730903625,
1,199,0.03855346515774727,,,,,,
1,209,0.05251495540142059,,,,,,
1,219,0.06514657288789749,,,,,,
1,229,0.04958437383174896,,,,,,
1,239,0.05025831237435341,,,,,,
1,249,0.053714096546173096,,,,,,
1,259,0.06153617426753044,,,,,,
1,269,0.032548874616622925,,,,,,
1,279,0.06956011056900024,,,,,,
1,289,0.03838727995753288,,,,,,
1,299,0.07533075660467148,,,,,,
1,309,0.033573273569345474,,,,,,
1,319,0.033567264676094055,,,,,,
1,329,0.034541115164756775,,,,,,
1,339,0.0650719702243805,,,,,,
1,349,0.0382438562810421,,,,,,
1,359,0.02349991165101528,,,,,,
1,369,0.02672865055501461,,,,,,
1,379,0.044187091290950775,,,,,,
1,379,,0.05835941806435585,0.6428983211517334,0.6108361482620239,0.582172691822052,0.9108687043190002,
2,389,0.019723698496818542,,,,,,
2,399,0.01795630156993866,,,,,,
2,409,0.046694066375494,,,,,,
2,419,0.03185412660241127,,,,,,
2,429,0.0365612767636776,,,,,,
2,439,0.026521923020482063,,,,,,
2,449,0.04339244216680527,,,,,,
2,459,0.023246649652719498,,,,,,
2,469,0.04167003184556961,,,,,,
2,479,0.01573028415441513,,,,,,
2,489,0.06094172224402428,,,,,,
2,499,0.01960134319961071,,,,,,
2,509,0.015408295206725597,,,,,,
2,519,0.027485964819788933,,,,,,
2,529,0.05002351105213165,,,,,,
2,539,0.026894669979810715,,,,,,
2,549,0.01263897679746151,,,,,,
2,559,0.01878221146762371,,,,,,
2,569,0.015462634153664112,,,,,,
2,569,,0.060379840433597565,0.6633642911911011,0.6327512264251709,0.6016713380813599,0.9166596531867981,
3,579,0.010073932819068432,,,,,,
3,589,0.005674886517226696,,,,,,
3,599,0.031406939029693604,,,,,,
3,609,0.009938018396496773,,,,,,
3,619,0.02972474880516529,,,,,,
3,629,0.012034020386636257,,,,,,
3,639,0.016192270442843437,,,,,,
3,649,nan,,,,,,
3,659,0.022913698107004166,,,,,,
3,669,0.007532734423875809,,,,,,
3,679,0.033204417675733566,,,,,,
3,689,0.0064537315629422665,,,,,,
3,699,0.005768885836005211,,,,,,
3,709,0.013332415372133255,,,,,,
3,719,0.02153094671666622,,,,,,
3,729,0.014727304689586163,,,,,,
3,739,0.005532054230570793,,,,,,
3,749,0.008424440398812294,,,,,,
3,759,0.0024402267299592495,,,,,,
3,759,,0.09189120680093765,0.6510515809059143,0.6221376657485962,0.5877437591552734,0.9138052463531494,
4,769,0.005527653265744448,,,,,,
4,779,0.001124175963923335,,,,,,
4,789,0.014116013422608376,,,,,,
4,799,0.004924487788230181,,,,,,
4,809,0.026665976271033287,,,,,,
4,819,0.003556987037882209,,,,,,
4,829,0.00497931893914938,,,,,,
4,839,0.00955936312675476,,,,,,
4,849,0.003533299546688795,,,,,,
4,859,0.002048419089987874,,,,,,
4,869,0.0021505646873265505,,,,,,
4,879,0.0014324026415124536,,,,,,
4,889,0.0013896861346438527,,,,,,
4,899,0.0006801727577112615,,,,,,
4,909,0.004865238908678293,,,,,,
4,919,0.00942508690059185,,,,,,
4,929,0.0020870184525847435,,,,,,
4,939,0.0016111308941617608,,,,,,
4,949,0.0009541595936752856,,,,,,
4,949,,0.09733043611049652,0.6709910035133362,0.6454315781593323,0.6128133535385132,0.9191756248474121,
5,950,,,,,,,0.09733043611049652
