train_loss,step,epoch,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,test_loss
0.6735361814498901,9,0,,,,,,
0.23152664303779602,19,0,,,,,,
0.17349036037921906,29,0,,,,,,
0.25539323687553406,39,0,,,,,,
0.14520470798015594,49,0,,,,,,
0.15083828568458557,59,0,,,,,,
0.12235728651285172,69,0,,,,,,
0.20221860706806183,79,0,,,,,,
0.1750219464302063,89,0,,,,,,
0.16184812784194946,99,0,,,,,,
0.20444142818450928,109,0,,,,,,
0.11750134080648422,119,0,,,,,,
0.10829787701368332,129,0,,,,,,
0.2594117224216461,139,0,,,,,,
0.07687018811702728,149,0,,,,,,
0.11358459293842316,159,0,,,,,,
0.2334631234407425,169,0,,,,,,
0.15144364535808563,179,0,,,,,,
0.169243723154068,189,0,,,,,,
0.13709110021591187,199,0,,,,,,
0.15000537037849426,209,0,,,,,,
0.057212360203266144,219,0,,,,,,
0.09808409214019775,229,0,,,,,,
0.04106099158525467,239,0,,,,,,
0.07462082803249359,249,0,,,,,,
0.0376686155796051,259,0,,,,,,
0.07803992182016373,269,0,,,,,,
0.07555506378412247,279,0,,,,,,
0.08346513658761978,289,0,,,,,,
0.12052015960216522,299,0,,,,,,
0.08245982229709625,309,0,,,,,,
0.04154417663812637,319,0,,,,,,
0.11090961843729019,329,0,,,,,,
0.044328924268484116,339,0,,,,,,
0.11132606118917465,349,0,,,,,,
0.07750247418880463,359,0,,,,,,
0.0953637883067131,369,0,,,,,,
0.06171133741736412,379,0,,,,,,
0.0833514928817749,389,0,,,,,,
0.03196151182055473,399,0,,,,,,
0.18202941119670868,409,0,,,,,,
0.1310424506664276,419,0,,,,,,
0.0771205797791481,429,0,,,,,,
0.03757360577583313,439,0,,,,,,
0.10507690906524658,449,0,,,,,,
0.15823686122894287,459,0,,,,,,
0.03162211924791336,469,0,,,,,,
0.07287842780351639,479,0,,,,,,
0.053852301090955734,489,0,,,,,,
0.03391406685113907,499,0,,,,,,
0.13887745141983032,509,0,,,,,,
0.10576292872428894,519,0,,,,,,
0.04972907155752182,529,0,,,,,,
0.04353165253996849,539,0,,,,,,
0.017632421106100082,549,0,,,,,,
0.1253831684589386,559,0,,,,,,
0.022971220314502716,569,0,,,,,,
0.05517648532986641,579,0,,,,,,
0.04223673418164253,589,0,,,,,,
0.06000153347849846,599,0,,,,,,
,600,0,0.10306563973426819,0.8911856412887573,0.6085343956947327,0.6736929416656494,0.2777777910232544,
0.06805408000946045,609,1,,,,,,
0.0378413200378418,619,1,,,,,,
0.07938241958618164,629,1,,,,,,
0.07266491651535034,639,1,,,,,,
0.026812242344021797,649,1,,,,,,
0.051355909556150436,659,1,,,,,,
0.031663186848163605,669,1,,,,,,
0.07269611209630966,679,1,,,,,,
0.08911794424057007,689,1,,,,,,
0.029544442892074585,699,1,,,,,,
0.01722586154937744,709,1,,,,,,
0.09101768583059311,719,1,,,,,,
0.03455695882439613,729,1,,,,,,
0.031648941338062286,739,1,,,,,,
0.0702800527215004,749,1,,,,,,
0.026126055046916008,759,1,,,,,,
